county,fips,description,pci,hu,munit,sngpnt,crowd,noveh,f_sngpnt,f_crowd,f_noveh
Snohomish,53061041811,"Census Tract 418.11, Snohomish County, Washington",34169,2912,857,127,108,216,0,0,0
Snohomish,53061041812,"Census Tract 418.12, Snohomish County, Washington",28913,2627,1377,198,115,210,0,0,0
Snohomish,53061041901,"Census Tract 419.01, Snohomish County, Washington",29888,1928,128,263,89,57,0,0,0
Snohomish,53061041903,"Census Tract 419.03, Snohomish County, Washington",22424,3261,1461,531,362,267,0,1,0
Snohomish,53061041904,"Census Tract 419.04, Snohomish County, Washington",21122,2392,1245,455,102,455,1,0,0
Snohomish,53061041905,"Census Tract 419.05, Snohomish County, Washington",27346,2496,1157,407,150,67,0,0,0
Snohomish,53061042001,"Census Tract 420.01, Snohomish County, Washington",56321,2443,483,88,14,184,0,0,0
Snohomish,53061042003,"Census Tract 420.03, Snohomish County, Washington",54673,1246,0,57,0,0,0,0,0
Snohomish,53061042004,"Census Tract 420.04, Snohomish County, Washington",40606,1693,9,139,34,62,0,0,0
Snohomish,53061042005,"Census Tract 420.05, Snohomish County, Washington",65615,1974,0,27,18,16,0,0,0
Snohomish,53061042006,"Census Tract 420.06, Snohomish County, Washington",38670,2453,1258,121,155,0,0,0,0
Snohomish,53061050101,"Census Tract 501.01, Snohomish County, Washington",40268,1006,0,106,33,28,0,0,0
Snohomish,53061050102,"Census Tract 501.02, Snohomish County, Washington",29815,2452,716,309,102,55,0,0,0
Snohomish,53061050200,"Census Tract 502, Snohomish County, Washington",63138,1607,0,28,0,9,0,0,0
Snohomish,53061050300,"Census Tract 503, Snohomish County, Washington",48960,2151,79,16,14,45,0,0,0
Snohomish,53061050401,"Census Tract 504.01, Snohomish County, Washington",53067,3023,437,117,53,105,0,0,0
Snohomish,53061050402,"Census Tract 504.02, Snohomish County, Washington",49145,2448,448,111,0,69,0,0,0
Snohomish,53061050500,"Census Tract 505, Snohomish County, Washington",56770,3909,1676,70,37,220,0,0,0
Snohomish,53061050600,"Census Tract 506, Snohomish County, Washington",95164,457,0,25,5,2,0,0,0
Snohomish,53061050700,"Census Tract 507, Snohomish County, Washington",42110,2745,827,199,93,95,0,0,0
Snohomish,53061050800,"Census Tract 508, Snohomish County, Washington",37194,2628,363,136,0,11,0,0,0
Snohomish,53061050900,"Census Tract 509, Snohomish County, Washington",33381,1536,569,100,87,86,0,0,0
Snohomish,53061051000,"Census Tract 510, Snohomish County, Washington",34890,1835,702,191,111,69,0,0,0
Snohomish,53061051100,"Census Tract 511, Snohomish County, Washington",33479,1749,419,126,17,193,0,0,0
Snohomish,53061051200,"Census Tract 512, Snohomish County, Washington",35360,1806,189,200,33,85,0,0,0
Snohomish,53061051300,"Census Tract 513, Snohomish County, Washington",37572,2985,611,350,117,44,0,0,0
Snohomish,53061051400,"Census Tract 514, Snohomish County, Washington",26221,3537,1570,461,211,492,0,0,0
Snohomish,53061051500,"Census Tract 515, Snohomish County, Washington",29047,2295,573,329,35,346,0,0,0
Snohomish,53061051601,"Census Tract 516.01, Snohomish County, Washington",28443,1788,194,142,65,47,0,0,0
Snohomish,53061051602,"Census Tract 516.02, Snohomish County, Washington",33487,1558,47,143,51,53,0,0,0
Snohomish,53061051701,"Census Tract 517.01, Snohomish County, Washington",27141,2508,736,199,173,171,0,0,0
Snohomish,53061051702,"Census Tract 517.02, Snohomish County, Washington",31758,1962,461,62,12,191,0,0,0
Snohomish,53061051802,"Census Tract 518.02, Snohomish County, Washington",35505,2389,501,145,113,22,0,0,0
Snohomish,53061051803,"Census Tract 518.03, Snohomish County, Washington",23058,2899,1293,305,205,281,0,0,0
Snohomish,53061051804,"Census Tract 518.04, Snohomish County, Washington",34604,2334,683,107,80,82,0,0,0
Snohomish,53061051905,"Census Tract 519.05, Snohomish County, Washington",35924,3459,649,339,133,213,0,0,0
Snohomish,53061051912,"Census Tract 519.12, Snohomish County, Washington",52294,904,0,33,17,19,0,0,0
Snohomish,53061051913,"Census Tract 519.13, Snohomish County, Washington",47075,1654,0,33,28,15,0,0,0
Snohomish,53061051914,"Census Tract 519.14, Snohomish County, Washington",51940,1647,6,38,18,20,0,0,0
Snohomish,53061051915,"Census Tract 519.15, Snohomish County, Washington",41562,2705,118,207,151,13,0,0,0
Snohomish,53061051916,"Census Tract 519.16, Snohomish County, Washington",40312,1378,16,34,5,15,0,0,0
Snohomish,53061051917,"Census Tract 519.17, Snohomish County, Washington",51791,1670,22,79,25,38,0,0,0
Snohomish,53061051918,"Census Tract 519.18, Snohomish County, Washington",50703,1967,171,69,28,61,0,0,0
Snohomish,53061051921,"Census Tract 519.21, Snohomish County, Washington",37993,2131,474,86,171,69,0,0,0
Snohomish,53061051922,"Census Tract 519.22, Snohomish County, Washington",43478,1998,147,105,33,42,0,0,0
Snohomish,53061051923,"Census Tract 519.23, Snohomish County, Washington",41789,2539,404,161,37,69,0,0,0
Snohomish,53061051924,"Census Tract 519.24, Snohomish County, Washington",40657,3042,973,219,163,161,0,0,0
Snohomish,53061051925,"Census Tract 519.25, Snohomish County, Washington",48612,2907,368,124,32,80,0,0,0
Snohomish,53061051926,"Census Tract 519.26, Snohomish County, Washington",51793,1876,0,88,8,31,0,0,0
Snohomish,53061051927,"Census Tract 519.27, Snohomish County, Washington",40410,2010,78,205,24,13,0,0,0
Snohomish,53061051928,"Census Tract 519.28, Snohomish County, Washington",33579,2305,849,177,117,36,0,0,0
Snohomish,53061052003,"Census Tract 520.03, Snohomish County, Washington",42793,3429,209,414,116,49,0,0,0
Snohomish,53061052004,"Census Tract 520.04, Snohomish County, Washington",51026,2592,383,145,56,130,0,0,0
Snohomish,53061052005,"Census Tract 520.05, Snohomish County, Washington",53821,2682,711,122,16,86,0,0,0
Snohomish,53061052006,"Census Tract 520.06, Snohomish County, Washington",47931,1585,0,98,17,24,0,0,0
Snohomish,53061052007,"Census Tract 520.07, Snohomish County, Washington",42972,1830,17,165,44,29,0,0,0
Snohomish,53061052104,"Census Tract 521.04, Snohomish County, Washington",38338,1594,12,80,8,14,0,0,0
Snohomish,53061052105,"Census Tract 521.05, Snohomish County, Washington",54758,766,0,12,11,33,0,0,0
Snohomish,53061052107,"Census Tract 521.07, Snohomish County, Washington",43555,1905,0,110,21,40,0,0,0
Snohomish,53061052108,"Census Tract 521.08, Snohomish County, Washington",47639,2263,0,78,109,41,0,0,0
Snohomish,53061052112,"Census Tract 521.12, Snohomish County, Washington",48912,978,0,22,28,39,0,0,0
Snohomish,53061052113,"Census Tract 521.13, Snohomish County, Washington",50687,1179,0,45,70,0,0,0,0
Snohomish,53061052114,"Census Tract 521.14, Snohomish County, Washington",46124,1611,0,30,14,8,0,0,0
Snohomish,53061052115,"Census Tract 521.15, Snohomish County, Washington",46718,2403,19,209,75,16,0,0,0
Snohomish,53061052118,"Census Tract 521.18, Snohomish County, Washington",44589,2599,29,252,12,30,0,0,0
Snohomish,53061052203,"Census Tract 522.03, Snohomish County, Washington",44476,1981,0,107,38,37,0,0,0
Snohomish,53061052204,"Census Tract 522.04, Snohomish County, Washington",33873,1839,52,234,41,24,0,0,0
Snohomish,53061052206,"Census Tract 522.06, Snohomish County, Washington",46331,1695,0,32,30,22,0,0,0
Snohomish,53061052207,"Census Tract 522.07, Snohomish County, Washington",39518,2157,25,44,71,26,0,0,0
Snohomish,53061052208,"Census Tract 522.08, Snohomish County, Washington",24829,1698,379,278,107,247,0,0,0
Snohomish,53061052209,"Census Tract 522.09, Snohomish County, Washington",16771,1040,170,152,99,67,0,1,0
Snohomish,53061052301,"Census Tract 523.01, Snohomish County, Washington",50619,1846,0,30,65,16,0,0,0
Snohomish,53061052302,"Census Tract 523.02, Snohomish County, Washington",39487,1496,0,75,35,28,0,0,0
Snohomish,53061052401,"Census Tract 524.01, Snohomish County, Washington",30562,1678,131,153,45,149,0,0,0
Snohomish,53061052402,"Census Tract 524.02, Snohomish County, Washington",30946,1922,383,277,72,96,0,0,0
Snohomish,53061052502,"Census Tract 525.02, Snohomish County, Washington",38966,1886,52,61,0,29,0,0,0
Snohomish,53061052503,"Census Tract 525.03, Snohomish County, Washington",35487,2872,17,226,0,32,0,0,0
Snohomish,53061052504,"Census Tract 525.04, Snohomish County, Washington",34412,970,0,68,14,12,0,0,0
Snohomish,53061052603,"Census Tract 526.03, Snohomish County, Washington",34639,934,20,82,55,18,0,0,0
Snohomish,53061052604,"Census Tract 526.04, Snohomish County, Washington",35289,1960,63,201,37,67,0,0,0
Snohomish,53061052605,"Census Tract 526.05, Snohomish County, Washington",38904,2143,90,246,12,124,0,0,0
Snohomish,53061052606,"Census Tract 526.06, Snohomish County, Washington",31665,1984,17,212,79,11,0,0,0
Snohomish,53061052607,"Census Tract 526.07, Snohomish County, Washington",42000,2172,0,123,76,34,0,0,0
Snohomish,53061052701,"Census Tract 527.01, Snohomish County, Washington",37029,618,18,47,26,14,0,0,0
Snohomish,53061052705,"Census Tract 527.05, Snohomish County, Washington",34762,2784,0,121,51,14,0,0,0
Snohomish,53061052706,"Census Tract 527.06, Snohomish County, Washington",31168,2104,0,284,81,45,0,0,0
Snohomish,53061052707,"Census Tract 527.07, Snohomish County, Washington",38643,1520,0,93,17,20,0,0,0
Snohomish,53061052708,"Census Tract 527.08, Snohomish County, Washington",37099,1869,21,67,31,29,0,0,0
Snohomish,53061052709,"Census Tract 527.09, Snohomish County, Washington",37736,1273,0,148,12,33,0,0,0
Snohomish,53061052803,"Census Tract 528.03, Snohomish County, Washington",31606,2326,0,144,81,22,0,0,0
Snohomish,53061052804,"Census Tract 528.04, Snohomish County, Washington",36899,2953,159,171,63,39,0,0,0
Snohomish,53061052805,"Census Tract 528.05, Snohomish County, Washington",33970,1895,175,94,0,196,0,0,0
Snohomish,53061052806,"Census Tract 528.06, Snohomish County, Washington",30142,2548,0,179,35,73,0,0,0
Snohomish,53061052903,"Census Tract 529.03, Snohomish County, Washington",23457,1898,434,306,113,181,0,0,0
Snohomish,53061052904,"Census Tract 529.04, Snohomish County, Washington",28345,2186,267,125,70,105,0,0,0
Snohomish,53061052905,"Census Tract 529.05, Snohomish County, Washington",23193,2030,500,154,138,166,0,0,0
Snohomish,53061052906,"Census Tract 529.06, Snohomish County, Washington",30432,1886,148,271,48,64,0,0,0
Snohomish,53061053101,"Census Tract 531.01, Snohomish County, Washington",31968,1586,185,134,80,57,0,0,0
Snohomish,53061053102,"Census Tract 531.02, Snohomish County, Washington",37449,2136,219,130,17,43,0,0,0
Snohomish,53061053201,"Census Tract 532.01, Snohomish County, Washington",37849,1781,106,26,9,151,0,0,0
Snohomish,53061053202,"Census Tract 532.02, Snohomish County, Washington",42396,1931,0,11,13,8,0,0,0
Snohomish,53061053301,"Census Tract 533.01, Snohomish County, Washington",32003,2812,445,267,52,257,0,0,0
Snohomish,53061053302,"Census Tract 533.02, Snohomish County, Washington",40569,2319,0,95,25,35,0,0,0
Snohomish,53061053400,"Census Tract 534, Snohomish County, Washington",40098,2242,0,159,25,78,0,0,0
Snohomish,53061053504,"Census Tract 535.04, Snohomish County, Washington",30582,2865,735,89,96,278,0,0,0
Snohomish,53061053505,"Census Tract 535.05, Snohomish County, Washington",42428,2175,11,141,90,17,0,0,0
Snohomish,53061053506,"Census Tract 535.06, Snohomish County, Washington",39572,2400,0,84,77,41,0,0,0
Snohomish,53061053507,"Census Tract 535.07, Snohomish County, Washington",36301,1796,21,113,40,34,0,0,0
Snohomish,53061053508,"Census Tract 535.08, Snohomish County, Washington",32458,1282,0,56,14,0,0,0,0
Snohomish,53061053509,"Census Tract 535.09, Snohomish County, Washington",26395,1617,218,167,47,109,0,0,0
Snohomish,53061053602,"Census Tract 536.02, Snohomish County, Washington",33784,2735,0,140,71,81,0,0,0
Snohomish,53061053603,"Census Tract 536.03, Snohomish County, Washington",44190,1646,0,31,30,34,0,0,0
Snohomish,53061053604,"Census Tract 536.04, Snohomish County, Washington",36300,1798,160,112,39,164,0,0,0
Snohomish,53061053700,"Census Tract 537, Snohomish County, Washington",25903,1533,13,108,30,57,0,0,0
Snohomish,53061053801,"Census Tract 538.01, Snohomish County, Washington",36942,2091,0,63,19,23,0,0,0
Snohomish,53061053802,"Census Tract 538.02, Snohomish County, Washington",36812,2362,38,173,63,30,0,0,0
Snohomish,53061053803,"Census Tract 538.03, Snohomish County, Washington",34859,2199,11,144,8,66,0,0,0
Snohomish,53061940001,"Census Tract 9400.01, Snohomish County, Washington",36308,2525,4,173,85,92,0,0,0
Snohomish,53061940002,"Census Tract 9400.02, Snohomish County, Washington",35498,1668,12,89,52,66,0,0,0
Spokane,53063000200,"Census Tract 2, Spokane County, Washington",16683,2014,272,374,29,292,1,0,0
Spokane,53063000300,"Census Tract 3, Spokane County, Washington",16638,2209,31,341,17,80,0,0,0
Spokane,53063000400,"Census Tract 4, Spokane County, Washington",23538,1856,340,226,29,240,0,0,0
Spokane,53063000500,"Census Tract 5, Spokane County, Washington",31968,1577,81,208,0,98,0,0,0
Spokane,53063000600,"Census Tract 6, Spokane County, Washington",24774,1330,0,142,20,70,0,0,0
Spokane,53063000700,"Census Tract 7, Spokane County, Washington",26440,2268,0,398,13,85,1,0,0
Spokane,53063000800,"Census Tract 8, Spokane County, Washington",30796,1993,125,122,0,45,0,0,0
Spokane,53063000900,"Census Tract 9, Spokane County, Washington",25944,2588,172,371,56,76,0,0,0
Spokane,53063001000,"Census Tract 10, Spokane County, Washington",34615,2510,0,158,0,66,0,0,0
Spokane,53063001100,"Census Tract 11, Spokane County, Washington",30062,1450,24,151,14,88,0,0,0
Spokane,53063001200,"Census Tract 12, Spokane County, Washington",19710,1009,70,129,51,30,0,0,0
Spokane,53063001300,"Census Tract 13, Spokane County, Washington",21436,1679,222,174,12,187,0,0,0
Spokane,53063001400,"Census Tract 14, Spokane County, Washington",19481,2777,27,342,50,105,0,0,0
Spokane,53063001500,"Census Tract 15, Spokane County, Washington",21107,2278,0,182,0,140,0,0,0
Spokane,53063001600,"Census Tract 16, Spokane County, Washington",17999,1495,257,380,38,129,1,0,0
Spokane,53063001800,"Census Tract 18, Spokane County, Washington",26070,1389,395,202,70,273,0,0,0
Spokane,53063001900,"Census Tract 19, Spokane County, Washington",24629,1691,24,225,23,127,0,0,0
Spokane,53063002000,"Census Tract 20, Spokane County, Washington",18358,1927,84,313,53,272,1,0,0
Spokane,53063002100,"Census Tract 21, Spokane County, Washington",25874,1097,78,119,27,137,0,0,0
Spokane,53063002300,"Census Tract 23, Spokane County, Washington",23834,2523,115,255,36,240,0,0,0
Spokane,53063002400,"Census Tract 24, Spokane County, Washington",16667,1198,577,139,7,394,0,0,1
Spokane,53063002500,"Census Tract 25, Spokane County, Washington",13133,2693,685,287,25,454,0,0,0
Spokane,53063002600,"Census Tract 26, Spokane County, Washington",17872,2207,139,194,133,62,0,0,0
Spokane,53063002900,"Census Tract 29, Spokane County, Washington",25798,1287,0,102,16,19,0,0,0
Spokane,53063003000,"Census Tract 30, Spokane County, Washington",17066,1025,60,116,40,100,0,0,0
Spokane,53063003100,"Census Tract 31, Spokane County, Washington",24033,2231,109,315,21,121,0,0,0
Spokane,53063003200,"Census Tract 32, Spokane County, Washington",27761,1731,1249,86,18,308,0,0,0
Spokane,53063003500,"Census Tract 35, Spokane County, Washington",21930,1916,1819,64,34,1018,0,0,1
Spokane,53063003600,"Census Tract 36, Spokane County, Washington",38732,2946,1608,160,31,565,0,0,0
Spokane,53063003800,"Census Tract 38, Spokane County, Washington",30283,1005,329,61,4,43,0,0,0
Spokane,53063003900,"Census Tract 39, Spokane County, Washington",51848,1093,0,21,41,17,0,0,0
Spokane,53063004000,"Census Tract 40, Spokane County, Washington",29667,2960,681,168,67,325,0,0,0
Spokane,53063004100,"Census Tract 41, Spokane County, Washington",41391,1171,283,70,14,166,0,0,0
Spokane,53063004200,"Census Tract 42, Spokane County, Washington",48287,2087,6,95,0,16,0,0,0
Spokane,53063004300,"Census Tract 43, Spokane County, Washington",54089,1481,124,77,9,73,0,0,0
Spokane,53063004400,"Census Tract 44, Spokane County, Washington",31871,2162,124,116,12,96,0,0,0
Spokane,53063004500,"Census Tract 45, Spokane County, Washington",60496,1587,17,74,0,24,0,0,0
Spokane,53063004601,"Census Tract 46.01, Spokane County, Washington",32228,2026,487,135,23,311,0,0,0
Spokane,53063004602,"Census Tract 46.02, Spokane County, Washington",26768,1265,0,124,0,20,0,0,0
Spokane,53063004700,"Census Tract 47, Spokane County, Washington",31487,3110,429,179,94,209,0,0,0
Spokane,53063004800,"Census Tract 48, Spokane County, Washington",37780,2042,809,200,46,125,0,0,0
Spokane,53063004900,"Census Tract 49, Spokane County, Washington",46751,2547,314,226,48,82,0,0,0
Spokane,53063005000,"Census Tract 50, Spokane County, Washington",42100,2114,1088,140,12,239,0,0,0
Spokane,53063010100,"Census Tract 101, Spokane County, Washington",35161,2837,72,23,136,0,0,0,0
Spokane,53063010201,"Census Tract 102.01, Spokane County, Washington",32505,1686,0,90,29,45,0,0,0
Spokane,53063010202,"Census Tract 102.02, Spokane County, Washington",37737,2512,0,0,67,0,0,0,0
Spokane,53063010301,"Census Tract 103.01, Spokane County, Washington",22986,1851,75,177,22,50,0,0,0
Spokane,53063010303,"Census Tract 103.03, Spokane County, Washington",30644,1190,0,63,51,21,0,0,0
Spokane,53063010304,"Census Tract 103.04, Spokane County, Washington",29996,2380,0,113,0,31,0,0,0
Spokane,53063010305,"Census Tract 103.05, Spokane County, Washington",35322,2308,0,101,0,78,0,0,0
Spokane,53063010401,"Census Tract 104.01, Spokane County, Washington",16173,1666,188,228,110,82,0,0,0
Spokane,53063010402,"Census Tract 104.02, Spokane County, Washington",32920,2720,15,155,62,65,0,0,0
Spokane,53063010501,"Census Tract 105.01, Spokane County, Washington",30352,3400,802,428,0,239,0,0,0
Spokane,53063010503,"Census Tract 105.03, Spokane County, Washington",40763,2922,237,190,15,25,0,0,0
Spokane,53063010504,"Census Tract 105.04, Spokane County, Washington",30558,1397,0,92,14,18,0,0,0
Spokane,53063010601,"Census Tract 106.01, Spokane County, Washington",29743,1467,44,141,9,40,0,0,0
Spokane,53063010602,"Census Tract 106.02, Spokane County, Washington",36101,3126,316,234,0,13,0,0,0
Spokane,53063010700,"Census Tract 107, Spokane County, Washington",45821,2466,69,200,21,81,0,0,0
Spokane,53063010800,"Census Tract 108, Spokane County, Washington",21454,1031,402,112,8,138,0,0,0
Spokane,53063010900,"Census Tract 109, Spokane County, Washington",21514,1563,83,165,4,29,0,0,0
Spokane,53063011000,"Census Tract 110, Spokane County, Washington",31035,1576,168,120,38,63,0,0,0
Spokane,53063011101,"Census Tract 111.01, Spokane County, Washington",20430,3190,2097,403,32,706,0,0,1
Spokane,53063011102,"Census Tract 111.02, Spokane County, Washington",20577,1731,868,327,111,364,1,0,1
Spokane,53063011201,"Census Tract 112.01, Spokane County, Washington",22582,3873,1604,290,106,452,0,0,0
Spokane,53063011202,"Census Tract 112.02, Spokane County, Washington",33078,1678,3,134,20,32,0,0,0
Spokane,53063011300,"Census Tract 113, Spokane County, Washington",39204,3378,493,209,73,71,0,0,0
Spokane,53063011400,"Census Tract 114, Spokane County, Washington",29646,2542,218,180,16,15,0,0,0
Spokane,53063011500,"Census Tract 115, Spokane County, Washington",32989,644,0,70,1,22,0,0,0
Spokane,53063011600,"Census Tract 116, Spokane County, Washington",32982,791,23,63,23,21,0,0,0
Spokane,53063011701,"Census Tract 117.01, Spokane County, Washington",27083,1150,220,51,15,152,0,0,0
Spokane,53063011702,"Census Tract 117.02, Spokane County, Washington",20198,3183,1632,445,324,298,0,1,0
Spokane,53063011800,"Census Tract 118, Spokane County, Washington",20709,2794,1283,322,13,394,0,0,0
Spokane,53063011900,"Census Tract 119, Spokane County, Washington",23185,1954,495,205,37,129,0,0,0
Spokane,53063012000,"Census Tract 120, Spokane County, Washington",24107,1892,288,185,15,99,0,0,0
Spokane,53063012100,"Census Tract 121, Spokane County, Washington",24339,1207,27,81,12,18,0,0,0
Spokane,53063012200,"Census Tract 122, Spokane County, Washington",24563,1083,5,62,40,46,0,0,0
Spokane,53063012300,"Census Tract 123, Spokane County, Washington",26554,2709,421,82,28,176,0,0,0
Spokane,53063012401,"Census Tract 124.01, Spokane County, Washington",32992,1879,250,40,0,202,0,0,0
Spokane,53063012402,"Census Tract 124.02, Spokane County, Washington",38721,2539,179,127,0,90,0,0,0
Spokane,53063012500,"Census Tract 125, Spokane County, Washington",24109,1676,504,275,38,199,1,0,0
Spokane,53063012600,"Census Tract 126, Spokane County, Washington",23884,1701,167,132,32,103,0,0,0
Spokane,53063012701,"Census Tract 127.01, Spokane County, Washington",29025,1875,453,113,35,201,0,0,0
Spokane,53063012702,"Census Tract 127.02, Spokane County, Washington",29011,863,11,85,22,4,0,0,0
Spokane,53063012801,"Census Tract 128.01, Spokane County, Washington",25822,1761,156,137,39,37,0,0,0
Spokane,53063012802,"Census Tract 128.02, Spokane County, Washington",28066,1363,0,210,16,22,0,0,0
Spokane,53063012901,"Census Tract 129.01, Spokane County, Washington",23416,1318,246,135,7,189,0,0,0
Spokane,53063012902,"Census Tract 129.02, Spokane County, Washington",26442,2784,184,165,50,209,0,0,0
Spokane,53063013000,"Census Tract 130, Spokane County, Washington",36099,4099,1437,254,71,278,0,0,0
Spokane,53063013100,"Census Tract 131, Spokane County, Washington",31705,4756,154,508,78,85,0,0,0
Spokane,53063013201,"Census Tract 132.01, Spokane County, Washington",29214,2894,0,125,11,95,0,0,0
Spokane,53063013202,"Census Tract 132.02, Spokane County, Washington",49650,4574,685,352,28,20,0,0,0
Spokane,53063013300,"Census Tract 133, Spokane County, Washington",46392,1211,0,72,44,0,0,0,0
Spokane,53063013401,"Census Tract 134.01, Spokane County, Washington",44731,1957,0,55,19,28,0,0,0
Spokane,53063013500,"Census Tract 135, Spokane County, Washington",47774,3461,27,108,125,30,0,0,0
Spokane,53063013600,"Census Tract 136, Spokane County, Washington",31178,1994,295,134,31,22,0,0,0
Spokane,53063013700,"Census Tract 137, Spokane County, Washington",32388,1525,423,123,19,127,0,0,0
Spokane,53063013800,"Census Tract 138, Spokane County, Washington",20325,802,9,69,0,4,0,0,0
Spokane,53063013900,"Census Tract 139, Spokane County, Washington",27681,2369,178,168,74,44,0,0,0
Spokane,53063014001,"Census Tract 140.01, Spokane County, Washington",16719,2030,367,92,0,202,0,0,0
Spokane,53063014002,"Census Tract 140.02, Spokane County, Washington",22392,2574,1047,221,2,140,0,0,0
Spokane,53063014100,"Census Tract 141, Spokane County, Washington",31997,2447,54,115,44,120,0,0,0
Spokane,53063014200,"Census Tract 142, Spokane County, Washington",27871,1631,235,91,33,23,0,0,0
Spokane,53063014300,"Census Tract 143, Spokane County, Washington",28532,1416,21,44,11,72,0,0,0
Spokane,53063014400,"Census Tract 144, Spokane County, Washington",22239,1787,0,282,39,77,0,0,0
Spokane,53063014500,"Census Tract 145, Spokane County, Washington",23748,965,264,118,23,198,0,0,1
