county,fips,description,pci,hu,munit,sngpnt,crowd,noveh,f_sngpnt,f_crowd,f_noveh
King,53033030504,"Census Tract 305.04, King County, Washington",28438,2058,277,283,77,176,0,0,0
King,53033030600,"Census Tract 306, King County, Washington",27629,2226,327,151,105,164,0,0,0
King,53033030700,"Census Tract 307, King County, Washington",28791,1674,356,202,70,207,0,0,0
King,53033030801,"Census Tract 308.01, King County, Washington",18180,2447,336,513,394,233,1,1,0
King,53033030802,"Census Tract 308.02, King County, Washington",25008,1488,399,206,154,108,0,1,0
King,53033030901,"Census Tract 309.01, King County, Washington",26111,1151,0,166,65,32,0,0,0
King,53033030902,"Census Tract 309.02, King County, Washington",23416,2215,301,270,169,165,0,0,0
King,53033031000,"Census Tract 310, King County, Washington",49056,1615,158,139,20,23,0,0,0
King,53033031100,"Census Tract 311, King County, Washington",27988,2802,433,298,88,276,0,0,0
King,53033031202,"Census Tract 312.02, King County, Washington",41183,2323,64,94,89,26,0,0,0
King,53033031204,"Census Tract 312.04, King County, Washington",47758,2401,13,56,76,20,0,0,0
King,53033031205,"Census Tract 312.05, King County, Washington",31039,2568,489,306,117,181,0,0,0
King,53033031206,"Census Tract 312.06, King County, Washington",27757,1859,626,133,64,111,0,0,0
King,53033031301,"Census Tract 313.01, King County, Washington",31586,996,0,81,10,13,0,0,0
King,53033031302,"Census Tract 313.02, King County, Washington",30362,1889,149,266,68,100,0,0,0
King,53033031400,"Census Tract 314, King County, Washington",33456,2610,301,287,67,135,0,0,0
King,53033031501,"Census Tract 315.01, King County, Washington",41068,1483,0,107,45,48,0,0,0
King,53033031502,"Census Tract 315.02, King County, Washington",39993,1838,80,55,5,98,0,0,0
King,53033031601,"Census Tract 316.01, King County, Washington",45106,1998,0,95,60,19,0,0,0
King,53033031603,"Census Tract 316.03, King County, Washington",40012,2305,0,118,30,74,0,0,0
King,53033031604,"Census Tract 316.04, King County, Washington",34530,1853,8,185,56,28,0,0,0
King,53033031605,"Census Tract 316.05, King County, Washington",46681,1576,9,61,33,20,0,0,0
King,53033031703,"Census Tract 317.03, King County, Washington",48624,2628,131,30,35,111,0,0,0
King,53033031704,"Census Tract 317.04, King County, Washington",34834,1841,194,114,107,62,0,0,0
King,53033031705,"Census Tract 317.05, King County, Washington",41387,1495,0,34,43,0,0,0,0
King,53033031706,"Census Tract 317.06, King County, Washington",36621,2765,552,192,18,54,0,0,0
King,53033031800,"Census Tract 318, King County, Washington",47108,1804,0,49,11,40,0,0,0
King,53033031903,"Census Tract 319.03, King County, Washington",50386,2514,14,145,14,50,0,0,0
King,53033031904,"Census Tract 319.04, King County, Washington",47757,1343,24,118,32,15,0,0,0
King,53033031906,"Census Tract 319.06, King County, Washington",46309,1466,0,83,6,10,0,0,0
King,53033031907,"Census Tract 319.07, King County, Washington",37380,2954,248,222,32,56,0,0,0
King,53033031908,"Census Tract 319.08, King County, Washington",38732,2068,708,142,27,151,0,0,0
King,53033031909,"Census Tract 319.09, King County, Washington",44322,1177,174,120,13,32,0,0,0
King,53033032002,"Census Tract 320.02, King County, Washington",39729,1211,0,30,38,44,0,0,0
King,53033032003,"Census Tract 320.03, King County, Washington",48489,2078,10,88,31,35,0,0,0
King,53033032005,"Census Tract 320.05, King County, Washington",38285,2573,0,136,85,17,0,0,0
King,53033032006,"Census Tract 320.06, King County, Washington",41073,2022,33,182,8,16,0,0,0
King,53033032007,"Census Tract 320.07, King County, Washington",48887,1456,23,97,9,0,0,0,0
King,53033032008,"Census Tract 320.08, King County, Washington",36664,1659,0,186,53,21,0,0,0
King,53033032010,"Census Tract 320.10, King County, Washington",43514,2208,211,144,84,97,0,0,0
King,53033032011,"Census Tract 320.11, King County, Washington",41603,1485,0,52,24,9,0,0,0
King,53033032102,"Census Tract 321.02, King County, Washington",46974,1912,0,48,31,17,0,0,0
King,53033032103,"Census Tract 321.03, King County, Washington",39577,2391,513,162,148,141,0,0,0
King,53033032104,"Census Tract 321.04, King County, Washington",49710,2616,762,144,101,180,0,0,0
King,53033032203,"Census Tract 322.03, King County, Washington",65311,2883,112,192,125,0,0,0,0
King,53033032207,"Census Tract 322.07, King County, Washington",76225,1347,0,97,22,30,0,0,0
King,53033032208,"Census Tract 322.08, King County, Washington",59387,4513,978,124,45,158,0,0,0
King,53033032210,"Census Tract 322.10, King County, Washington",54271,5599,1478,479,96,203,0,0,0
King,53033032211,"Census Tract 322.11, King County, Washington",59238,1793,94,95,47,0,0,0,0
King,53033032212,"Census Tract 322.12, King County, Washington",59236,2936,379,157,15,30,0,0,0
King,53033032213,"Census Tract 322.13, King County, Washington",71139,1565,0,79,0,28,0,0,0
King,53033032214,"Census Tract 322.14, King County, Washington",66560,2165,132,72,12,20,0,0,0
King,53033032215,"Census Tract 322.15, King County, Washington",78512,1590,0,68,9,0,0,0,0
King,53033032307,"Census Tract 323.07, King County, Washington",64988,2280,0,87,0,19,0,0,0
King,53033032309,"Census Tract 323.09, King County, Washington",64000,4660,3419,150,327,722,0,0,0
King,53033032311,"Census Tract 323.11, King County, Washington",61139,2190,0,34,15,35,0,0,0
King,53033032313,"Census Tract 323.13, King County, Washington",49825,2616,698,30,147,169,0,0,0
King,53033032315,"Census Tract 323.15, King County, Washington",69419,2135,0,30,0,7,0,0,0
King,53033032316,"Census Tract 323.16, King County, Washington",70450,1965,0,92,0,16,0,0,0
King,53033032317,"Census Tract 323.17, King County, Washington",66934,2252,172,106,0,31,0,0,0
King,53033032318,"Census Tract 323.18, King County, Washington",62464,2177,85,59,0,22,0,0,0
King,53033032319,"Census Tract 323.19, King County, Washington",42424,3017,1836,174,18,313,0,0,0
King,53033032320,"Census Tract 323.20, King County, Washington",73919,1589,0,102,0,17,0,0,0
King,53033032321,"Census Tract 323.21, King County, Washington",81398,2087,39,76,11,21,0,0,0
King,53033032322,"Census Tract 323.22, King County, Washington",69404,1195,0,77,0,0,0,0,0
King,53033032323,"Census Tract 323.23, King County, Washington",70553,2330,541,178,0,163,0,0,0
King,53033032324,"Census Tract 323.24, King County, Washington",53916,2301,485,110,75,131,0,0,0
King,53033032325,"Census Tract 323.25, King County, Washington",50201,2546,520,293,100,112,0,0,0
King,53033032326,"Census Tract 323.26, King County, Washington",78461,1399,138,44,71,105,0,0,0
King,53033032327,"Census Tract 323.27, King County, Washington",70799,2135,0,0,10,11,0,0,0
King,53033032328,"Census Tract 323.28, King County, Washington",69649,1175,6,77,11,18,0,0,0
King,53033032329,"Census Tract 323.29, King County, Washington",66063,3220,643,115,68,105,0,0,0
King,53033032401,"Census Tract 324.01, King County, Washington",51838,2362,0,94,16,76,0,0,0
King,53033032402,"Census Tract 324.02, King County, Washington",53236,2521,0,58,18,15,0,0,0
King,53033032500,"Census Tract 325, King County, Washington",50530,2156,6,84,13,15,0,0,0
King,53033032601,"Census Tract 326.01, King County, Washington",42417,1202,37,57,41,34,0,0,0
King,53033032602,"Census Tract 326.02, King County, Washington",54888,4752,16,249,33,17,0,0,0
King,53033032702,"Census Tract 327.02, King County, Washington",55495,2974,123,13,25,15,0,0,0
King,53033032703,"Census Tract 327.03, King County, Washington",42932,897,12,56,46,27,0,0,0
King,53033032704,"Census Tract 327.04, King County, Washington",41359,2631,236,224,91,203,0,0,0
King,53033032800,"Census Tract 328, King County, Washington",52378,1611,0,32,18,44,0,0,0
Pierce,53053060200,"Census Tract 602, Pierce County, Washington",40131,644,498,0,15,17,0,0,0
Pierce,53053060300,"Census Tract 603, Pierce County, Washington",49718,2360,643,116,17,263,0,0,0
Pierce,53053060400,"Census Tract 604, Pierce County, Washington",53778,1759,9,55,16,27,0,0,0
Pierce,53053060500,"Census Tract 605, Pierce County, Washington",66533,1792,50,75,0,43,0,0,0
Pierce,53053060600,"Census Tract 606, Pierce County, Washington",46464,2916,803,123,0,238,0,0,0
Pierce,53053060700,"Census Tract 607, Pierce County, Washington",36991,2453,127,74,29,164,0,0,0
Pierce,53053060800,"Census Tract 608, Pierce County, Washington",43302,2342,238,56,0,39,0,0,0
Pierce,53053060903,"Census Tract 609.03, Pierce County, Washington",40425,1524,206,87,8,116,0,0,0
Pierce,53053060904,"Census Tract 609.04, Pierce County, Washington",34074,2411,634,326,13,131,0,0,0
Pierce,53053060905,"Census Tract 609.05, Pierce County, Washington",40840,3129,880,151,97,471,0,0,0
Pierce,53053060906,"Census Tract 609.06, Pierce County, Washington",38262,940,43,72,0,57,0,0,0
Pierce,53053061001,"Census Tract 610.01, Pierce County, Washington",43787,1946,468,56,43,122,0,0,0
Pierce,53053061002,"Census Tract 610.02, Pierce County, Washington",27696,2431,961,105,33,460,0,0,0
Pierce,53053061100,"Census Tract 611, Pierce County, Washington",31362,2942,816,244,92,353,0,0,0
Pierce,53053061200,"Census Tract 612, Pierce County, Washington",31344,2297,280,181,31,207,0,0,0
Pierce,53053061300,"Census Tract 613, Pierce County, Washington",23626,2108,221,125,58,206,0,0,0
Pierce,53053061400,"Census Tract 614, Pierce County, Washington",17145,1637,1011,111,50,548,0,0,1
Pierce,53053061500,"Census Tract 615, Pierce County, Washington",38159,3556,2812,186,59,537,0,0,0
Pierce,53053061601,"Census Tract 616.01, Pierce County, Washington",46071,1498,1342,29,51,464,0,0,1
Pierce,53053061602,"Census Tract 616.02, Pierce County, Washington",30139,497,388,0,0,48,0,0,0
Pierce,53053061700,"Census Tract 617, Pierce County, Washington",24927,2060,382,137,72,212,0,0,0
Pierce,53053061800,"Census Tract 618, Pierce County, Washington",25558,1186,70,115,41,113,0,0,0
Pierce,53053061900,"Census Tract 619, Pierce County, Washington",26773,906,242,29,0,60,0,0,0
Pierce,53053062000,"Census Tract 620, Pierce County, Washington",20540,1769,169,167,42,228,0,0,0
Pierce,53053062300,"Census Tract 623, Pierce County, Washington",22160,1942,76,228,95,97,0,0,0
Pierce,53053062400,"Census Tract 624, Pierce County, Washington",24872,2372,165,343,128,141,0,0,0
Pierce,53053062500,"Census Tract 625, Pierce County, Washington",25152,2946,136,242,116,92,0,0,0
Pierce,53053062600,"Census Tract 626, Pierce County, Washington",25848,1934,797,117,45,189,0,0,0
Pierce,53053062801,"Census Tract 628.01, Pierce County, Washington",19974,3048,1043,533,127,343,1,0,0
Pierce,53053062802,"Census Tract 628.02, Pierce County, Washington",24539,1615,101,246,90,57,0,0,0
Pierce,53053062900,"Census Tract 629, Pierce County, Washington",30319,3384,542,256,149,272,0,0,0
Pierce,53053063000,"Census Tract 630, Pierce County, Washington",22520,1283,195,168,52,49,0,0,0
Pierce,53053063100,"Census Tract 631, Pierce County, Washington",27667,1717,25,137,98,138,0,0,0
Pierce,53053063200,"Census Tract 632, Pierce County, Washington",26124,2043,62,154,81,60,0,0,0
Pierce,53053063300,"Census Tract 633, Pierce County, Washington",22452,2730,176,400,182,195,0,0,0
Pierce,53053063400,"Census Tract 634, Pierce County, Washington",23062,3041,316,473,121,70,0,0,0
Pierce,53053063501,"Census Tract 635.01, Pierce County, Washington",23856,1699,139,238,61,259,0,0,0
Pierce,53053063502,"Census Tract 635.02, Pierce County, Washington",21515,1810,165,206,33,69,0,0,0
Pierce,53053070100,"Census Tract 701, Pierce County, Washington",31525,1748,11,51,9,22,0,0,0
Pierce,53053070203,"Census Tract 702.03, Pierce County, Washington",36553,2568,0,211,52,0,0,0,0
Pierce,53053070204,"Census Tract 702.04, Pierce County, Washington",35160,1423,0,167,50,21,0,0,0
Pierce,53053070205,"Census Tract 702.05, Pierce County, Washington",30827,1243,0,137,11,11,0,0,0
Pierce,53053070206,"Census Tract 702.06, Pierce County, Washington",35715,1607,5,158,31,7,0,0,0
Pierce,53053070207,"Census Tract 702.07, Pierce County, Washington",34123,2290,88,230,0,46,0,0,0
Pierce,53053070307,"Census Tract 703.07, Pierce County, Washington",59353,1846,0,99,30,28,0,0,0
Pierce,53053070308,"Census Tract 703.08, Pierce County, Washington",32784,1538,160,93,0,44,0,0,0
Pierce,53053070309,"Census Tract 703.09, Pierce County, Washington",38936,2232,96,155,58,113,0,0,0
Pierce,53053070310,"Census Tract 703.10, Pierce County, Washington",30690,1788,0,64,18,10,0,0,0
Pierce,53053070311,"Census Tract 703.11, Pierce County, Washington",33853,1775,0,117,7,38,0,0,0
Pierce,53053070312,"Census Tract 703.12, Pierce County, Washington",39376,2034,0,152,40,21,0,0,0
Pierce,53053070313,"Census Tract 703.13, Pierce County, Washington",40131,2289,66,494,28,0,1,0,0
Pierce,53053070314,"Census Tract 703.14, Pierce County, Washington",46778,1250,0,80,0,22,0,0,0
Pierce,53053070315,"Census Tract 703.15, Pierce County, Washington",49669,2454,114,168,54,0,0,0,0
Pierce,53053070316,"Census Tract 703.16, Pierce County, Washington",40939,2444,559,175,0,15,0,0,0
Pierce,53053070401,"Census Tract 704.01, Pierce County, Washington",35780,861,5,82,30,14,0,0,0
Pierce,53053070403,"Census Tract 704.03, Pierce County, Washington",31551,1636,57,178,43,32,0,0,0
Pierce,53053070404,"Census Tract 704.04, Pierce County, Washington",32821,1829,0,185,19,8,0,0,0
Pierce,53053070703,"Census Tract 707.03, Pierce County, Washington",36249,2512,393,231,34,51,0,0,0
Pierce,53053071100,"Census Tract 711, Pierce County, Washington",29988,1000,17,34,43,52,0,0,0
Pierce,53053071205,"Census Tract 712.05, Pierce County, Washington",39328,1878,0,117,21,21,0,0,0
Pierce,53053071206,"Census Tract 712.06, Pierce County, Washington",36596,2563,328,189,39,80,0,0,0
Pierce,53053071207,"Census Tract 712.07, Pierce County, Washington",26563,2741,943,333,179,162,0,0,0
Pierce,53053071208,"Census Tract 712.08, Pierce County, Washington",30708,3212,341,231,28,187,0,0,0
Pierce,53053071209,"Census Tract 712.09, Pierce County, Washington",39852,1362,0,129,22,20,0,0,0
Pierce,53053071210,"Census Tract 712.10, Pierce County, Washington",47030,1912,0,86,55,8,0,0,0
Pierce,53053071304,"Census Tract 713.04, Pierce County, Washington",31696,2591,496,262,73,125,0,0,0
Pierce,53053071305,"Census Tract 713.05, Pierce County, Washington",28401,1486,175,93,8,99,0,0,0
Pierce,53053071306,"Census Tract 713.06, Pierce County, Washington",31858,2332,0,205,0,13,0,0,0
Pierce,53053071307,"Census Tract 713.07, Pierce County, Washington",31003,1943,278,291,32,0,0,0,0
Pierce,53053071309,"Census Tract 713.09, Pierce County, Washington",30506,1589,0,186,50,66,0,0,0
Pierce,53053071310,"Census Tract 713.10, Pierce County, Washington",38961,2097,53,143,45,18,0,0,0
Pierce,53053071403,"Census Tract 714.03, Pierce County, Washington",28852,1713,94,155,28,23,0,0,0
Pierce,53053071406,"Census Tract 714.06, Pierce County, Washington",29694,2737,42,328,64,58,0,0,0
Pierce,53053071407,"Census Tract 714.07, Pierce County, Washington",28105,2368,8,248,73,10,0,0,0
Pierce,53053071408,"Census Tract 714.08, Pierce County, Washington",25142,1542,31,196,53,103,0,0,0
Pierce,53053071409,"Census Tract 714.09, Pierce County, Washington",20898,1671,50,178,132,67,0,0,0
Pierce,53053071410,"Census Tract 714.10, Pierce County, Washington",26856,2878,106,267,81,33,0,0,0
Pierce,53053071411,"Census Tract 714.11, Pierce County, Washington",26990,2085,0,308,28,28,0,0,0
Pierce,53053071503,"Census Tract 715.03, Pierce County, Washington",25952,2268,319,293,11,222,0,0,0
Pierce,53053071504,"Census Tract 715.04, Pierce County, Washington",17788,1786,369,154,207,205,0,1,0
Pierce,53053071505,"Census Tract 715.05, Pierce County, Washington",29677,2138,120,159,39,176,0,0,0
Pierce,53053071506,"Census Tract 715.06, Pierce County, Washington",35109,2093,71,124,56,32,0,0,0
Pierce,53053071601,"Census Tract 716.01, Pierce County, Washington",20580,1931,218,252,128,128,0,0,0
Pierce,53053071602,"Census Tract 716.02, Pierce County, Washington",23149,3294,831,554,136,298,1,0,0
Pierce,53053071703,"Census Tract 717.03, Pierce County, Washington",20208,1740,974,118,77,312,0,0,0
Pierce,53053071704,"Census Tract 717.04, Pierce County, Washington",16821,1886,810,326,221,184,1,1,0
Pierce,53053071705,"Census Tract 717.05, Pierce County, Washington",19783,1406,51,201,60,36,0,0,0
Pierce,53053071706,"Census Tract 717.06, Pierce County, Washington",20581,799,307,129,57,39,0,0,0
Pierce,53053071707,"Census Tract 717.07, Pierce County, Washington",25291,1132,120,150,47,79,0,0,0
Pierce,53053071803,"Census Tract 718.03, Pierce County, Washington",23398,2816,670,318,40,172,0,0,0
Pierce,53053071805,"Census Tract 718.05, Pierce County, Washington",17595,1504,382,316,185,205,1,1,0
Pierce,53053071806,"Census Tract 718.06, Pierce County, Washington",18469,1909,895,417,212,328,1,1,0
Pierce,53053071807,"Census Tract 718.07, Pierce County, Washington",20180,1689,640,226,86,161,0,0,0
Pierce,53053071808,"Census Tract 718.08, Pierce County, Washington",19034,1752,301,243,133,216,0,0,0
Pierce,53053071901,"Census Tract 719.01, Pierce County, Washington",29770,2364,489,144,83,352,0,0,0
Pierce,53053071902,"Census Tract 719.02, Pierce County, Washington",50408,2428,162,64,0,98,0,0,0
Pierce,53053072000,"Census Tract 720, Pierce County, Washington",21121,2210,348,281,143,249,0,0,0
Pierce,53053072105,"Census Tract 721.05, Pierce County, Washington",32307,2004,145,66,50,9,0,0,0
Pierce,53053072106,"Census Tract 721.06, Pierce County, Washington",26260,3146,795,212,210,243,0,0,0
Pierce,53053072107,"Census Tract 721.07, Pierce County, Washington",41889,1868,49,72,40,76,0,0,0
Pierce,53053072108,"Census Tract 721.08, Pierce County, Washington",28980,2333,209,168,53,140,0,0,0
Pierce,53053072109,"Census Tract 721.09, Pierce County, Washington",48269,1611,61,75,28,0,0,0,0
Pierce,53053072111,"Census Tract 721.11, Pierce County, Washington",32240,1050,97,110,7,6,0,0,0
Pierce,53053072112,"Census Tract 721.12, Pierce County, Washington",28851,2051,236,158,89,23,0,0,0
Pierce,53053072305,"Census Tract 723.05, Pierce County, Washington",35169,2451,112,228,0,48,0,0,0
Pierce,53053072307,"Census Tract 723.07, Pierce County, Washington",32305,2022,308,275,34,124,0,0,0
Pierce,53053072308,"Census Tract 723.08, Pierce County, Washington",35100,2973,308,418,54,134,0,0,0
Pierce,53053072309,"Census Tract 723.09, Pierce County, Washington",48048,2756,473,268,18,56,0,0,0
Pierce,53053072310,"Census Tract 723.10, Pierce County, Washington",30987,1709,228,141,28,97,0,0,0
Pierce,53053072311,"Census Tract 723.11, Pierce County, Washington",30553,2190,632,302,45,200,0,0,0
Pierce,53053072312,"Census Tract 723.12, Pierce County, Washington",33509,2440,615,149,139,98,0,0,0
Pierce,53053072313,"Census Tract 723.13, Pierce County, Washington",37338,1504,0,89,8,33,0,0,0
Pierce,53053072405,"Census Tract 724.05, Pierce County, Washington",60474,1680,0,69,0,35,0,0,0
Pierce,53053072406,"Census Tract 724.06, Pierce County, Washington",44333,2313,60,30,15,45,0,0,0
Pierce,53053072407,"Census Tract 724.07, Pierce County, Washington",40068,2147,276,81,19,100,0,0,0
Pierce,53053072408,"Census Tract 724.08, Pierce County, Washington",46327,2715,299,151,0,125,0,0,0
Pierce,53053072409,"Census Tract 724.09, Pierce County, Washington",53116,1036,0,37,16,4,0,0,0
Pierce,53053072410,"Census Tract 724.10, Pierce County, Washington",50347,1576,0,47,40,31,0,0,0
Pierce,53053072503,"Census Tract 725.03, Pierce County, Washington",38964,1755,0,91,32,20,0,0,0
Pierce,53053072504,"Census Tract 725.04, Pierce County, Washington",40704,1560,0,77,25,17,0,0,0
Pierce,53053072505,"Census Tract 725.05, Pierce County, Washington",60735,3610,72,79,37,50,0,0,0
Pierce,53053072506,"Census Tract 725.06, Pierce County, Washington",49161,1582,48,37,0,10,0,0,0
Pierce,53053072507,"Census Tract 725.07, Pierce County, Washington",60220,1612,249,22,23,42,0,0,0
Pierce,53053072601,"Census Tract 726.01, Pierce County, Washington",31094,2183,0,104,38,56,0,0,0
Pierce,53053072602,"Census Tract 726.02, Pierce County, Washington",37426,2247,9,10,26,9,0,0,0
Pierce,53053072603,"Census Tract 726.03, Pierce County, Washington",29702,3122,0,186,102,86,0,0,0
Pierce,53053072800,"Census Tract 728, Pierce County, Washington",38270,3892,343,169,92,229,0,0,0
Pierce,53053072901,"Census Tract 729.01, Pierce County, Washington",20501,875,12,50,15,6,0,0,0
Pierce,53053072903,"Census Tract 729.03, Pierce County, Washington",19830,986,20,142,14,7,0,0,0
Pierce,53053072905,"Census Tract 729.05, Pierce County, Washington",16402,1856,71,127,82,13,0,0,0
Pierce,53053072906,"Census Tract 729.06, Pierce County, Washington",24993,8,0,4,0,4,1,0,1
Pierce,53053072907,"Census Tract 729.07, Pierce County, Washington",14738,1525,53,133,58,11,0,0,0
Pierce,53053073001,"Census Tract 730.01, Pierce County, Washington",29794,2534,0,340,46,0,0,0,0
Pierce,53053073005,"Census Tract 730.05, Pierce County, Washington",30670,2031,23,71,14,80,0,0,0
Pierce,53053073006,"Census Tract 730.06, Pierce County, Washington",31690,1593,27,85,37,15,0,0,0
Pierce,53053073108,"Census Tract 731.08, Pierce County, Washington",26998,3131,0,266,54,127,0,0,0
Pierce,53053073110,"Census Tract 731.10, Pierce County, Washington",37008,1430,0,72,18,40,0,0,0
Pierce,53053073111,"Census Tract 731.11, Pierce County, Washington",32547,1597,72,111,80,14,0,0,0
Pierce,53053073113,"Census Tract 731.13, Pierce County, Washington",27839,2472,124,231,85,24,0,0,0
Pierce,53053073114,"Census Tract 731.14, Pierce County, Washington",26373,1984,0,142,30,41,0,0,0
Pierce,53053073115,"Census Tract 731.15, Pierce County, Washington",32715,1606,0,151,24,27,0,0,0
Pierce,53053073116,"Census Tract 731.16, Pierce County, Washington",30251,1594,20,133,84,51,0,0,0
Pierce,53053073117,"Census Tract 731.17, Pierce County, Washington",35818,1471,0,27,36,0,0,0,0
Pierce,53053073118,"Census Tract 731.18, Pierce County, Washington",34377,1675,0,41,31,20,0,0,0
Pierce,53053073119,"Census Tract 731.19, Pierce County, Washington",39690,1271,0,14,0,18,0,0,0
Pierce,53053073120,"Census Tract 731.20, Pierce County, Washington",29228,1512,61,195,23,10,0,0,0
Pierce,53053073121,"Census Tract 731.21, Pierce County, Washington",35519,1698,0,153,0,22,0,0,0
Pierce,53053073122,"Census Tract 731.22, Pierce County, Washington",34444,1883,67,193,26,31,0,0,0
Pierce,53053073123,"Census Tract 731.23, Pierce County, Washington",39155,1614,0,131,22,33,0,0,0
Pierce,53053073124,"Census Tract 731.24, Pierce County, Washington",30763,1280,0,71,57,8,0,0,0
Pierce,53053073125,"Census Tract 731.25, Pierce County, Washington",28456,3883,210,367,13,249,0,0,0
Pierce,53053073126,"Census Tract 731.26, Pierce County, Washington",24536,1198,171,173,55,9,0,0,0
Pierce,53053073200,"Census Tract 732, Pierce County, Washington",31337,3010,65,148,29,94,0,0,0
Pierce,53053073301,"Census Tract 733.01, Pierce County, Washington",30517,2504,538,353,34,187,0,0,0
Pierce,53053073302,"Census Tract 733.02, Pierce County, Washington",36201,1831,129,154,11,32,0,0,0
Pierce,53053073404,"Census Tract 734.04, Pierce County, Washington",38542,2610,368,192,90,280,0,0,0
Pierce,53053073405,"Census Tract 734.05, Pierce County, Washington",26638,1500,517,166,34,204,0,0,0
Pierce,53053073406,"Census Tract 734.06, Pierce County, Washington",34826,2332,679,253,0,128,0,0,0
Pierce,53053073407,"Census Tract 734.07, Pierce County, Washington",29906,1550,246,113,63,157,0,0,0
Pierce,53053073408,"Census Tract 734.08, Pierce County, Washington",34015,1726,78,162,28,72,0,0,0
Pierce,53053073500,"Census Tract 735, Pierce County, Washington",39692,3066,147,97,31,30,0,0,0
Pierce,53053940001,"Census Tract 9400.01, Pierce County, Washington",57318,1231,4,63,18,13,0,0,0
Pierce,53053940002,"Census Tract 9400.02, Pierce County, Washington",32286,1540,288,119,68,83,0,0,0
Pierce,53053940003,"Census Tract 9400.03, Pierce County, Washington",30013,3002,706,378,214,97,0,0,0
Pierce,53053940004,"Census Tract 9400.04, Pierce County, Washington",38801,2702,17,135,13,62,0,0,0
Pierce,53053940005,"Census Tract 9400.05, Pierce County, Washington",32803,2107,22,183,36,34,0,0,0
Pierce,53053940006,"Census Tract 9400.06, Pierce County, Washington",13895,1113,95,350,43,193,1,0,0
Pierce,53053940007,"Census Tract 9400.07, Pierce County, Washington",19631,1168,4,114,65,45,0,0,0
Pierce,53053940008,"Census Tract 9400.08, Pierce County, Washington",37427,2436,271,223,59,38,0,0,0
Pierce,53053940009,"Census Tract 9400.09, Pierce County, Washington",37034,1167,100,38,0,18,0,0,0
Pierce,53053940010,"Census Tract 9400.10, Pierce County, Washington",28546,2039,474,100,128,88,0,0,0
Pierce,53053940011,"Census Tract 9400.11, Pierce County, Washington",54057,1702,10,58,8,31,0,0,0
Snohomish,53061040100,"Census Tract 401, Snohomish County, Washington",42036,1729,12,72,29,94,0,0,0
Snohomish,53061040200,"Census Tract 402, Snohomish County, Washington",22317,2688,906,354,212,713,0,0,1
Snohomish,53061040300,"Census Tract 403, Snohomish County, Washington",35390,1404,199,70,7,200,0,0,0
Snohomish,53061040400,"Census Tract 404, Snohomish County, Washington",30083,1960,389,117,10,165,0,0,0
Snohomish,53061040500,"Census Tract 405, Snohomish County, Washington",30001,1015,28,119,20,79,0,0,0
Snohomish,53061040700,"Census Tract 407, Snohomish County, Washington",22065,2061,965,127,40,567,0,0,1
Snohomish,53061040800,"Census Tract 408, Snohomish County, Washington",37561,1629,736,35,81,175,0,0,0
Snohomish,53061040900,"Census Tract 409, Snohomish County, Washington",41344,1252,170,98,24,76,0,0,0
Snohomish,53061041000,"Census Tract 410, Snohomish County, Washington",34847,2575,513,171,0,316,0,0,0
Snohomish,53061041100,"Census Tract 411, Snohomish County, Washington",29742,1978,223,162,115,143,0,0,0
Snohomish,53061041201,"Census Tract 412.01, Snohomish County, Washington",31428,1243,0,54,19,46,0,0,0
Snohomish,53061041202,"Census Tract 412.02, Snohomish County, Washington",25880,2354,742,392,144,178,1,0,0
Snohomish,53061041301,"Census Tract 413.01, Snohomish County, Washington",50882,2350,260,59,4,41,0,0,0
Snohomish,53061041303,"Census Tract 413.03, Snohomish County, Washington",38950,1898,529,195,79,65,0,0,0
Snohomish,53061041304,"Census Tract 413.04, Snohomish County, Washington",57908,1173,107,38,0,31,0,0,0
Snohomish,53061041400,"Census Tract 414, Snohomish County, Washington",28916,2348,83,317,65,254,0,0,0
Snohomish,53061041500,"Census Tract 415, Snohomish County, Washington",33224,585,35,40,0,11,0,0,0
Snohomish,53061041601,"Census Tract 416.01, Snohomish County, Washington",34010,2177,0,71,85,45,0,0,0
Snohomish,53061041605,"Census Tract 416.05, Snohomish County, Washington",38885,2222,212,84,87,27,0,0,0
Snohomish,53061041606,"Census Tract 416.06, Snohomish County, Washington",36824,2112,606,181,49,163,0,0,0
Snohomish,53061041607,"Census Tract 416.07, Snohomish County, Washington",44732,1365,8,47,30,36,0,0,0
Snohomish,53061041608,"Census Tract 416.08, Snohomish County, Washington",44279,2358,0,164,0,17,0,0,0
Snohomish,53061041701,"Census Tract 417.01, Snohomish County, Washington",34987,2609,687,72,191,293,0,0,0
Snohomish,53061041703,"Census Tract 417.03, Snohomish County, Washington",38964,2193,21,251,61,32,0,0,0
Snohomish,53061041704,"Census Tract 417.04, Snohomish County, Washington",42593,2457,952,253,47,36,0,0,0
Snohomish,53061041805,"Census Tract 418.05, Snohomish County, Washington",28871,2598,766,279,121,137,0,0,0
Snohomish,53061041806,"Census Tract 418.06, Snohomish County, Washington",27147,3218,1052,570,114,120,1,0,0
Snohomish,53061041808,"Census Tract 418.08, Snohomish County, Washington",26731,1837,513,293,8,88,1,0,0
Snohomish,53061041809,"Census Tract 418.09, Snohomish County, Washington",24898,2252,879,208,127,209,0,0,0
Snohomish,53061041810,"Census Tract 418.10, Snohomish County, Washington",27752,2478,1473,228,86,209,0,0,0
