"","CensusTract","CaliforniaCounty","ZIP","Longitude","Latitude","ApproxLocation","CES4.0Score","CES4.0Percentile","CES4.0PercRange","Ozone","OzonePctl","PM2.5","PM2.5.Pctl","DieselPM","DieselPMPctl","DrinkingWater","DrinkingWaterPctl","Lead","LeadPctl","Pesticides","PesticidesPctl","ToxRelease","ToxReleasePctl","Traffic","TrafficPctl","CleanupSites","CleanupSitesPctl","GroundwaterThreats","GroundwaterThreatsPctl","HazWaste","HazWastePctl","ImpWaterBodies","ImpWaterBodiesPctl","SolidWaste","SolidWastePctl","PollutionBurden","PollutionBurdenScore","PollutionBurdenPctl","Asthma","AsthmaPctl","LowBirthWeight","LowBirthWeightPctl","CardiovascularDisease","CardiovascularDiseasePctl","TotalPop","ChildrenPercLess10","PopPerc10to64","ElderlyMore64","HispanicPerc","WhitePerc","AfAmericanPerc","NativeAmericanPerc","AsianAmericanPerc","OtherMultiplePerc","PopChar","PopCharScore","PopCharPctl","Education","EducationPctl","LinguisticIsol","LinguisticIsolPctl","Poverty","PovertyPctl","Unemployment","UnemploymentPctl","HousingBurden","HousingBurdenPctl"
"7712",6103001000,"Tehama ",96021,-122.1205504,39.8864854,"Unincorporated Tehama County area",23.75,46.05,"45-50%",0.047,48.6,7.216373246,7.82,0.034,11.96,260.74,15.17,41.89,39.72,1091.8,89.66,1.252247667,4.69,92.48796693,0.93,5.4,43.52,16.6,62.43,0.11,19.25,5,51.22,0,0,29.97,3.66,17.56,67.11,76.35,4.48,38.18,20.89,90.23,6608,14.27,65.18,20.55,39.65,58.52,0,0.08,0.89,0.86,62.55,6.49,69.6,18.6,62.39,5.5,40.44,40.4,69.72,11.3,90.59,11.6,21.08
"7713",6103001100,"Tehama ",96021,-122.2210805,39.8868917,"Unincorporated Tehama County area",36.91,70.45,"70-75%",0.048,52.06,7.270869203,8.19,0.09,33.52,251.08,11.76,66.69,74.93,225.68,81.21,1.4197157,5.09,493.7282465,20.43,12,68.94,30,79.69,0.4,61.58,3,33.16,2,52.9,43.68,5.33,53.24,69.27,77.92,3.93,24.99,21.56,92.45,7822,15.18,73,11.83,47.53,46.41,0.95,1.44,0.58,3.08,66.72,6.92,75.49,22.9,69.78,11.1,65.98,46.4,77.99,9.7,84.98,15.8,42.83
"7714",6105000101,"Trinity ",96052,-122.7826336,40.8451769,"Unincorporated Trinity County area",8.76,10.11,"10-15%",0.047,48.51,4.754412385,0.88,0.003,1.44,298.44,23.57,31.36,25.73,0.15,28.79,0.168364,3,55.10258064,0.33,0,0,11.05,49.84,0.01,1.8,6,58.69,1,35.72,20.76,2.53,3.61,38.17,38.3,1.16,0.26,10.83,36.71,2522,7.61,64.27,28.11,3.01,78.31,2.54,7.89,3.37,4.88,33.33,3.46,24.82,8,34.38,0,0,39.9,69.08,8.4,77.76,12.7,26.67
"7715",6105000102,"Trinity ",96052,-122.8246948,41.0094335,"Unincorporated Trinity County area",22.18,42.5,"40-45%",0.047,47.09,3.276309783,0.17,0.002,0.66,274.4,18.01,39.51,36.48,0,0,0.050647167,1.94,47.62163038,0.26,4,37.55,36,83.66,0.2,35.62,7,66.74,12.5,94.11,29.9,3.65,17.34,53.53,60.78,6.19,78.86,13.77,59.15,4091,11.78,66.24,21.98,4.69,89.49,0.66,4.72,0.07,0.37,58.59,6.08,63.3,11.2,45.9,0,0,35.3,62.25,11.1,89.93,18.5,56.48
"7716",6105000200,"Trinity ",96010,-123.2441079,40.8228066,"Unincorporated Trinity County area",11.66,16.93,"15-20%",0.04,20.93,4.261065713,0.56,0.002,0.86,382.21,40.25,35.24,30.85,0.47,37.28,0.000290433,0.16,127.5747364,1.79,0,0,42,87.1,0.05,7.35,4,43.78,18.1,97.66,26.78,3.27,11.59,36.91,36.42,NA,NA,9.16,22.4,2011,6.32,63.4,30.28,5.62,81.85,0,9.6,1.84,1.09,34.37,3.57,26.36,5.7,24.6,0.5,1.81,31.1,55.5,10.5,88.08,12.7,26.67
"7717",6105000300,"Trinity ",96041,-123.2643313,40.535597,"Unincorporated Trinity County area",12.73,19.7,"15-20%",0.04,20.93,4.020511765,0.45,0.001,0.27,95.09,0.66,25.87,18.76,0.18,30.21,0.0048736,0.83,51.338663,0.28,6,46.08,28.5,78.35,0.125,21.96,4,43.78,9,88.93,24.64,3.01,8.11,34.95,33.33,4,26.64,17.03,76.38,3182,10.4,58.96,30.64,15.84,74.48,1.1,2.8,3.55,2.23,40.78,4.23,36.37,4.6,19.29,1.4,10.45,47.3,78.88,NA,NA,14.5,35.82
"7718",6105000400,"Trinity ",39,-123.2109469,40.0696019,"Unincorporated Trinity County area",15.4,26.46,"25-30%",0.042,26.71,2.937883924,0.05,0,0.05,133.09,4.52,50.12,51.76,0,0,6.33e-06,0.04,23.84883637,0.05,0,0,12.6,53.23,0.1,16.64,7,66.74,9,88.93,21.97,2.68,4.75,32.99,30.41,NA,NA,13.36,56.46,894,11.97,63.65,24.38,4.7,86.69,0.11,2.68,0,5.82,55.34,5.74,58.3,NA,NA,1.6,12.28,60.3,91.85,NA,NA,37.5,97.63
"7719",6107000100,"Tulare ",93271,-118.8366159,36.5233963,"Unincorporated Tulare County area",21.67,41.44,"40-45%",0.065,93.85,8.340745366,18.95,0.004,1.67,863.11,96.72,27.69,21.07,16.63,64.38,34.0966439,15.25,71.17299675,0.58,9,58.17,0,0,0.2,35.62,3,33.16,6,79.95,39.83,4.86,42.41,26.6,19.37,6.6,85.03,11.21,39.64,4845,8.36,66.27,25.37,21.84,71.46,1.57,0.56,3.24,1.34,42.95,4.45,39.54,6.8,29.3,2.3,18.11,19.8,33.77,7.7,73.41,14.3,34.8
"7720",6107000201,"Tulare ",93647,-119.2875202,36.5436858,"Orosi",48.97,86.67,"85-90%",0.065,93.63,12.33690085,90.02,0.095,35.61,550.7,64.66,58.62,63.86,713.69,87.31,378.9283562,46.02,279.2047501,7.2,12.4,69.82,2.2,14.54,0,0,0,0,5,75.67,51.36,6.27,73.79,55.2,63,4.96,51.31,15.68,70,9384,18.01,73.14,8.86,86.07,2.88,0,2.64,7.03,1.37,75.28,7.81,86.99,39.1,89.29,17.9,83.11,67.4,96.23,19.8,99.21,24.2,77.82
"7721",6107000202,"Tulare ",93646,-119.2556351,36.6023032,"Unincorporated Tulare County area",48.73,86.43,"85-90%",0.065,93.63,11.80651659,69.87,0.033,11.85,795.66,92.84,70.25,79.45,502.67,85.62,272.0094687,39.83,78.65862221,0.79,4,37.55,2,14.31,0,0,0,0,8,86.51,48.71,5.95,67.09,53.39,60.58,7.27,92.28,14.94,65.94,2369,20.09,68.13,11.78,84.25,11.57,0,0.17,4.01,0,78.97,8.19,91.48,43.7,92.65,17.7,82.64,70.5,97.53,NA,NA,21.1,67.26
"7722",6107000301,"Tulare ",93618,-119.4459533,36.5281824,"Unincorporated Tulare County area",48.05,85.58,"85-90%",0.064,91.05,13.09382857,94.13,0.073,26.97,782.18,87.46,55.76,59.67,4102,96.1,447.534963,49.5,344.2568327,10.68,9.4,59.31,16.5,62.38,0.41,62.48,2,23.88,9.6,89.94,62.83,7.67,93.98,57.68,66.49,4.16,30.2,15.27,68.2,7486,17.13,71.96,10.91,60.46,36.28,0.52,0.43,0.43,1.88,60.38,6.26,66.12,31.6,81.93,8.4,55.15,58.2,90.3,7.7,73.41,13,28.24
"7723",6107000302,"Tulare ",93631,-119.4468987,36.4518121,"Unincorporated Tulare County area",62.66,96.91,"95-100% (highest scores)",0.064,91.05,13.56170465,96.04,0.091,33.95,868.2,96.9,70.54,79.86,4139.86,96.17,566.8593006,54.03,850.3609384,47.91,17,78.01,104.05,96.9,0.035,4.94,3,33.16,0,0,63.86,7.8,94.93,58.95,67.95,6.48,83.31,12.37,49.5,3205,19.22,72.64,8.14,84.18,14.04,0.34,0,0.56,0.87,77.47,8.04,89.57,46.5,94.53,26.2,93.33,72.1,98.09,10.4,87.69,20.9,66.51
"7724",6107000401,"Tulare ",93618,-119.3857111,36.5617547,"Unincorporated Tulare County area",43.9,80.67,"80-85%",0.064,91.05,13.0097404,93.78,0.075,27.65,548.25,64.51,46.61,46.68,1437.08,91.34,399.7888006,47.04,410.4099054,14.91,1,17.08,16.75,62.61,0.425,63.6,0,0,0,0,49.3,6.02,68.66,64.16,73.5,6.29,80.16,18.38,82.14,6242,17.88,73.87,8.25,81.32,11.69,0,0.38,5.91,0.69,70.3,7.29,80.5,29.2,79.27,8.7,56.31,48.4,80.11,8,75.38,11.1,18.9
"7725",6107000402,"Tulare ",93618,-119.3860655,36.5529114,"Dinuba",40.15,75.21,"75-80%",0.064,91.05,13.69583144,96.84,0.192,60.7,546.33,64.34,57.28,61.85,0.04,20.07,388.9709371,46.54,435.4173226,16.26,1,17.08,22.5,71.69,0.25,43.3,0,0,0,0,46.94,5.73,62.14,66.16,75.51,5.01,52.54,18.97,84.07,7415,16.6,73.1,10.3,80.38,18.56,0.42,0.15,0.5,0,67.53,7.01,76.63,27.5,76.93,6.1,43.88,43.3,73.76,15.9,97.48,13.3,29.72
"7726",6107000501,"Tulare ",93618,-119.3859943,36.5384542,"Dinuba",59.97,95.68,"95-100% (highest scores)",0.064,91.05,13.71023517,96.96,0.207,63.32,546.33,64.34,80.4,89.6,3.9,52.59,391.6931737,46.61,432.9133364,16.14,18.25,79.96,18.5,66.06,0.185,31.38,0,0,0,0,55.21,6.74,82.81,66.16,75.51,6.56,84.31,18.97,84.07,7097,22.53,69.13,8.34,93.36,3.86,0.41,0.1,0.75,1.52,85.76,8.9,97.14,51.7,97.25,22.8,90.04,75.7,98.88,10.6,88.4,23.8,76.54
"7727",6107000502,"Tulare ",93618,-119.3924612,36.5293483,"Unincorporated Tulare County area",49.68,87.51,"85-90%",0.064,91.05,13.22781655,94.62,0.089,33.18,545.87,64.29,51.63,53.74,1797.41,92.41,422.2863624,48.21,308.1726498,8.7,10,61.38,7.05,37.69,0.37,58.27,0,0,0.25,11.59,51.78,6.32,75.07,66.16,75.51,5.83,71.64,18.97,84.07,4107,17.58,74.46,7.96,88.04,9.33,0.46,0,0.87,1.29,75.76,7.86,87.64,36,86.21,12.9,71.16,53.9,85.93,8.8,80.39,16.9,48.52
"7728",6107000600,"Tulare ",93615,-119.259301,36.4957832,"Unincorporated Tulare County area",47.26,84.75,"80-85%",0.065,93.63,12.07133723,82.64,0.055,19.89,662.19,72.52,68.76,77.47,758.93,87.76,283.1088994,40.74,154.8316176,2.56,0,0,23,72.49,0.1,16.64,0,0,5,75.67,50.75,6.2,72.17,48.03,53.55,5.86,72.32,13.52,57.49,6998,19.15,71.49,9.36,89.73,6.34,0.67,0,1.69,1.57,73.52,7.63,84.67,57.6,98.84,31.5,96.21,64.8,94.8,11.6,91.27,16.9,48.52
"7729",6107000701,"Tulare ",93286,-119.0856162,36.3947015,"Woodlake",37.05,70.68,"70-75%",0.066,95.27,11.85981546,71.65,0.047,16.74,305.4,25.28,58.82,64.21,1215.75,90.24,163.5456541,30.92,159.6561109,2.66,0,0,9,43.85,0.21,37.68,2,23.88,3,63.67,44.35,5.42,55.02,35.91,34.9,4.3,33.73,21.8,93.22,2425,17.94,63.88,18.19,69.44,29.61,0.04,0.21,0.7,0,65.95,6.84,74.34,33,83.45,11.1,65.98,59.1,91.04,8.2,76.69,22.6,72.6
"7730",6107000702,"Tulare ",93286,-119.10036,36.4201875,"Woodlake",38.63,73.06,"70-75%",0.067,97,11.86698233,71.86,0.168,55.62,278.04,18.42,62.96,69.96,23.61,67.38,152.2775446,29.53,203.7152829,4.16,0,0,7.2,37.84,0.21,37.68,0,0,2.1,53.42,43.09,5.26,51.79,36.66,36.04,5.5,64.47,22.37,94.03,6028,20.54,69.67,9.79,91.26,4.03,0,0,3.59,1.13,70.78,7.34,81.06,39.6,89.6,25.2,92.52,57.6,89.76,7.1,68.4,15.9,43.28
"7731",6107000800,"Tulare ",93292,-119.2108517,36.4202175,"Unincorporated Tulare County area",40.95,76.58,"75-80%",0.065,93.63,12.57375457,91.54,0.056,20.5,833.72,95.94,63.45,70.75,977.17,88.97,267.9623286,39.6,131.6779724,1.96,4,37.55,12.05,52.07,0,0,4,43.78,0,0,50.8,6.2,72.37,33.11,30.63,5.09,54.85,12.73,52.28,7837,19.65,68.76,11.59,70.79,26.34,0,0.19,0,2.68,63.64,6.6,70.86,33.3,83.8,19.1,85.25,57.1,89.28,9.5,83.98,20.4,64.46
"7732",6107000900,"Tulare ",93291,-119.3858168,36.3926684,"Unincorporated Tulare County area",59.01,95.1,"95-100% (highest scores)",0.064,91.05,13.65035343,96.53,0.073,26.94,862.75,96.7,54.91,58.55,943.77,88.76,1402.637813,71.46,632.709865,30.93,36,91.04,183.45,98.97,0.465,66.72,3,33.16,11.6,93.26,72.29,8.83,99.05,39.59,40.95,4.88,48.99,13.12,54.79,9746,16.9,77.2,5.9,70,21.47,0.94,2.24,3.61,1.75,64.45,6.69,72.16,36.4,86.72,17.9,83.11,59.6,91.46,6.4,61.53,25.1,80.47
"7733",6107001003,"Tulare ",93291,-119.3547493,36.3512901,"Visalia",39.52,74.19,"70-75%",0.064,91.05,14.36384025,98.36,0.166,55.15,702.63,77.86,31,25.17,126.64,78.62,17189.71043,99.29,600.3936264,28.43,46.25,95.15,38.75,85.36,1.17,87.45,2,23.88,4.5,72.39,70.44,8.6,98.63,46.89,51.82,4.17,30.59,15.6,69.7,25636,18.47,75.04,6.49,50.91,38.73,0.05,0,8.15,2.15,44.3,4.6,41.62,14.9,55.14,5.4,39.83,22.3,39.21,1.9,5.57,17.1,49.72
"7734",6107001004,"Tulare ",93291,-119.2957398,36.3521706,"Visalia",50.06,87.95,"85-90%",0.064,91.05,14.63761053,98.66,0.307,77.21,577.97,67.44,55.04,58.89,13.11,62.45,1144.445188,67.25,452.9634208,17.54,10.7,62.67,0.5,2.72,0.2,35.62,1,12.45,0.3,12.88,53.46,6.53,79.09,41.65,44.14,6.38,81.88,14.01,60.28,7791,18.65,72.81,8.54,77.47,6.85,0.6,0.28,13.19,1.59,73.92,7.67,85.25,48.3,95.53,25.9,93.11,59,90.94,8.9,81.01,21.3,68.11
"7735",6107001005,"Tulare ",93291,-119.3587347,36.3345065,"Visalia",34.36,66.48,"65-70%",0.062,88.7,14.83088416,98.81,0.087,32.66,577.69,67.4,10.58,4.17,0.03,17.07,19346.23827,99.51,847.2240901,47.61,14.15,73.48,17.5,64.22,0.085,11.08,2,23.88,0.5,22.08,50.98,6.22,72.74,45.05,48.8,5.53,65.18,14.95,65.98,2785,13.43,70.88,15.69,25.49,67.72,0,0,4.2,2.59,53.22,5.52,54.95,16.3,58.28,NA,NA,24.3,43.14,5.9,56.19,13,28.24
"7736",6107001006,"Tulare ",93291,-119.3323771,36.3331465,"Visalia",33.27,64.54,"60-65%",0.062,88.7,14.45771345,98.49,0.072,26.58,576.67,67.37,29.4,23.24,0,0,5873.149218,93.91,732.4317134,38.9,29.7,88.62,0,0,0.195,32.03,2,23.88,2.3,55.62,49.78,6.08,69.81,46.93,51.97,6.27,79.91,15.61,69.74,5144,9.08,70.47,20.45,28.97,64.95,0.14,0,2.57,3.38,52.78,5.47,54.44,9.3,39.21,3.4,27.26,17.3,27.85,7.9,74.74,11.9,22.69
"7737",6107001100,"Tulare ",93291,-119.3005779,36.3379779,"Visalia",53.94,91.59,"90-95%",0.064,91.05,15.20271346,99.08,0.146,50.24,578.23,67.57,82.74,91.77,0,0,1530.301987,73.62,410.9730806,14.95,47.85,95.39,1.25,7.44,0.375,58.81,2,23.88,3,63.67,57.3,7,86.7,45.33,49.15,4.99,52.01,15.13,67.12,6950,20.03,72.33,7.64,77.88,11.6,1.99,0.73,7.54,0.26,74.33,7.71,85.77,44.3,93.05,20.2,86.9,70.6,97.56,16,97.58,28.4,87.69
"7738",6107001200,"Tulare ",93291,-119.299985,36.3302301,"Visalia",49.98,87.86,"85-90%",0.062,88.7,15.04649882,98.9,0.215,64.69,578.23,67.57,68.02,76.56,0,0,1810.094713,77.09,536.0619433,23.66,70.9,98.25,2.25,14.93,0.41,62.48,2,23.88,3,63.67,58.98,7.2,89.56,45.49,49.63,9.85,99.42,15.11,66.94,1245,13.73,65.06,21.2,34.62,47.31,2.33,0.24,4.42,11.08,66.91,6.94,75.74,19.5,63.93,10.2,62.66,60.5,92.02,NA,NA,13.1,28.69
"7739",6107001301,"Tulare ",93292,-119.2517367,36.3597158,"Unincorporated Tulare County area",30.79,60.24,"60-65%",0.065,93.63,13.76960694,97.31,0.053,19.4,709.76,78.34,27.89,21.3,619.06,86.48,624.1263673,55.88,296.1546066,8.06,0,0,4.25,26.61,0.045,5.57,2,23.88,0.3,12.88,42.96,5.25,51.39,34.37,32.22,6.22,79.28,13.59,57.96,8734,20.98,71.89,7.13,54.37,37.47,0.39,0.13,4.35,3.29,56.58,5.87,60.35,16.9,59.57,7.2,49.57,43.6,74.16,4.8,41.84,18.9,58.23
"7740",6107001302,"Tulare ",93292,-119.2516114,36.3354354,"Visalia",44.35,81.29,"80-85%",0.064,91.05,14.2215803,98.28,0.103,38.38,580.96,67.67,38.58,35.05,1149.59,89.97,729.3712943,58.89,525.9697152,23.01,73,98.43,8,40.76,0.185,31.38,2,23.88,3,63.67,59.07,7.21,89.67,39.27,40.23,5.7,68.86,15.72,70.18,9219,23.08,67.19,9.73,63.26,27.8,2.23,0.37,5.47,0.87,59.29,6.15,64.46,15.8,57.24,7.1,49.09,45.9,77.31,7.5,71.67,15,38.78
"7741",6107001400,"Tulare ",93221,-119.1202602,36.3259261,"Unincorporated Tulare County area",28.72,56.32,"55-60%",0.065,93.85,12.33881794,90.04,0.063,23.45,975.98,99.19,34.92,30.5,977.89,89,252.393389,38.58,330.0635361,9.84,0,0,1.9,11.34,0.21,37.68,3,33.16,0,0,45.02,5.5,56.74,39.44,40.68,4.61,41.47,13.3,55.77,4826,11.09,71.43,17.49,57,41.38,0.33,0,0.52,0.77,50.37,5.22,50.88,21.6,67.43,15.2,77.86,26.2,46.82,5.6,52.52,13.2,29.16
"7742",6107001501,"Tulare ",93221,-119.1444506,36.3043939,"Exeter",35.81,68.87,"65-70%",0.065,93.63,12.7979312,92.89,0.088,32.91,523.71,62.56,51.39,53.38,1577.88,91.76,334.417925,43.74,388.4785295,13.46,0,0,21,69.58,0.2,35.62,1,12.45,0,0,48.2,5.89,65.69,42.61,45.51,4.89,49.28,16.28,72.78,5421,14.98,72.07,12.95,33.59,58.09,0.63,0.55,5.46,1.68,58.65,6.08,63.36,14.4,54.07,9.4,59.37,47.8,79.46,10.5,88.08,12.6,26.17
"7743",6107001502,"Tulare ",93221,-119.1467114,36.285001,"Exeter",41.39,77.26,"75-80%",0.065,93.63,12.74362667,92.64,0.087,32.62,526.85,62.89,65.37,73.42,895.67,88.55,367.2705498,45.47,338.5611749,10.25,2,25.63,8.1,40.99,0.125,21.96,0,0,0,0,47.53,5.8,63.68,42.61,45.51,5.33,60.57,16.28,72.78,5745,19.04,65.12,15.84,56.38,39.39,0.94,0.92,1.41,0.96,68.76,7.13,78.53,25.2,73.63,18.8,84.79,53.8,85.88,13.8,95.5,17.1,49.72
"7744",6107001601,"Tulare ",93223,-119.203884,36.3027536,"Farmersville",40.3,75.49,"75-80%",0.065,93.63,13.32635151,94.96,0.056,20.21,76.02,0.55,67.39,75.69,319.07,83.55,557.2521388,53.66,323.0892297,9.41,1,17.08,0,0,0.1,16.64,1,12.45,0,0,39.05,4.77,40.41,64.92,74.31,6.71,86.76,16.13,72.1,5422,14,78.68,7.32,85.63,11.93,0.57,0,0.45,1.42,81.48,8.45,94.02,45.6,94.04,25.7,92.98,72.5,98.25,19.3,99.05,15.6,41.86
"7745",6107001602,"Tulare ",93292,-119.2194823,36.2781982,"Unincorporated Tulare County area",44.73,81.67,"80-85%",0.064,91.05,13.13855041,94.31,0.047,16.65,866.75,96.84,52.4,54.87,2861.39,94.76,705.6425151,58.26,228.3963859,5.15,4,37.55,6.8,36.91,0.125,21.96,1,12.45,5.4,76.86,55.04,6.72,82.51,41.63,44.08,5.79,70.81,12.88,53.14,6023,19.34,71.28,9.38,78.68,19.96,0.58,0,0.6,0.18,64.16,6.66,71.68,39.3,89.45,23.7,91.01,66.7,95.9,6.7,64.51,11.5,20.63
"7746",6107001701,"Tulare ",93292,-119.2871757,36.3199506,"Visalia",43.79,80.53,"80-85%",0.062,88.7,15.09044662,98.98,0.242,69.04,578.23,67.57,66.04,74.18,0.36,35.17,1613.235766,74.73,449.2196604,17.38,38.05,92.8,0,0,0.425,63.6,2,23.88,0.6,22.96,57.36,7,86.85,37.9,37.74,6.76,87.34,13.05,54.36,6626,14.59,75.43,9.98,62.47,31.87,1.22,0.15,2.57,1.72,60.28,6.25,66,21.8,67.78,11.2,66.23,53,85.18,2.4,9.72,23.2,74.79
"7747",6107001703,"Tulare ",93292,-119.2516321,36.3197797,"Visalia",32.24,62.81,"60-65%",0.064,91.05,14.15997635,98.2,0.221,65.72,695.69,77.56,33.77,29.05,758.1,87.69,887.8232921,62.07,548.9888151,24.6,10.9,63.06,0,0,0.2,35.62,2,23.88,0.3,12.88,53.69,6.56,79.59,42.16,44.9,7.2,91.58,17.01,76.17,6458,17.92,67.56,14.52,40.52,50.82,0.93,0,1.83,5.9,47.41,4.92,46.36,10.2,42.66,1.6,12.28,21.6,37.4,2.6,11.87,10.4,15.5
"7748",6107001704,"Tulare ",93292,-119.2649465,36.298584,"Visalia",22.41,43.07,"40-45%",0.064,91.05,13.92408283,97.78,0.061,22.46,614.16,69.15,20.71,12.93,136.66,79.1,1208.323477,68.65,476.9453852,19.13,0,0,2.3,15.14,0.15,26.67,1,12.45,2.5,59.18,45.92,5.61,59.22,39.9,41.45,3.24,11.95,15.96,71.35,7474,13.97,74.93,11.11,42.11,47.54,0.83,0.96,5.93,2.64,38.54,4,33.13,13.2,51.23,4.4,33.94,24,42.61,2.8,14.39,14.4,35.27
"7749",6107001800,"Tulare ",93277,-119.3047728,36.3198504,"Visalia",33.08,64.18,"60-65%",0.062,88.7,14.74378281,98.76,0.188,59.93,578.23,67.57,69.62,78.7,0,0,2334.081323,81.66,694.6371996,35.63,28.85,88.09,15.8,60.83,0.285,47.41,2,23.88,0.3,12.88,58.12,7.1,87.99,46.02,50.52,4.28,33.12,13.69,58.54,4608,16.43,67.95,15.63,41.15,40.82,9.57,0.13,3.86,4.47,44.94,4.66,42.68,12.9,50.52,1.1,7.38,40.8,70.34,6.4,61.53,11.9,22.69
"7750",6107001901,"Tulare ",93277,-119.3028348,36.3092952,"Visalia",27.64,54.2,"50-55%",0.062,88.7,14.51342856,98.56,0.043,15.51,578.23,67.57,33.72,28.94,1.68,46.17,2237.808762,81.16,578.5401509,26.68,57,96.98,45.5,88.49,0.2,35.62,1,12.45,0,0,53.34,6.51,78.87,46.26,50.91,3.8,22.08,13.76,59.12,3761,12.2,72.83,14.97,54.93,42.86,0,0,1.97,0.24,40.91,4.24,36.57,18.3,61.81,NA,NA,34,60.21,3,17.11,9.5,12
"7751",6107001902,"Tulare ",93277,-119.2990915,36.302965,"Visalia",34.49,66.68,"65-70%",0.062,88.7,14.35786467,98.34,0.132,46.46,578.23,67.57,30.12,24.18,1.36,44.72,2002.463921,79.26,555.1811423,25.11,48,95.45,38,85.06,0.335,54.64,1,12.45,0,0,56.04,6.84,84.44,43.94,47.46,6.05,76.12,13.18,55.21,4337,16.51,67.65,15.84,38.18,57.39,0.32,0,2.97,1.13,48.6,5.04,48.23,9.4,39.53,4.5,34.65,30.4,54.55,5.5,51.26,8.4,8.04
"7752",6107002002,"Tulare ",93277,-119.3228298,36.3200435,"Visalia",36.71,70.11,"70-75%",0.062,88.7,14.45226202,98.48,0.29,75.25,578.23,67.57,60.67,66.72,0,0,3629.799327,87.42,792.7529626,43.71,11.4,64.41,15.8,60.83,0.125,21.96,2,23.88,0,0,55.39,6.76,83.11,46.26,50.91,5.46,63.54,13.76,59.12,4370,13.34,72.75,13.91,50.98,43.64,0,0,4.92,0.46,52.33,5.43,53.87,13.8,52.52,1.3,9.46,39,67.61,5.5,51.26,17.8,53.12
"7753",6107002003,"Tulare ",93277,-119.3226585,36.3056613,"Visalia",36.08,69.26,"65-70%",0.062,88.7,14.42108708,98.43,0.143,49.43,578.23,67.57,47.71,48.46,0,0,2692.23558,83.5,665.1829752,33.31,57,96.98,45.5,88.49,0.295,47.98,1,12.45,0,0,55.51,6.78,83.34,46.26,50.91,5.01,52.54,13.76,59.12,6426,25.37,62.59,12.04,50.14,36.88,12.43,0,0.37,0.17,51.32,5.32,52.53,15,55.34,NA,NA,38.7,67.17,3.6,25.23,16.4,46.02
"7754",6107002004,"Tulare ",93277,-119.3405353,36.3055269,"Visalia",28.41,55.74,"55-60%",0.062,88.7,14.69697764,98.72,0.055,20.17,578.23,67.57,22.35,14.91,0,8.93,2615.526789,83.21,496.1615447,20.59,11,63.7,0,0,0.21,37.68,1,12.45,0,0,41.16,5.03,46.2,46.26,50.91,7.08,90.67,13.76,59.12,4972,10.4,73.51,16.09,48.87,45.47,0.68,1.75,2.55,0.66,54.5,5.65,56.9,11.2,45.9,6.2,44.36,36.8,64.37,4.9,43.09,9.7,12.79
"7755",6107002006,"Tulare ",93277,-119.3866306,36.3125416,"Visalia",26.88,52.77,"50-55%",0.062,88.7,14.30528559,98.31,0.15,51.2,656.31,72.16,27.31,20.73,74.8,75,3327.572244,86.07,1065.361879,62.08,4.7,41.28,16.5,62.38,0.175,30.17,2,23.88,5,75.67,61.75,7.54,92.99,46.02,50.52,2.54,4.88,13.69,58.54,4364,12.03,70.35,17.62,30.91,63.41,0.25,0,4.58,0.85,34.37,3.56,26.34,7,30.03,9.2,58.57,14.1,19.89,3.9,29.41,10.5,15.86
"7756",6107002007,"Tulare ",93277,-119.3248599,36.2802907,"Unincorporated Tulare County area",30.47,59.59,"55-60%",0.062,88.7,14.0453732,98.03,0.124,44.29,591.49,68.23,27.76,21.17,1236.2,90.38,1192.894968,68.39,633.1960576,30.96,3.4,32.44,21.85,70.68,0.41,62.48,1,12.45,1,35.72,56.76,6.93,85.87,43.67,47.12,4.47,37.88,13.04,54.22,8642,17.72,68.25,14.04,44.76,44.04,3.41,2.18,3.39,2.22,42.39,4.4,38.73,12.1,48.58,1.2,8.49,33.7,59.66,6.9,66.61,8.5,8.5
"7757",6107002008,"Tulare ",93277,-119.3406647,36.3236674,"Visalia",33.93,65.68,"65-70%",0.062,88.7,14.67928037,98.71,0.204,62.74,575.74,67.25,52.59,55.27,0.04,19.66,6269.98187,94.42,794.9030717,43.89,12.4,69.82,0,0,0.225,39.77,2,23.88,0,0,53.12,6.49,78.43,41.69,44.18,5.74,69.68,12.48,50.32,2562,10.93,69.67,19.4,41.53,41.1,4.96,0.82,5.07,6.52,50.43,5.23,51,17.5,60.63,6.1,43.88,60.9,92.26,0.7,0.64,14,33.21
"7758",6107002009,"Tulare ",93277,-119.3440073,36.3172622,"Visalia",28.35,55.6,"55-60%",0.062,88.7,14.85766988,98.82,0.046,16.34,578.23,67.57,38.98,35.61,5.61,55.34,4950.662099,92.39,707.8627598,36.7,11,63.7,0,0,0.25,43.3,2,23.88,0,0,49.68,6.07,69.56,46.26,50.91,3.5,16.22,13.76,59.12,3795,14.2,65.3,20.5,45.27,49.75,0.9,1.13,2.32,0.63,45.06,4.67,42.85,10.7,44.34,9.1,58.22,37.8,65.84,4,30.88,15.4,40.9
