"","CensusTract","CaliforniaCounty","ZIP","Longitude","Latitude","ApproxLocation","CES4.0Score","CES4.0Percentile","CES4.0PercRange","Ozone","OzonePctl","PM2.5","PM2.5.Pctl","DieselPM","DieselPMPctl","DrinkingWater","DrinkingWaterPctl","Lead","LeadPctl","Pesticides","PesticidesPctl","ToxRelease","ToxReleasePctl","Traffic","TrafficPctl","CleanupSites","CleanupSitesPctl","GroundwaterThreats","GroundwaterThreatsPctl","HazWaste","HazWastePctl","ImpWaterBodies","ImpWaterBodiesPctl","SolidWaste","SolidWastePctl","PollutionBurden","PollutionBurdenScore","PollutionBurdenPctl","Asthma","AsthmaPctl","LowBirthWeight","LowBirthWeightPctl","CardiovascularDisease","CardiovascularDiseasePctl","TotalPop","ChildrenPercLess10","PopPerc10to64","ElderlyMore64","HispanicPerc","WhitePerc","AfAmericanPerc","NativeAmericanPerc","AsianAmericanPerc","OtherMultiplePerc","PopChar","PopCharScore","PopCharPctl","Education","EducationPctl","LinguisticIsol","LinguisticIsolPctl","Poverty","PovertyPctl","Unemployment","UnemploymentPctl","HousingBurden","HousingBurdenPctl"
"1",6001400100,"Alameda ",94704,-122.2319033,37.8675947,"Oakland",4.85,2.8,"1-5% (lowest scores)",0.029,3.12,8.953297225,36.27,0.093,34.76,110.41,4.21,15.25,7.74,0,0,626.7743327,56.03,965.9461667,55.94,9,58.17,12.25,52.42,2,92.52,2,23.88,1,35.72,34.02,4.15,26.62,15.65,4.44,3.85,23.06,5.24,1.42,3120,7.82,66.12,26.06,3.78,74.26,3.43,0,12.53,5.99,11.25,1.17,1.53,3.3,12.55,1.2,8.49,10.4,11.03,NA,NA,11.2,19.39
"2",6001400200,"Alameda ",94618,-122.2495763,37.848171,"Oakland",4.88,2.87,"1-5% (lowest scores)",0.029,3.12,9.298860476,41.97,0.591,92.71,110.41,4.21,61.71,68.2,0,0,609.9600016,55.43,716.822539,37.49,0,0,44.25,87.93,0.165,28.51,0,0,0,0,33.02,4.03,24.18,20.47,9.8,4.05,27.92,8.14,14.53,2007,10.46,66.32,23.22,8.67,73.49,2.59,0.2,8.52,6.53,11.67,1.21,1.65,0.4,0.42,0,0,10.6,11.44,3,17.11,4,0.67
"3",6001400300,"Alameda ",94618,-122.2544365,37.8405983,"Oakland",11.2,15.94,"15-20%",0.029,3.12,9.445812195,43.9,0.497,89.77,110.41,4.21,58.82,64.18,0,0,598.8776754,55.04,776.490765,42.48,0.9,11.83,38.55,85.29,0.595,74.07,0,0,0,0,36.64,4.47,33.37,30.88,26.57,3.78,21.62,8.88,20.11,5051,11.42,73.04,15.54,6.95,67.99,9.09,0,12.14,3.84,24.14,2.5,12.27,5.6,24.12,8,53.36,10.3,10.9,3.9,29.41,8.9,9.81
"4",6001400400,"Alameda ",94609,-122.2574628,37.8482107,"Oakland",12.39,18.97,"15-20%",0.029,3.12,9.369731128,42.81,0.327,79.1,110.41,4.21,60.88,67.08,0,0,624.6293233,55.9,721.5428013,38,0,0,60.5,92.56,0.315,51.89,0,0,0,0,33.82,4.13,26.24,49.61,55.98,4.44,37.02,8.08,14.28,4007,9.38,78.79,11.83,12.1,63.74,6.64,0.87,10.48,6.16,28.93,3,18.43,4.8,20.29,0.9,5.64,21.1,36.42,2.5,10.66,14.8,37.48
"5",6001400500,"Alameda ",94609,-122.2647445,37.8485167,"Oakland",16.73,29.74,"25-30%",0.029,3.12,9.369731128,42.81,0.233,67.58,110.41,4.21,61.56,67.95,0,0,641.7226664,56.48,862.26686,48.68,3.5,33.87,37,84.34,0.35,56.4,0,0,0,0,35.88,4.38,31.4,86.57,88.38,3.64,19,11.13,38.87,4124,9.12,81.96,8.92,9.46,45.44,21.39,0,11.34,12.37,36.83,3.82,30.16,2.3,7.4,1.7,13.3,21.9,38.13,3.8,28.2,14.8,37.48
"6",6001400600,"Alameda ",94609,-122.2648882,37.8419909,"Oakland",20.02,37.59,"35-40%",0.029,3.12,9.369731128,42.81,0.383,83.76,110.41,4.21,62.83,69.7,0,0,616.1283366,55.65,1164.215181,67.06,1.75,22.62,29.8,79.06,0.37,58.27,0,0,0,0,37.86,4.62,36.94,101.53,93.07,2.56,5.03,12.8,52.78,1745,9.97,81.43,8.6,7.51,49.28,20.52,0.17,10.54,11.98,41.76,4.33,37.7,2.8,9.73,1,6.27,16,24.42,7.5,71.67,18,54.07
"7",6001400700,"Alameda ",94608,-122.2723135,37.8417578,"Oakland",36.71,70.13,"70-75%",0.029,3.12,9.409114727,43.32,0.352,81.34,110.41,4.21,68.32,76.89,0,0,626.3293457,55.98,911.6008051,52.4,9.15,58.59,56.9,91.93,0.56,72.97,10,82.97,0,0,46.87,5.72,61.83,104.19,93.81,5.6,66.83,10.63,35.18,5128,7.62,82.45,9.93,19.38,38.28,28.24,0,6.42,7.68,61.84,6.42,68.46,NA,NA,4.8,36.46,33.2,58.91,7,67.48,22.1,70.81
"8",6001400800,"Alameda ",94608,-122.2833803,37.8454493,"Oakland",37.1,70.71,"70-75%",0.029,3.12,9.455344585,44.01,0.24,68.66,110.41,4.21,65.25,73.25,0,0,643.7006531,56.55,675.872715,34.21,47.25,95.33,150.55,98.27,2.88,95.78,10,82.97,0,0,48.49,5.92,66.45,116.58,95.63,7.44,93.38,10.99,37.67,4069,9.04,81.52,9.44,10.62,43.55,23.27,0.2,15.19,7.18,60.4,6.27,66.17,5.5,23.66,2.5,19.87,36,63.24,5.7,53.89,20.7,65.55
"9",6001400900,"Alameda ",94608,-122.2802437,37.8394669,"Oakland",40.71,76.15,"75-80%",0.029,3.12,9.455344585,44.01,0.35,81.12,110.41,4.21,77.1,86.67,0,0,607.7586772,55.23,590.0743735,27.58,21.95,83.58,114.1,97.26,1.05,85.72,10,82.97,0,0,48.46,5.92,66.41,119.2,95.81,7.89,96.02,11.18,39.32,2471,11.17,79.81,9.02,15.82,41.64,28.77,2.47,4.09,7.2,66.32,6.88,74.85,8.9,37.65,10.3,63.04,28.2,50.85,5.5,51.26,23.3,75.11
"10",6001401000,"Alameda ",94608,-122.2719625,37.831217,"Oakland",43.74,80.41,"80-85%",0.029,3.12,9.618671793,45.8,1.484,99.4,110.41,4.21,79.1,88.49,0,0,573.4333293,54.35,1454.943298,77.13,27.6,87.66,170.75,98.74,1.065,85.89,10,82.97,0,0,54.73,6.68,81.83,92.46,90.35,6.9,88.85,9.31,23.69,6133,9.96,80.61,9.42,18.72,33.44,30.36,0,8.27,9.21,63.1,6.55,70.27,16.2,58.15,8.1,53.86,27,48.58,5,44.35,28.5,87.88
"11",6001401100,"Alameda ",94609,-122.2638645,37.8304835,"Oakland",32.93,63.86,"60-65%",0.029,3.12,9.673710228,46.07,0.637,94.09,110.41,4.21,60.79,66.93,0,0,569.1846618,54.2,1802.449805,83.89,6.9,47.72,144.5,98.17,1.315,89.01,0,0,0,0,45.04,5.5,56.8,101.46,93.05,6.62,85.31,12.79,52.73,4287,8.82,84.7,6.48,10.75,52.39,7.74,0,20.08,9.03,57.72,5.99,62.05,6.6,28.45,3.5,28.04,29,52.26,3.7,26.86,18.5,56.48
"12",6001401200,"Alameda ",94609,-122.2579072,37.8305977,"Oakland",20.25,38.11,"35-40%",0.029,3.12,9.543246848,44.89,0.259,71.55,110.41,4.21,61.37,67.69,0,0,567.1623433,54.05,1320.680851,72.91,3.15,31.75,110.9,97.19,1.075,86.13,0,0,0,0,40.87,4.99,45.31,89.79,89.52,2.92,8.29,11.51,42.22,2619,8.59,82.44,8.97,12.18,61.02,11.26,0.08,11.49,3.97,39.12,4.06,34.01,6.8,29.3,2.9,22.9,20.4,35.15,4.5,37.71,13.9,32.71
"13",6001401300,"Alameda ",94609,-122.2667133,37.8180997,"Oakland",43.68,80.35,"80-85%",0.029,3.12,9.771344995,46.78,0.966,97.97,110.41,4.21,38.89,35.46,0,0,519.5399984,52.34,1724.787365,82.44,27.25,87.4,295.55,99.73,2.415,94.35,11,86.96,0,0,51.42,6.28,73.98,109.78,94.9,6.61,85.17,11.76,44.18,3921,3.9,81.92,14.18,10.12,38.41,28.51,0.61,16.76,5.59,67.06,6.96,76.06,12.4,49.42,10.1,62.24,42.9,73.32,5.8,55.02,18.6,56.86
"14",6001401400,"Alameda ",94608,-122.2733758,37.8207387,"Oakland",45.08,82.12,"80-85%",0.029,3.12,10.12088161,50.03,1.259,99,110.41,4.21,70.41,79.7,0,0,531.8036702,52.71,1456.701015,77.16,66.55,97.87,248.25,99.54,1.65,91.22,11,86.96,0,0,55.53,6.78,83.39,81.9,86.48,6.15,78.21,8.24,14.99,4732,8.09,84.53,7.38,18.96,25.74,31.93,1.54,12.37,9.47,64.1,6.65,71.58,16.5,58.69,5.1,38.14,54.2,86.22,6.5,62.4,34.9,96.03
"15",6001401500,"Alameda ",94608,-122.2806358,37.8229232,"Oakland",44.53,81.43,"80-85%",0.029,3.12,9.890660139,48.08,0.626,93.75,110.41,4.21,67.06,75.29,0,0,541.656016,53.14,605.9409867,28.89,90.95,99.05,176.25,98.85,0.835,82.25,10,82.97,2,52.9,53.27,6.5,78.78,103.03,93.31,9.55,99.31,9.56,25.87,2839,4.54,84.71,10.74,14.12,36.91,37.34,0,5.39,6.23,65.99,6.85,74.39,10,41.85,6,43.29,35.6,62.59,6.8,65.63,25.9,82.41
"16",6001401600,"Alameda ",94607,-122.2814825,37.8173716,"Oakland",48.78,86.5,"85-90%",0.029,3.12,10.12088161,50.03,0.451,87.55,110.41,4.21,82.52,91.47,0,0,529.8709819,52.64,552.4033852,24.89,103.75,99.35,228.7,99.39,0.935,84.2,10,82.97,1,35.72,52.93,6.46,77.97,114.33,95.46,7.45,93.51,9.87,28.61,2289,6.68,88.16,5.16,20.05,28.66,35.91,0,11.36,4.02,72.76,7.55,83.66,12.7,49.97,12.2,69.22,41.3,71.09,9.2,82.74,30.9,91.9
"17",6001401700,"Alameda ",94607,-122.3193044,37.8134257,"Oakland",43.47,80.09,"80-85%",0.029,3.12,9.691613752,46.21,0.967,98,110.41,4.21,53.25,56.08,0,0,528.2719828,52.59,2257.882676,90.28,300.95,100,378,99.9,2.44,94.41,10,82.97,9.2,89.14,60.3,7.36,91.29,129.36,97.2,6.48,83.31,11.38,41.16,3018,12.06,80.22,7.72,26.64,38.87,17.03,0,12.16,5.3,56.91,5.9,60.8,6.2,26.94,3.3,26.4,18.2,30.04,5.1,45.78,22,70.53
"18",6001401800,"Alameda ",94607,-122.298236,37.809532,"Oakland",45.1,82.16,"80-85%",0.029,3.12,9.737947129,46.51,0.703,95.43,110.41,4.21,85.99,94.06,0,0,500.114329,51.48,73.72950091,0.64,72.65,98.39,89.8,95.97,0.465,66.72,10,82.97,5,75.67,52.6,6.42,77.08,152.43,98.98,7.8,95.62,13.03,54.09,1801,10.94,80.07,9,20.27,33.48,38.2,0.22,5.5,2.33,67.69,7.02,76.89,9,38.13,6.2,44.36,34.4,60.79,6.7,64.51,18.1,54.63
"19",6001402200,"Alameda ",94607,-122.2963076,37.8063512,"Oakland",55.82,93.12,"90-95%",0.029,3.12,9.717527299,46.36,0.756,96.15,110.41,4.21,85.54,93.69,0,0,486.8523356,51.09,1039.218398,60.46,158.8,99.83,167.75,98.69,1.76,91.77,10,82.97,2.9,60.78,58.53,7.15,88.79,152.43,98.98,7.42,93.28,13.03,54.09,2477,11.51,79.09,9.41,16.23,29.87,31.77,1.25,16.35,4.52,75.3,7.81,87.04,13,50.73,11,65.62,46,77.41,6.6,63.42,27.2,85.27
"20",6001402400,"Alameda ",94607,-122.2824569,37.812031,"Oakland",37.31,71.02,"70-75%",0.029,3.12,10.18011782,50.3,0.524,90.8,110.41,4.21,75.64,85.31,0,0,504.0646769,51.6,246.3468448,5.81,30.1,88.82,162.05,98.49,0.7,78.4,10,82.97,0,0,47.51,5.8,63.57,152.43,98.98,4.73,44.77,13.03,54.09,2866,8.86,74.56,16.57,9.14,24.11,48.39,0,12.98,5.37,62,6.43,68.66,14.2,53.58,18,83.35,37.7,65.7,3.9,29.41,18.9,58.23
"21",6001402500,"Alameda ",94607,-122.2847803,37.8057305,"Oakland",50.81,88.67,"85-90%",0.029,3.12,9.942820267,48.5,0.777,96.45,110.41,4.21,85.62,93.81,0,0,485.5356547,51.03,648.0111193,31.96,40.7,93.65,144.1,98.14,2.445,94.43,10,82.97,0,0,52.04,6.35,75.66,152.43,98.98,10.08,99.55,13.03,54.09,1781,17.24,72.99,9.77,14.77,10.89,58.39,0,13.31,2.64,77.1,8,89.23,14.9,55.14,3.1,24.77,66.5,95.8,14.3,96.12,24.3,78.11
"22",6001402600,"Alameda ",94607,-122.2799541,37.8042711,"Oakland",42.12,78.23,"75-80%",0.029,3.12,9.942820267,48.5,1.094,98.62,110.41,4.21,56.56,60.82,0,0,479.4716797,50.79,906.461293,51.99,29.4,88.41,127.35,97.76,2.355,94.07,10,82.97,0,0,50.72,6.19,72.05,133.48,97.62,1.61,0.92,11.45,41.75,1243,5.87,68.46,25.66,16.49,14.4,25.91,0.48,38.7,4.02,65.57,6.8,73.87,24.3,71.88,28.1,94.63,63,93.67,10.7,88.68,22.7,72.98
"23",6001402700,"Alameda ",94612,-122.2769914,37.8103872,"Oakland",38.87,73.3,"70-75%",0.029,3.12,9.918430785,48.33,0.566,91.91,110.41,4.21,65.05,72.94,0,0,495.6146749,51.35,788.635544,43.4,12.45,69.86,219.1,99.27,1.17,87.45,11,86.96,0,0,49.17,6,68.3,98.73,92.16,10.86,99.86,8.67,18.46,1890,9.68,82.65,7.67,20.58,23.23,42.28,0.63,10.85,2.43,62.42,6.47,69.35,10.5,43.77,11.5,67.19,38.8,67.25,3.3,21.11,23,74.04
"24",6001402800,"Alameda ",94612,-122.2715003,37.8087183,"Oakland",41.72,77.66,"75-80%",0.029,3.12,9.918430785,48.33,0.645,94.28,110.41,4.21,68.2,76.71,0,0,491.8273214,51.19,637.0573432,31.2,11.95,65.27,208.55,99.24,1.86,92.07,11,86.96,0.25,11.59,49.43,6.04,68.96,122.65,96.16,4.98,51.82,11.19,39.46,4480,5.58,75.27,19.15,6.27,28.19,38.08,0.58,18.57,8.3,66.64,6.91,75.35,13.9,52.87,13,71.39,45.5,76.87,8.9,81.01,22.4,71.89
"25",6001402900,"Alameda ",94612,-122.26681,37.8071501,"Oakland",36.39,69.74,"65-70%",0.029,3.12,9.918430785,48.33,0.959,97.93,110.41,4.21,56.23,60.35,0,0,486.1893311,51.08,473.4797273,18.88,11.7,64.87,138.4,98.06,1.48,90.13,11,86.96,0.5,22.08,47.8,5.84,64.41,122.65,96.16,3.28,12.59,11.19,39.46,1406,0.43,71.41,28.17,17.64,21.55,17.14,0.21,37.55,5.9,60.11,6.24,65.86,20.9,66.31,25,92.37,50.3,82.21,5.8,55.02,18.9,58.23
"26",6001403000,"Alameda ",94607,-122.270732,37.8004265,"Oakland",53.41,91.24,"90-95%",0.029,3.12,9.827975665,47.37,1.175,98.88,110.41,4.21,35.74,31.41,0,0,469.2389933,50.36,1106.957318,64.34,34.45,90.2,151.8,98.34,1.215,88.01,11,86.96,1,35.72,51.59,6.3,74.5,124.65,96.47,7.14,91.28,10.81,36.6,2905,4.68,55.83,39.48,2.27,6.51,4.37,0.34,83.93,2.58,81.74,8.48,94.28,38.6,88.84,57.5,99.76,54.5,86.62,7.7,73.41,33.3,94.83
"27",6001403100,"Alameda ",94607,-122.2755009,37.8022742,"Oakland",35.96,69.1,"65-70%",0.029,3.12,9.827975665,47.37,1.279,99.04,110.41,4.21,24.13,16.89,0,0,472.1140035,50.49,994.4774519,57.5,33.85,89.98,150.1,98.24,2.35,94.06,11,86.96,0.25,11.59,48.61,5.93,66.75,152.36,98.88,2.02,2.04,13.02,53.94,2101,5.19,82.67,12.14,13.04,27.84,17.66,0.29,38.41,2.76,58.41,6.06,63.06,17.1,60,21.8,88.83,41.6,71.55,5.3,48.26,18.7,57.38
"28",6001403300,"Alameda ",94607,-122.2663244,37.7944308,"Oakland",45.88,83.06,"80-85%",0.029,3.12,9.827975665,47.37,0.979,98.11,110.41,4.21,31.13,25.37,0,0,454.1280009,49.71,1265.862973,71.25,50.3,95.88,153.35,98.36,0.92,83.81,12,90.13,1,35.72,51.85,6.33,75.25,147.11,98.75,4.59,40.94,12.59,51.26,4178,3.52,75.78,20.7,6.03,26.16,7.47,2.39,52.23,5.72,69.86,7.25,79.92,21.3,66.93,25.8,93.07,40.4,69.72,NA,NA,23.1,74.52
"29",6001403400,"Alameda ",94612,-122.2616693,37.8047578,"Oakland",29.43,57.67,"55-60%",0.029,3.12,9.740708725,46.57,0.496,89.73,110.41,4.21,43.42,41.98,0,0,477.2656657,50.68,517.4194447,22.24,18.35,80.01,166.15,98.59,1.295,88.8,11,86.96,1,35.72,47.55,5.81,63.75,120.6,96,4.89,49.28,10.99,37.67,4340,4.26,74.65,21.08,8.18,39.54,19.15,0.44,26.8,5.9,48.87,5.07,48.63,7.5,32.16,12.9,71.16,24.2,42.9,1.8,4.89,13.9,32.71
"30",6001403501,"Alameda ",94611,-122.2600769,37.8177294,"Oakland",25.31,49.48,"45-50%",0.029,3.12,9.771344995,46.78,0.732,95.92,110.41,4.21,45.63,45.31,0,0,517.0360107,52.23,1336.576405,73.41,9.1,58.49,224.05,99.35,2.455,94.47,2,23.88,0,0,45.16,5.51,57.13,48.27,53.9,5.45,63.32,7.64,11.08,4492,7.59,74.93,17.48,12.27,37.47,23.89,0.53,19.46,6.39,44.25,4.59,41.5,7.6,32.62,18.2,83.84,38.2,66.43,3.2,19.59,12.6,26.17
"31",6001403502,"Alameda ",94610,-122.2569405,37.8159606,"Oakland",19.87,37.22,"35-40%",0.029,3.12,9.740708725,46.57,0.709,95.59,110.41,4.21,47.73,48.49,0,0,510.2933451,51.91,1301.454097,72.3,1.75,22.62,106.4,97.04,1.095,86.31,2,23.88,0,0,42.17,5.15,49.04,22.72,12.77,6.11,77.35,4.21,0.16,2044,3.38,83.46,13.16,11.94,42.03,25.44,0,11.11,9.49,37.21,3.86,30.84,9.1,38.47,3.3,26.4,29.6,53.27,4.7,40.6,20,62.83
"32",6001403600,"Alameda ",94610,-122.253492,37.8135127,"Oakland",25.58,50.05,"50-55%",0.029,3.12,9.589680531,45.4,0.424,86.27,110.41,4.21,59.62,65.26,0,0,505.8093364,51.66,2185.724034,89.65,0.7,9.59,57.6,92.1,0.65,76.65,2,23.88,0,0,42.28,5.16,49.35,45.7,49.99,6.99,89.8,9.39,24.55,5570,9.41,80.48,10.11,13.91,29.34,41.24,0.23,9.37,5.91,47.78,4.96,46.97,7.2,30.87,3.3,26.4,31.1,55.5,5.3,48.26,15.8,42.83
"33",6001403701,"Alameda ",94610,-122.2586656,37.8112134,"Oakland",14.1,23.29,"20-25%",0.029,3.12,9.740708725,46.57,0.276,73.75,110.41,4.21,52.43,54.96,0,0,501.2183431,51.51,758.0722438,41.09,1.75,22.62,96.65,96.4,0.79,81.06,2,23.88,0,0,37.86,4.62,36.98,43.98,47.53,2.24,3.03,7.37,9.53,2968,4.14,77.29,18.56,12.2,43.03,26.75,0,12.6,5.42,29.39,3.05,19.16,6.1,26.42,3.7,29.53,23.7,42.11,4,30.88,20.5,64.82
"34",6001403702,"Alameda ",94610,-122.2520804,37.8095265,"Oakland",14.98,25.53,"25-30%",0.029,3.12,9.589680531,45.4,0.388,84.07,110.41,4.21,41.97,39.81,0,0,487.9853414,51.11,2012.918671,87.29,0,0,29.95,79.11,0.195,32.03,11,86.96,0,0,39.46,4.82,41.34,45.7,49.99,2.52,4.71,9.39,24.55,1930,5.54,77.67,16.79,9.79,51.92,15.03,0,17.67,5.6,29.98,3.11,19.94,NA,NA,4.2,32.64,22.3,39.21,2.9,15.84,16.5,46.46
"35",6001403800,"Alameda ",94610,-122.2416233,37.8148343,"Oakland",11.72,17.13,"15-20%",0.029,3.12,9.456642118,44.02,0.308,77.26,110.41,4.21,54.03,57.21,0,0,512.6900025,52.01,1169.109492,67.38,0,0,18,65.32,1.11,86.6,2,23.88,0,0,37.15,4.54,34.79,45.7,49.99,4.05,27.92,9.39,24.55,3351,7.67,78.96,13.37,3.58,67.74,12.98,0,11.82,3.88,24.9,2.58,13.2,3,10.81,1.7,13.3,13.4,18.18,2.5,10.66,12.4,25.32
"36",6001403900,"Alameda ",94610,-122.2487541,37.8171931,"Oakland",16,27.82,"25-30%",0.029,3.12,9.589680531,45.4,0.354,81.52,110.41,4.21,38.72,35.22,0,0,518.0463359,52.29,1708.170326,82.16,0.9,11.83,28.7,78.47,2.32,93.91,2,23.88,0,0,39.2,4.79,40.78,41.07,43.25,3.42,14.9,8.51,17.24,4051,6.74,77.09,16.17,7.43,57.29,13.55,0.22,16.17,5.33,32.23,3.34,23.25,NA,NA,2.7,21.42,23.2,41.03,5.4,49.86,16.2,45.03
"37",6001404000,"Alameda ",94611,-122.2536542,37.8232774,"Oakland",8.89,10.46,"10-15%",0.029,3.12,9.579891896,45.19,0.402,85.02,110.41,4.21,42.57,40.64,0,0,539.6776733,53.04,1146.940068,66.25,4.5,40.84,66.95,93.74,2.82,95.65,0,0,0,0,40.14,4.9,43.24,31.9,28.5,2.68,5.81,7.74,11.93,2895,5.94,82.28,11.78,16.41,55.2,7.25,1,12.64,7.5,17.49,1.81,5.6,2.2,6.95,3.4,27.26,16.8,26.38,3.4,22.57,10.2,14.69
"38",6001404101,"Alameda ",94611,-122.2497952,37.8300772,"Oakland",9.35,11.28,"10-15%",0.029,3.12,9.360530845,42.69,0.145,50.16,110.41,4.21,53.38,56.35,0,0,561.6329854,53.81,799.6617866,44.26,9,58.17,53.1,90.97,1.47,90.03,0,0,0,0,37.16,4.54,34.8,30.44,25.65,4.56,40.11,7.41,9.65,3017,3.81,79.52,16.67,7.03,62.18,7.86,0.36,12.6,9.98,19.86,2.06,7.69,1.2,2.71,1.1,7.38,9.6,9.27,3.7,26.86,12.7,26.67
"39",6001404102,"Alameda ",94611,-122.2510667,37.8260219,"Oakland",12.92,20.35,"20-25%",0.029,3.12,9.579891896,45.19,0.15,51.1,110.41,4.21,52.48,55.05,0,0,549.0273132,53.43,580.9198868,26.88,9,58.17,52.8,90.9,1.39,89.61,0,0,0,0,35.83,4.37,31.25,37.18,36.74,2.8,6.94,9.19,22.67,2653,4.98,62.16,32.87,9.88,66.49,4.71,1.36,12.77,4.79,28.48,2.95,17.93,6.9,29.68,9.1,58.22,26.9,48.44,2.3,8.69,13.2,29.16
"40",6001404200,"Alameda ",94611,-122.2344651,37.8361078,"Oakland",7.3,7.34,"5-10%",0.029,3.12,9.207915832,40.72,0.235,67.94,110.41,4.21,44.65,43.86,0,0,558.5746664,53.71,560.2984072,25.54,2.25,27.49,20,68.42,0.485,68.06,0,0,2,52.9,34.38,4.2,27.48,17.13,5.61,3.52,16.63,6.93,7.34,3877,13.95,68.22,17.82,5.6,61.75,6.32,0.21,19.83,6.29,16.77,1.74,5.01,1.9,5.5,2.5,19.87,7.5,5.09,9.3,83.22,7.2,4.74
"41",6001404300,"Alameda ",94618,-122.2381008,37.8451917,"Oakland",3.82,1.24,"1-5% (lowest scores)",0.029,3.12,9.246029342,41.18,0.554,91.62,110.41,4.21,45.29,44.71,0,0,582.4613241,54.58,933.0045294,53.95,0,0,12,52.03,0.175,30.17,0,0,0,0,29.93,3.65,17.45,18.62,7.37,3.38,14.22,8.08,14.28,3443,13.19,66.8,20.01,12,65.29,1.66,0,13.56,7.49,10.09,1.05,1.05,1.1,2.3,1.3,9.46,3.6,0.55,3.7,26.86,5.6,1.93
"42",6001404400,"Alameda ",94611,-122.2150894,37.8462442,"Oakland",4.57,2.36,"1-5% (lowest scores)",0.029,3.12,8.990640239,37.14,0.176,57.6,110.41,4.21,29.02,22.77,0,0,543.7406514,53.18,923.4895266,53.18,0,0,0,0,0.05,7.35,0,0,1,35.72,22.14,2.7,4.93,23.82,14.52,5.2,57.56,6.34,4.7,5628,10.41,70.52,19.07,5.31,67,2.33,0.32,12.95,12.08,16.3,1.69,4.6,3.3,12.55,0.6,2.81,9.5,8.98,1.8,4.89,7.6,5.82
"43",6001404501,"Alameda ",94611,-122.2171515,37.8271275,"Oakland",4.59,2.38,"1-5% (lowest scores)",0.029,3.12,9.074494233,38.82,0.254,70.72,110.41,4.21,57.28,61.87,0,0,513.1266683,52.06,469.4575602,18.58,9,58.17,1,6.97,0.21,37.68,1,12.45,0.6,22.96,30,3.66,17.66,29.98,24.9,3,9.19,7.79,12.23,1809,14.7,64.29,21.01,6.69,66.39,6.74,0,12.05,8.13,12.08,1.25,1.89,2.5,8.42,1.8,14.28,3.4,0.45,3.1,18.31,5.7,2.13
"44",6001404502,"Alameda ",94611,-122.2026154,37.8345259,"Oakland",6.27,5.28,"5-10%",0.029,3.12,8.905661106,35.27,0.125,44.57,103.33,0.74,42.74,40.91,0,0,506.6686605,51.75,340.2205783,10.35,9,58.17,0,0,0.2,35.62,1,12.45,1,35.72,25.02,3.06,8.72,35.22,33.89,4.5,38.71,8.86,19.95,5891,15.02,67.24,17.74,7.62,75.51,1.14,0,10.19,5.55,19.78,2.05,7.58,2.9,10.31,2.9,22.9,3.2,0.29,2.3,8.69,5.2,1.41
"45",6001404600,"Alameda ",94611,-122.1910599,37.8197458,"Oakland",4.69,2.52,"1-5% (lowest scores)",0.031,3.83,8.9057603,35.28,0.108,39.79,203.35,7.56,43.96,42.91,0,0,475.4086609,50.58,343.4144854,10.58,9,58.17,0,0,0.11,19.25,1,12.45,1,35.72,24.25,2.96,7.57,33.75,31.56,2.03,2.1,7.67,11.34,4625,9.84,65.92,24.24,4.82,69.69,3.85,0.17,15.35,6.12,15.29,1.59,3.92,1.7,4.67,1.2,8.49,10,10.14,5.7,53.89,4,0.67
"46",6001404700,"Alameda ",94602,-122.2070119,37.8133625,"Oakland",4.7,2.53,"1-5% (lowest scores)",0.029,3.12,9.118678198,39.48,0.206,63.21,110.41,4.21,55.02,58.84,0,0,486,51.06,375.2320435,12.53,2.25,27.49,12.5,53.1,0.05,7.35,1,12.45,0.1,2.52,26.23,3.2,10.58,42.48,45.36,3.45,15.36,5.98,3.46,2137,13.29,67.52,19.19,9.45,69.58,5.99,0,11.65,3.32,14.16,1.47,3.1,1.4,3.52,0,0,4.8,1.37,3.9,29.41,2.9,0.28
"47",6001404800,"Alameda ",94602,-122.2131962,37.8055076,"Oakland",14.33,23.88,"20-25%",0.029,3.12,9.1634663,40.12,0.175,57.32,110.41,4.21,69.2,78.07,0,0,476.5063477,50.65,259.0766555,6.31,0,0,28,77.93,0.1,16.64,1,12.45,0,0,27.12,3.31,12.21,73.44,81.03,4.43,36.66,8.98,20.86,2647,8.16,75.82,16.02,14.43,49.38,15.98,0.42,11.07,8.73,41.72,4.33,37.63,7,30.03,3.1,24.77,21.8,37.89,6.6,63.42,13.4,30.2
"48",6001404900,"Alameda ",94602,-122.2215015,37.8041479,"Oakland",15.34,26.3,"25-30%",0.029,3.12,9.271229976,41.53,0.336,79.94,110.41,4.21,61.25,67.47,0,0,476.1389974,50.61,1621.378386,80.54,0,0,30,79.69,0.16,28.3,1,12.45,0,0,35.32,4.31,29.92,68.19,77.27,5.14,56.12,8.47,16.94,4197,13.53,66.9,19.56,11.84,56.09,9.6,0.67,16.11,5.69,34.29,3.56,26.16,5.4,23.3,4.7,36,11.4,13.27,1,1.34,11,18.47
