county,rate,lower95cl,upper95cl,visits,year,gender
Jefferson,4.560574495,2.433159366,7.345181658,14,2022,Female
Jefferson,5.006453985,2.712048917,7.992481114,14,2022,Male
Jefferson,4.776363191,2.964999831,6.58772655,28,2022,Both genders
Kiowa,0,0,0,0,2011,Female
Kiowa,,,,,2011,Male
Kiowa,,,,,2011,Both genders
Kiowa,0,0,0,0,2012,Female
Kiowa,0,0,0,0,2012,Male
Kiowa,0,0,0,0,2012,Both genders
Kiowa,0,0,0,0,2013,Female
Kiowa,0,0,0,0,2013,Male
Kiowa,0,0,0,0,2013,Both genders
Kiowa,0,0,0,0,2014,Female
Kiowa,0,0,0,0,2014,Male
Kiowa,0,0,0,0,2014,Both genders
Kiowa,0,0,0,0,2015,Female
Kiowa,0,0,0,0,2015,Male
Kiowa,0,0,0,0,2015,Both genders
Kiowa,0,0,0,0,2016,Female
Kiowa,0,0,0,0,2016,Male
Kiowa,0,0,0,0,2016,Both genders
Kiowa,0,0,0,0,2017,Female
Kiowa,0,0,0,0,2017,Male
Kiowa,0,0,0,0,2017,Both genders
Kiowa,0,0,0,0,2018,Female
Kiowa,,,,,2018,Male
Kiowa,,,,,2018,Both genders
Kiowa,0,0,0,0,2019,Female
Kiowa,,,,,2019,Male
Kiowa,,,,,2019,Both genders
Kiowa,0,0,0,0,2020,Female
Kiowa,,,,,2020,Male
Kiowa,,,,,2020,Both genders
Kiowa,0,0,0,0,2021,Female
Kiowa,,,,,2021,Male
Kiowa,,,,,2021,Both genders
Kiowa,0,0,0,0,2022,Female
Kiowa,0,0,0,0,2022,Male
Kiowa,0,0,0,0,2022,Both genders
Kit Carson,,,,,2011,Female
Kit Carson,,,,,2011,Male
Kit Carson,,,,,2011,Both genders
Kit Carson,0,0,0,0,2012,Female
Kit Carson,0,0,0,0,2012,Male
Kit Carson,0,0,0,0,2012,Both genders
Kit Carson,0,0,0,0,2013,Female
Kit Carson,0,0,0,0,2013,Male
Kit Carson,0,0,0,0,2013,Both genders
Kit Carson,0,0,0,0,2014,Female
Kit Carson,0,0,0,0,2014,Male
Kit Carson,0,0,0,0,2014,Both genders
Kit Carson,0,0,0,0,2015,Female
Kit Carson,,,,,2015,Male
Kit Carson,,,,,2015,Both genders
Kit Carson,,,,,2016,Female
Kit Carson,0,0,0,0,2016,Male
Kit Carson,,,,,2016,Both genders
Kit Carson,0,0,0,0,2017,Female
Kit Carson,,,,,2017,Male
Kit Carson,,,,,2017,Both genders
Kit Carson,0,0,0,0,2018,Female
Kit Carson,,,,,2018,Male
Kit Carson,,,,,2018,Both genders
Kit Carson,0,0,0,0,2019,Female
Kit Carson,0,0,0,0,2019,Male
Kit Carson,0,0,0,0,2019,Both genders
Kit Carson,0,0,0,0,2020,Female
Kit Carson,0,0,0,0,2020,Male
Kit Carson,0,0,0,0,2020,Both genders
Kit Carson,,,,,2021,Female
Kit Carson,0,0,0,0,2021,Male
Kit Carson,,,,,2021,Both genders
Kit Carson,0,0,0,0,2022,Female
Kit Carson,,,,,2022,Male
Kit Carson,,,,,2022,Both genders
Lake,0,0,0,0,2011,Female
Lake,0,0,0,0,2011,Male
Lake,0,0,0,0,2011,Both genders
Lake,0,0,0,0,2012,Female
Lake,0,0,0,0,2012,Male
Lake,0,0,0,0,2012,Both genders
Lake,0,0,0,0,2013,Female
Lake,,,,,2013,Male
Lake,,,,,2013,Both genders
Lake,0,0,0,0,2014,Female
Lake,0,0,0,0,2014,Male
Lake,0,0,0,0,2014,Both genders
Lake,0,0,0,0,2015,Female
Lake,0,0,0,0,2015,Male
Lake,0,0,0,0,2015,Both genders
Lake,0,0,0,0,2016,Female
Lake,,,,,2016,Male
Lake,,,,,2016,Both genders
Lake,,,,,2017,Female
Lake,0,0,0,0,2017,Male
Lake,,,,,2017,Both genders
Lake,0,0,0,0,2018,Female
Lake,0,0,0,0,2018,Male
Lake,0,0,0,0,2018,Both genders
Lake,0,0,0,0,2019,Female
Lake,0,0,0,0,2019,Male
Lake,0,0,0,0,2019,Both genders
Lake,0,0,0,0,2020,Female
Lake,0,0,0,0,2020,Male
Lake,0,0,0,0,2020,Both genders
Lake,0,0,0,0,2021,Female
Lake,0,0,0,0,2021,Male
Lake,0,0,0,0,2021,Both genders
Lake,0,0,0,0,2022,Female
Lake,0,0,0,0,2022,Male
Lake,0,0,0,0,2022,Both genders
La Plata,0,0,0,0,2011,Female
La Plata,,,,,2011,Male
La Plata,,,,,2011,Both genders
La Plata,0,0,0,0,2012,Female
La Plata,0,0,0,0,2012,Male
La Plata,0,0,0,0,2012,Both genders
La Plata,0,0,0,0,2013,Female
La Plata,0,0,0,0,2013,Male
La Plata,0,0,0,0,2013,Both genders
La Plata,0,0,0,0,2014,Female
La Plata,,,,,2014,Male
La Plata,,,,,2014,Both genders
La Plata,,,,,2015,Female
La Plata,,,,,2015,Male
La Plata,,,,,2015,Both genders
La Plata,,,,,2016,Female
La Plata,0,0,0,0,2016,Male
La Plata,,,,,2016,Both genders
La Plata,,,,,2017,Female
La Plata,,,,,2017,Male
La Plata,,,,,2017,Both genders
La Plata,,,,,2018,Female
La Plata,0,0,0,0,2018,Male
La Plata,,,,,2018,Both genders
La Plata,,,,,2019,Female
La Plata,,,,,2019,Male
La Plata,,,,,2019,Both genders
La Plata,0,0,0,0,2020,Female
La Plata,,,,,2020,Male
La Plata,,,,,2020,Both genders
La Plata,,,,,2021,Female
La Plata,,,,,2021,Male
La Plata,,,,,2021,Both genders
La Plata,,,,,2022,Female
La Plata,,,,,2022,Male
La Plata,,,,,2022,Both genders
Larimer,8.761257095,4.456379493,14.49684173,12,2011,Female
Larimer,,,,,2011,Male
Larimer,7.207984188,4.005435838,10.41053254,20,2011,Both genders
Larimer,6.478294426,3.191408367,10.90915894,11,2012,Female
Larimer,9.131385587,4.894047595,14.66821963,14,2012,Male
Larimer,7.92713024,4.74599832,11.10826216,25,2012,Both genders
Larimer,7.396889979,3.646397507,12.4514723,11,2013,Female
Larimer,,,,,2013,Male
Larimer,7.119148852,4.029216599,10.2090811,21,2013,Both genders
Larimer,,,,,2014,Female
Larimer,7.438016715,3.671623751,12.51153372,11,2014,Male
Larimer,5.486613348,3.155374482,8.452126509,17,2014,Both genders
Larimer,,,,,2015,Female
Larimer,15.9258013,9.759926053,22.09167655,27,2015,Male
Larimer,10.62776834,7.061020719,14.19451596,36,2015,Both genders
Larimer,8.130175065,4.324430922,13.11725779,14,2016,Female
Larimer,16.70173891,10.35661821,23.0468596,28,2016,Male
Larimer,12.45829327,8.577961707,16.33862484,42,2016,Both genders
Larimer,,,,,2017,Female
Larimer,9.862450561,5.57162545,15.35828632,16,2017,Male
Larimer,5.465654088,3.203107662,8.322855478,18,2017,Both genders
Larimer,7.538320872,4.165848007,11.894374,16,2018,Female
Larimer,15.44067924,9.421001603,21.46035688,26,2018,Male
Larimer,11.29910792,7.77764696,14.82056887,42,2018,Both genders
Larimer,5.886184652,2.854054857,9.997237694,11,2019,Female
Larimer,12.20368298,6.866362758,17.5410032,21,2019,Male
Larimer,9.102263382,5.861093422,12.34343334,32,2019,Both genders
Larimer,,,,,2020,Female
Larimer,,,,,2020,Male
Larimer,3.187627957,1.659137579,5.206841112,13,2020,Both genders
Larimer,7.594891145,4.229176035,11.92964218,16,2021,Female
Larimer,7.503023585,4.118499508,11.88583623,15,2021,Male
Larimer,7.497914927,4.773384925,10.22244493,31,2021,Both genders
Larimer,8.722896373,4.942401645,13.55961439,17,2022,Female
Larimer,16.03401515,9.934193024,22.13383727,28,2022,Male
Larimer,12.2629216,8.549910447,15.97593274,45,2022,Both genders
Las Animas,0,0,0,0,2011,Female
Las Animas,0,0,0,0,2011,Male
Las Animas,0,0,0,0,2011,Both genders
Las Animas,0,0,0,0,2012,Female
Las Animas,0,0,0,0,2012,Male
Las Animas,0,0,0,0,2012,Both genders
Las Animas,0,0,0,0,2013,Female
Las Animas,0,0,0,0,2013,Male
Las Animas,0,0,0,0,2013,Both genders
Las Animas,0,0,0,0,2014,Female
Las Animas,0,0,0,0,2014,Male
Las Animas,0,0,0,0,2014,Both genders
Las Animas,,,,,2015,Female
Las Animas,,,,,2015,Male
Las Animas,,,,,2015,Both genders
Las Animas,,,,,2016,Female
Las Animas,,,,,2016,Male
Las Animas,,,,,2016,Both genders
Las Animas,0,0,0,0,2017,Female
Las Animas,,,,,2017,Male
Las Animas,,,,,2017,Both genders
Las Animas,,,,,2018,Female
Las Animas,,,,,2018,Male
Las Animas,,,,,2018,Both genders
Las Animas,,,,,2019,Female
Las Animas,,,,,2019,Male
Las Animas,,,,,2019,Both genders
Las Animas,0,0,0,0,2020,Female
Las Animas,,,,,2020,Male
Las Animas,,,,,2020,Both genders
Las Animas,,,,,2021,Female
Las Animas,,,,,2021,Male
Las Animas,,,,,2021,Both genders
Las Animas,,,,,2022,Female
Las Animas,,,,,2022,Male
Las Animas,,,,,2022,Both genders
Lincoln,0,0,0,0,2011,Female
Lincoln,0,0,0,0,2011,Male
Lincoln,0,0,0,0,2011,Both genders
Lincoln,0,0,0,0,2012,Female
Lincoln,0,0,0,0,2012,Male
Lincoln,0,0,0,0,2012,Both genders
Lincoln,,,,,2013,Female
Lincoln,0,0,0,0,2013,Male
Lincoln,,,,,2013,Both genders
Lincoln,0,0,0,0,2014,Female
Lincoln,0,0,0,0,2014,Male
Lincoln,0,0,0,0,2014,Both genders
Lincoln,0,0,0,0,2015,Female
Lincoln,0,0,0,0,2015,Male
Lincoln,0,0,0,0,2015,Both genders
Lincoln,,,,,2016,Female
Lincoln,0,0,0,0,2016,Male
Lincoln,,,,,2016,Both genders
Lincoln,0,0,0,0,2017,Female
Lincoln,0,0,0,0,2017,Male
Lincoln,0,0,0,0,2017,Both genders
Lincoln,0,0,0,0,2018,Female
Lincoln,0,0,0,0,2018,Male
Lincoln,0,0,0,0,2018,Both genders
Lincoln,0,0,0,0,2019,Female
Lincoln,0,0,0,0,2019,Male
Lincoln,0,0,0,0,2019,Both genders
Lincoln,0,0,0,0,2020,Female
Lincoln,,,,,2020,Male
Lincoln,,,,,2020,Both genders
Lincoln,0,0,0,0,2021,Female
Lincoln,,,,,2021,Male
Lincoln,,,,,2021,Both genders
Lincoln,0,0,0,0,2022,Female
Lincoln,0,0,0,0,2022,Male
Lincoln,0,0,0,0,2022,Both genders
Logan,0,0,0,0,2011,Female
Logan,,,,,2011,Male
Logan,,,,,2011,Both genders
Logan,,,,,2012,Female
Logan,,,,,2012,Male
Logan,,,,,2012,Both genders
Logan,0,0,0,0,2013,Female
Logan,,,,,2013,Male
Logan,,,,,2013,Both genders
Logan,0,0,0,0,2014,Female
Logan,,,,,2014,Male
Logan,,,,,2014,Both genders
Logan,0,0,0,0,2015,Female
Logan,,,,,2015,Male
Logan,,,,,2015,Both genders
Logan,,,,,2016,Female
Logan,,,,,2016,Male
Logan,,,,,2016,Both genders
Logan,0,0,0,0,2017,Female
Logan,,,,,2017,Male
Logan,,,,,2017,Both genders
Logan,,,,,2018,Female
Logan,,,,,2018,Male
Logan,,,,,2018,Both genders
Logan,,,,,2019,Female
Logan,88.19445676,42.36272573,150.5460511,11,2019,Male
Logan,58.90483977,30.47284777,96.55015194,13,2019,Both genders
Logan,0,0,0,0,2020,Female
Logan,,,,,2020,Male
Logan,,,,,2020,Both genders
Logan,,,,,2021,Female
Logan,,,,,2021,Male
Logan,,,,,2021,Both genders
Logan,,,,,2022,Female
Logan,,,,,2022,Male
Logan,,,,,2022,Both genders
Mesa,,,,,2011,Female
Mesa,,,,,2011,Male
Mesa,8.023094642,4.214855398,13.03664635,13,2011,Both genders
Mesa,,,,,2012,Female
Mesa,,,,,2012,Male
Mesa,8.880506672,4.52826227,14.6739084,12,2012,Both genders
Mesa,,,,,2013,Female
Mesa,15.53398613,7.951628912,25.61268575,12,2013,Male
Mesa,14.00038441,7.874362591,20.12640623,21,2013,Both genders
Mesa,,,,,2014,Female
Mesa,,,,,2014,Male
Mesa,9.669590641,5.018259418,15.82090355,13,2014,Both genders
Mesa,,,,,2015,Female
Mesa,,,,,2015,Male
Mesa,13.17748783,7.816517267,19.91563319,19,2015,Both genders
Mesa,,,,,2016,Female
Mesa,23.93416484,14.23776707,36.10781954,19,2016,Male
Mesa,18.67837966,11.6851784,25.67158092,29,2016,Both genders
Mesa,,,,,2017,Female
Mesa,,,,,2017,Male
Mesa,9.078821813,4.867207955,14.58148699,14,2017,Both genders
Mesa,,,,,2018,Female
Mesa,28.59472136,15.851001,41.33844173,20,2018,Male
Mesa,21.17041104,13.41877917,28.92204291,30,2018,Both genders
Mesa,,,,,2019,Female
Mesa,16.78867587,8.834314853,27.25414759,13,2019,Male
Mesa,12.0079548,7.027493792,18.30077635,18,2019,Both genders
Mesa,,,,,2020,Female
Mesa,,,,,2020,Male
Mesa,9.080610296,4.843307943,14.62748301,14,2020,Both genders
Mesa,,,,,2021,Female
Mesa,,,,,2021,Male
Mesa,12.02112391,7.1171239,18.18945994,19,2021,Both genders
Mesa,,,,,2022,Female
Mesa,12.84791635,6.187489928,21.90049359,11,2022,Male
Mesa,9.773429162,5.492859009,15.26700501,17,2022,Both genders
Mineral,0,0,0,0,2011,Female
Mineral,0,0,0,0,2011,Male
Mineral,0,0,0,0,2011,Both genders
Mineral,0,0,0,0,2012,Female
Mineral,0,0,0,0,2012,Male
Mineral,0,0,0,0,2012,Both genders
Mineral,0,0,0,0,2013,Female
Mineral,0,0,0,0,2013,Male
Mineral,0,0,0,0,2013,Both genders
Mineral,0,0,0,0,2014,Female
Mineral,0,0,0,0,2014,Male
Mineral,0,0,0,0,2014,Both genders
Mineral,0,0,0,0,2015,Female
Mineral,0,0,0,0,2015,Male
Mineral,0,0,0,0,2015,Both genders
Mineral,0,0,0,0,2016,Female
Mineral,0,0,0,0,2016,Male
Mineral,0,0,0,0,2016,Both genders
Mineral,0,0,0,0,2017,Female
Mineral,0,0,0,0,2017,Male
Mineral,0,0,0,0,2017,Both genders
Mineral,0,0,0,0,2018,Female
Mineral,0,0,0,0,2018,Male
Mineral,0,0,0,0,2018,Both genders
Mineral,0,0,0,0,2019,Female
Mineral,0,0,0,0,2019,Male
Mineral,0,0,0,0,2019,Both genders
Mineral,0,0,0,0,2020,Female
Mineral,0,0,0,0,2020,Male
Mineral,0,0,0,0,2020,Both genders
Mineral,0,0,0,0,2021,Female
Mineral,0,0,0,0,2021,Male
Mineral,0,0,0,0,2021,Both genders
Mineral,0,0,0,0,2022,Female
Mineral,0,0,0,0,2022,Male
Mineral,0,0,0,0,2022,Both genders
Moffat,0,0,0,0,2011,Female
Moffat,0,0,0,0,2011,Male
Moffat,0,0,0,0,2011,Both genders
Moffat,,,,,2012,Female
Moffat,,,,,2012,Male
Moffat,,,,,2012,Both genders
Moffat,,,,,2013,Female
Moffat,,,,,2013,Male
Moffat,,,,,2013,Both genders
Moffat,0,0,0,0,2014,Female
Moffat,0,0,0,0,2014,Male
Moffat,0,0,0,0,2014,Both genders
Moffat,,,,,2015,Female
Moffat,0,0,0,0,2015,Male
Moffat,,,,,2015,Both genders
Moffat,0,0,0,0,2016,Female
Moffat,,,,,2016,Male
Moffat,,,,,2016,Both genders
Moffat,,,,,2017,Female
Moffat,,,,,2017,Male
Moffat,,,,,2017,Both genders
Moffat,0,0,0,0,2018,Female
Moffat,0,0,0,0,2018,Male
Moffat,0,0,0,0,2018,Both genders
Moffat,0,0,0,0,2019,Female
Moffat,0,0,0,0,2019,Male
Moffat,0,0,0,0,2019,Both genders
Moffat,0,0,0,0,2020,Female
Moffat,0,0,0,0,2020,Male
Moffat,0,0,0,0,2020,Both genders
Moffat,,,,,2021,Female
Moffat,,,,,2021,Male
Moffat,,,,,2021,Both genders
Moffat,,,,,2022,Female
Moffat,,,,,2022,Male
Moffat,,,,,2022,Both genders
Montezuma,0,0,0,0,2011,Female
Montezuma,0,0,0,0,2011,Male
Montezuma,0,0,0,0,2011,Both genders
Montezuma,0,0,0,0,2012,Female
Montezuma,0,0,0,0,2012,Male
Montezuma,0,0,0,0,2012,Both genders
Montezuma,0,0,0,0,2013,Female
Montezuma,0,0,0,0,2013,Male
Montezuma,0,0,0,0,2013,Both genders
Montezuma,0,0,0,0,2014,Female
Montezuma,0,0,0,0,2014,Male
Montezuma,0,0,0,0,2014,Both genders
Montezuma,0,0,0,0,2015,Female
Montezuma,,,,,2015,Male
Montezuma,,,,,2015,Both genders
Montezuma,,,,,2016,Female
Montezuma,,,,,2016,Male
Montezuma,,,,,2016,Both genders
Montezuma,0,0,0,0,2017,Female
Montezuma,,,,,2017,Male
Montezuma,,,,,2017,Both genders
Montezuma,0,0,0,0,2018,Female
Montezuma,,,,,2018,Male
Montezuma,,,,,2018,Both genders
Montezuma,,,,,2019,Female
Montezuma,,,,,2019,Male
Montezuma,,,,,2019,Both genders
Montezuma,,,,,2020,Female
Montezuma,,,,,2020,Male
Montezuma,,,,,2020,Both genders
Montezuma,0,0,0,0,2021,Female
Montezuma,0,0,0,0,2021,Male
Montezuma,0,0,0,0,2021,Both genders
Montezuma,0,0,0,0,2022,Female
Montezuma,,,,,2022,Male
Montezuma,,,,,2022,Both genders
Montrose,0,0,0,0,2011,Female
Montrose,0,0,0,0,2011,Male
Montrose,0,0,0,0,2011,Both genders
Montrose,0,0,0,0,2012,Female
Montrose,0,0,0,0,2012,Male
Montrose,0,0,0,0,2012,Both genders
Montrose,0,0,0,0,2013,Female
Montrose,,,,,2013,Male
Montrose,,,,,2013,Both genders
Montrose,,,,,2014,Female
Montrose,,,,,2014,Male
Montrose,,,,,2014,Both genders
Montrose,0,0,0,0,2015,Female
Montrose,0,0,0,0,2015,Male
Montrose,0,0,0,0,2015,Both genders
Montrose,0,0,0,0,2016,Female
Montrose,,,,,2016,Male
Montrose,,,,,2016,Both genders
Montrose,,,,,2017,Female
Montrose,,,,,2017,Male
Montrose,,,,,2017,Both genders
Montrose,,,,,2018,Female
Montrose,,,,,2018,Male
Montrose,,,,,2018,Both genders
Montrose,,,,,2019,Female
Montrose,,,,,2019,Male
Montrose,,,,,2019,Both genders
Montrose,,,,,2020,Female
Montrose,,,,,2020,Male
Montrose,,,,,2020,Both genders
Montrose,,,,,2021,Female
Montrose,,,,,2021,Male
Montrose,,,,,2021,Both genders
Montrose,,,,,2022,Female
Montrose,,,,,2022,Male
Montrose,,,,,2022,Both genders
Morgan,0,0,0,0,2011,Female
Morgan,0,0,0,0,2011,Male
Morgan,0,0,0,0,2011,Both genders
Morgan,,,,,2012,Female
Morgan,,,,,2012,Male
Morgan,,,,,2012,Both genders
Morgan,,,,,2013,Female
Morgan,,,,,2013,Male
Morgan,,,,,2013,Both genders
Morgan,,,,,2014,Female
Morgan,,,,,2014,Male
Morgan,,,,,2014,Both genders
Morgan,0,0,0,0,2015,Female
Morgan,,,,,2015,Male
Morgan,,,,,2015,Both genders
Morgan,,,,,2016,Female
Morgan,,,,,2016,Male
Morgan,,,,,2016,Both genders
Morgan,,,,,2017,Female
Morgan,,,,,2017,Male
Morgan,,,,,2017,Both genders
Morgan,,,,,2018,Female
Morgan,,,,,2018,Male
Morgan,,,,,2018,Both genders
Morgan,,,,,2019,Female
Morgan,,,,,2019,Male
Morgan,,,,,2019,Both genders
Morgan,0,0,0,0,2020,Female
Morgan,,,,,2020,Male
Morgan,,,,,2020,Both genders
Morgan,,,,,2021,Female
Morgan,,,,,2021,Male
Morgan,,,,,2021,Both genders
Morgan,,,,,2022,Female
Morgan,,,,,2022,Male
Morgan,36.71647204,17.92073622,62.13947863,11,2022,Both genders
Otero,0,0,0,0,2011,Female
Otero,0,0,0,0,2011,Male
Otero,0,0,0,0,2011,Both genders
Otero,,,,,2012,Female
Otero,,,,,2012,Male
Otero,,,,,2012,Both genders
Otero,,,,,2013,Female
Otero,,,,,2013,Male
Otero,,,,,2013,Both genders
Otero,,,,,2014,Female
Otero,,,,,2014,Male
Otero,,,,,2014,Both genders
Otero,,,,,2015,Female
Otero,,,,,2015,Male
Otero,,,,,2015,Both genders
Otero,,,,,2016,Female
Otero,,,,,2016,Male
Otero,,,,,2016,Both genders
Otero,,,,,2017,Female
Otero,,,,,2017,Male
Otero,,,,,2017,Both genders
Otero,,,,,2018,Female
Otero,,,,,2018,Male
Otero,,,,,2018,Both genders
Otero,,,,,2019,Female
Otero,,,,,2019,Male
Otero,,,,,2019,Both genders
Otero,,,,,2020,Female
Otero,,,,,2020,Male
Otero,,,,,2020,Both genders
Otero,,,,,2021,Female
Otero,,,,,2021,Male
Otero,,,,,2021,Both genders
Otero,,,,,2022,Female
Otero,,,,,2022,Male
Otero,,,,,2022,Both genders
Ouray,0,0,0,0,2011,Female
Ouray,0,0,0,0,2011,Male
Ouray,0,0,0,0,2011,Both genders
Ouray,0,0,0,0,2012,Female
Ouray,0,0,0,0,2012,Male
Ouray,0,0,0,0,2012,Both genders
Ouray,0,0,0,0,2013,Female
Ouray,0,0,0,0,2013,Male
Ouray,0,0,0,0,2013,Both genders
Ouray,0,0,0,0,2014,Female
Ouray,0,0,0,0,2014,Male
Ouray,0,0,0,0,2014,Both genders
Ouray,0,0,0,0,2015,Female
Ouray,0,0,0,0,2015,Male
Ouray,0,0,0,0,2015,Both genders
Ouray,0,0,0,0,2016,Female
Ouray,0,0,0,0,2016,Male
Ouray,0,0,0,0,2016,Both genders
Ouray,0,0,0,0,2017,Female
Ouray,0,0,0,0,2017,Male
Ouray,0,0,0,0,2017,Both genders
Ouray,0,0,0,0,2018,Female
Ouray,0,0,0,0,2018,Male
Ouray,0,0,0,0,2018,Both genders
Ouray,0,0,0,0,2019,Female
Ouray,0,0,0,0,2019,Male
Ouray,0,0,0,0,2019,Both genders
Ouray,0,0,0,0,2020,Female
Ouray,0,0,0,0,2020,Male
Ouray,0,0,0,0,2020,Both genders
Ouray,0,0,0,0,2021,Female
Ouray,0,0,0,0,2021,Male
Ouray,0,0,0,0,2021,Both genders
Ouray,0,0,0,0,2022,Female
Ouray,,,,,2022,Male
Ouray,,,,,2022,Both genders
Park,0,0,0,0,2011,Female
Park,0,0,0,0,2011,Male
Park,0,0,0,0,2011,Both genders
Park,0,0,0,0,2012,Female
Park,0,0,0,0,2012,Male
Park,0,0,0,0,2012,Both genders
Park,0,0,0,0,2013,Female
Park,0,0,0,0,2013,Male
Park,0,0,0,0,2013,Both genders
Park,0,0,0,0,2014,Female
Park,,,,,2014,Male
Park,,,,,2014,Both genders
Park,0,0,0,0,2015,Female
Park,0,0,0,0,2015,Male
Park,0,0,0,0,2015,Both genders
Park,0,0,0,0,2016,Female
Park,0,0,0,0,2016,Male
Park,0,0,0,0,2016,Both genders
Park,0,0,0,0,2017,Female
Park,0,0,0,0,2017,Male
Park,0,0,0,0,2017,Both genders
Park,0,0,0,0,2018,Female
Park,0,0,0,0,2018,Male
Park,0,0,0,0,2018,Both genders
Park,0,0,0,0,2019,Female
Park,0,0,0,0,2019,Male
Park,0,0,0,0,2019,Both genders
Park,,,,,2020,Female
Park,,,,,2020,Male
Park,,,,,2020,Both genders
Park,0,0,0,0,2021,Female
Park,0,0,0,0,2021,Male
Park,0,0,0,0,2021,Both genders
Park,0,0,0,0,2022,Female
Park,0,0,0,0,2022,Male
Park,0,0,0,0,2022,Both genders
Phillips,0,0,0,0,2011,Female
Phillips,0,0,0,0,2011,Male
Phillips,0,0,0,0,2011,Both genders
Phillips,0,0,0,0,2012,Female
Phillips,0,0,0,0,2012,Male
Phillips,0,0,0,0,2012,Both genders
Phillips,0,0,0,0,2013,Female
Phillips,0,0,0,0,2013,Male
Phillips,0,0,0,0,2013,Both genders
Phillips,,,,,2014,Female
Phillips,,,,,2014,Male
Phillips,,,,,2014,Both genders
Phillips,0,0,0,0,2015,Female
Phillips,,,,,2015,Male
Phillips,,,,,2015,Both genders
Phillips,0,0,0,0,2016,Female
Phillips,0,0,0,0,2016,Male
Phillips,0,0,0,0,2016,Both genders
Phillips,0,0,0,0,2017,Female
Phillips,0,0,0,0,2017,Male
Phillips,0,0,0,0,2017,Both genders
Phillips,0,0,0,0,2018,Female
Phillips,0,0,0,0,2018,Male
Phillips,0,0,0,0,2018,Both genders
Phillips,,,,,2019,Female
Phillips,,,,,2019,Male
Phillips,,,,,2019,Both genders
Phillips,0,0,0,0,2020,Female
Phillips,0,0,0,0,2020,Male
Phillips,0,0,0,0,2020,Both genders
Phillips,0,0,0,0,2021,Female
Phillips,0,0,0,0,2021,Male
Phillips,0,0,0,0,2021,Both genders
Phillips,0,0,0,0,2022,Female
Phillips,0,0,0,0,2022,Male
Phillips,0,0,0,0,2022,Both genders
Pitkin,0,0,0,0,2011,Female
Pitkin,,,,,2011,Male
Pitkin,,,,,2011,Both genders
Pitkin,0,0,0,0,2012,Female
Pitkin,0,0,0,0,2012,Male
Pitkin,0,0,0,0,2012,Both genders
Pitkin,0,0,0,0,2013,Female
Pitkin,0,0,0,0,2013,Male
Pitkin,0,0,0,0,2013,Both genders
Pitkin,0,0,0,0,2014,Female
Pitkin,0,0,0,0,2014,Male
Pitkin,0,0,0,0,2014,Both genders
Pitkin,0,0,0,0,2015,Female
Pitkin,0,0,0,0,2015,Male
Pitkin,0,0,0,0,2015,Both genders
Pitkin,0,0,0,0,2016,Female
Pitkin,0,0,0,0,2016,Male
Pitkin,0,0,0,0,2016,Both genders
Pitkin,0,0,0,0,2017,Female
Pitkin,0,0,0,0,2017,Male
Pitkin,0,0,0,0,2017,Both genders
Pitkin,0,0,0,0,2018,Female
Pitkin,0,0,0,0,2018,Male
Pitkin,0,0,0,0,2018,Both genders
Pitkin,0,0,0,0,2019,Female
Pitkin,0,0,0,0,2019,Male
Pitkin,0,0,0,0,2019,Both genders
Pitkin,0,0,0,0,2020,Female
Pitkin,0,0,0,0,2020,Male
Pitkin,0,0,0,0,2020,Both genders
Pitkin,,,,,2021,Female
Pitkin,0,0,0,0,2021,Male
Pitkin,,,,,2021,Both genders
Pitkin,0,0,0,0,2022,Female
Pitkin,,,,,2022,Male
Pitkin,,,,,2022,Both genders
Prowers,,,,,2011,Female
Prowers,,,,,2011,Male
Prowers,,,,,2011,Both genders
Prowers,,,,,2012,Female
Prowers,,,,,2012,Male
Prowers,,,,,2012,Both genders
Prowers,,,,,2013,Female
Prowers,,,,,2013,Male
Prowers,,,,,2013,Both genders
Prowers,0,0,0,0,2014,Female
Prowers,,,,,2014,Male
Prowers,,,,,2014,Both genders
Prowers,0,0,0,0,2015,Female
Prowers,0,0,0,0,2015,Male
Prowers,0,0,0,0,2015,Both genders
Prowers,,,,,2016,Female
Prowers,,,,,2016,Male
Prowers,89.27539894,43.39806476,151.4198548,11,2016,Both genders
Prowers,,,,,2017,Female
Prowers,,,,,2017,Male
Prowers,,,,,2017,Both genders
Prowers,,,,,2018,Female
Prowers,,,,,2018,Male
Prowers,,,,,2018,Both genders
Prowers,,,,,2019,Female
Prowers,,,,,2019,Male
Prowers,,,,,2019,Both genders
Prowers,,,,,2020,Female
Prowers,,,,,2020,Male
Prowers,,,,,2020,Both genders
Prowers,0,0,0,0,2021,Female
Prowers,,,,,2021,Male
Prowers,,,,,2021,Both genders
Prowers,,,,,2022,Female
Prowers,,,,,2022,Male
Prowers,,,,,2022,Both genders
Pueblo,,,,,2011,Female
Pueblo,16.71144268,8.735133063,27.23193676,13,2011,Male
Pueblo,15.08104408,8.769962414,21.39212575,23,2011,Both genders
Pueblo,,,,,2012,Female
Pueblo,20.89692081,11.83621844,32.49057017,16,2012,Male
Pueblo,16.26618219,9.894995807,22.63736858,26,2012,Both genders
Pueblo,13.93559622,6.846887285,23.50072228,11,2013,Female
Pueblo,20.95608705,11.89002252,32.54899539,16,2013,Male
Pueblo,17.42787528,10.76371524,24.09203532,27,2013,Both genders
Pueblo,16.13440593,8.190445879,26.72623495,12,2014,Female
