CES4.0Score
4.85
4.88
11.2
12.39
16.73
20.02
36.71
37.1
40.71
43.74
32.93
20.25
43.68
45.08
44.53
48.78
43.47
45.1
55.82
37.31
50.81
42.12
38.87
41.72
36.39
53.41
35.96
45.88
29.43
25.31
19.87
25.58
14.1
14.98
11.72
16
8.89
9.35
12.92
7.3
3.82
4.57
4.59
6.27
4.69
4.7
14.33
15.34
7.42
6.28
21.97
21.69
30.21
33.36
36.47
28.35
24.82
30.13
28.8
39.68
41.25
50.2
56.86
45.57
42.01
31.11
30.25
36.37
27.03
26.06
10.22
13
20.48
29.7
30.25
35.42
48.46
65.03
45.38
45.45
31.1
15.74
17.96
14.34
4.8
13.61
23.29
31.39
27.63
32.68
34.61
33.17
61.01
52.21
63.17
57.14
46.2
36.59
50.37
53.65
32.3
21.77
30.41
23.07
25.12
31.17
26.95
28.62
28.06
53.08
6.52
10.87
16.07
23.88
21.69
3.81
3.28
3.41
4.08
5.37
4.32
1.57
10.85
9.61
15.88
34.16
27.31
25.02
17.64
14.9
14.16
NA
15.07
16.05
19.18
23.68
29.82
39.81
31.6
22.31
15.43
10.5
14.24
7.27
4.73
18.83
11.02
25.18
32.14
31.46
26.69
23.05
28.53
2.48
10.66
16.66
34.06
31.74
36.08
20.48
17.64
17.81
28.54
17.29
17.98
11.8
10.97
15.57
14.72
14.9
41.6
13.97
2.02
6.55
8.03
6.78
28.8
13.69
10.83
28.32
27.66
34.26
19.73
19.55
21.68
21.16
27.49
49.04
49.49
34.4
36.29
25.69
19.89
30.77
27.37
32.97
31.38
43.02
39.63
20.66
22.43
33.33
31.92
31.92
36.09
36.42
8.35
6.18
32.39
15.56
19.53
33.37
38.54
33.17
22.31
32.15
26.14
26.25
21.42
24.2
36.65
32.64
18.6
3.49
29.69
32.01
34.52
27.68
34.6
34.87
31.47
39.53
32.99
33.99
36.84
30.09
25.16
30.01
27.74
23.3
21.31
29.4
19.83
32.98
29.23
28.51
26.66
34.06
28.64
20.16
32.26
33.74
16.24
9.53
16.09
28.65
30.72
23.2
12.92
25.16
16.13
16.83
20.78
17.25
18.39
15.25
9.66
13.25
11.14
6.25
23.06
10.49
13.52
11.97
17.59
13.3
24
18.81
14.24
13.04
19.95
14.3
11.94
21.11
21.27
6.06
13.26
11.02
22.91
16.97
19.58
23.3
12.92
16.45
12.89
21.73
18.3
20.63
25.42
11.42
8.47
12.18
14.48
4.91
16.72
13.39
12.89
21.13
17.13
13.56
24.81
20.13
32.85
33.37
18.35
15.5
14.18
9.91
13.25
16.65
9.62
5.54
6.56
20.3
17.95
6.26
9.54
6.32
20.42
6.12
8.14
6.64
17.7
13.02
20.06
9.86
11.58
13.21
15.51
16.38
3.64
16.05
11.91
13.26
18.78
10.03
20.51
18.9
12.57
11.7
5.65
16.15
11.25
12.65
7.87
6.34
7.29
NA
NA
28.2
13.62
11.89
15.45
18.45
17.66
22.69
27.86
26.49
19.63
26.58
13.06
10.73
12.93
15.09
22.66
24.79
14.01
10.77
13.97
26.14
10.75
30.12
25.6
16.66
11.69
10.78
24.39
14.77
35.66
28.33
29.28
41.09
10.56
21.44
9.99
8.53
8.42
13.41
19.12
12.46
18.42
19
26.52
14.89
31.49
28.57
13.23
16.74
23.31
38.63
24.71
33.83
35.34
16.39
26.77
27.39
33.01
24.81
31.73
29.94
44.92
20.53
15.01
10.17
21.03
18.36
25.74
16.14
8.11
9.89
NA
33.41
31.1
27.44
18.45
24.54
31.04
33.67
27.47
25.78
24.22
26.46
16.5
26.15
33.42
23.35
19.78
27.71
35.37
20.7
20.61
23.07
13.87
9.15
11.11
55.3
37.83
41.02
34.86
14.93
42.73
37.87
42.01
25.11
38.77
40.26
31.14
46.04
48.63
47.99
56.51
42.44
36.89
28.44
24.33
39.04
27.55
39.36
42.71
40.17
49.04
46.37
40.36
22.9
19.84
17.69
14.02
37.68
10.64
24.17
15.91
4.76
5.75
18.13
13.75
10.16
12.48
19.43
13.18
3.18
43.61
30.39
35.34
23.25
25.61
12.97
15.57
11.12
16.81
19.04
16.24
7.53
6.5
17.18
33.4
32.31
41.3
34.08
12.29
17.82
9.57
20.94
7.97
9.37
10.73
6.13
8.56
6.73
19.7
14.88
18.68
6.19
6.42
11.4
4.77
3.98
6.49
5.78
2.5
6.9
5.43
11.84
3.13
1.9
3.54
5.48
4.78
8.54
4.5
2.29
2.39
3.12
1.82
7.84
2.54
2.61
4.73
11.88
6.42
1.86
6.34
5.48
1.25
1.93
1.79
4.84
3.85
4.07
1.64
5.47
6.69
26.25
20.87
19.05
14.92
14.34
5.36
3.35
3.92
7.98
3.96
4.19
37.31
8.01
5.03
7.79
5.74
22.72
10.11
18.07
49.34
21.87
23.77
16.91
14.46
12.69
14.9
13.39
20.13
6.69
15.06
15.63
11.27
24.8
33.52
60.68
26.47
40.56
50.62
31.04
37.85
47.93
44.46
43.87
26.13
27.87
33.12
34.36
40.15
28.94
49.16
55.87
54.35
37.6
55.32
39.89
49.7
55.51
38.13
12.82
8.08
8.52
28.53
27.84
12.18
18.23
17.59
5.02
5.93
4.74
2.12
47.24
20.57
26.14
29.44
19.48
21.39
18.62
19.71
14.78
11.5
16.42
14.28
21.43
23.94
4.16
5.21
4.96
4.98
10.6
11.7
3.39
10.15
3.33
2.34
5.57
4.25
9.41
13.99
4.22
4.21
9.34
10.01
8.05
7.29
21.97
18.34
21.38
11.84
14.26
9.62
7.19
5.5
10.26
13.8
5.85
16.44
21.36
4.98
4.64
9.81
5.17
60.37
80.75
76.4
75.3
55.37
60.03
64.45
81.33
67.3
70.21
75.46
80.55
93.18
72.68
79.17
71.21
59.83
61.39
51.29
36.01
28.25
47.39
48.19
32.07
32.51
37.91
69.73
50.09
55.24
61.28
59.52
67.94
54.37
44.3
56.48
68.07
53.98
67.59
65.62
58.1
50.46
55.31
61.55
47.94
42.88
48.1
41.3
57.25
49.18
38.95
41.93
28.55
34.74
52.94
52.45
48.94
45.1
64.87
47.1
22.7
50.81
52.67
36.37
34.09
60.34
53.72
35.34
51.66
31.61
38
42.23
48.04
33.62
48.46
51.66
18.66
22.54
31.84
37.48
21.13
14.36
32.65
35.42
14
19.08
19.8
61.5
16.13
19.9
21.44
36.37
29.52
46.08
43.75
25.81
23.14
24.21
41.41
40.22
48.27
33.48
41.97
29.63
25.41
44.88
55.13
58.65
51.34
44.99
44.84
37.96
39.87
45.03
46.47
33.56
33.54
23.89
53.5
35.61
42.76
5.51
15.92
14.38
11.66
9.78
28.24
23.34
16.05
11.45
15.2
16.23
19.2
10.34
7.01
5.87
10.67
10.44
12.94
41.87
18.61
31.05
40.1
39.61
24.86
11.73
17.88
34.86
20.45
13.33
35.68
29.76
21.44
16.88
19.46
15.77
11.44
12.66
12.95
36.94
45.66
52.15
35.53
33.05
12.78
16.64
10.54
8.78
51.79
50.99
59.68
47.73
54.8
49.29
66.35
51.08
53.14
48.83
43.93
70.2
36.76
46.36
45.7
54.28
45.59
48.64
50.23
40.05
47.24
NA
40.23
37.62
44.02
45.79
44.76
47.34
52.17
47.28
57.16
56.51
27.94
21.75
30.4
42.59
24.88
15.15
38.44
21.82
18.62
17.4
27.43
13.52
8.04
12.4
10.33
28.07
27
22.1
31.21
14.69
10.99
17.54
10.27
11.36
15.16
11.19
21.27
24.49
27.63
14.75
19.65
21.73
13.63
17.51
16.46
11.83
NA
44.74
50.99
39.91
53.21
49.07
47.78
45.1
30.32
35.16
40.51
43.58
31.76
44.72
50.8
54.85
48.3
37.66
41.64
21.37
34.49
25.34
46.9
44.65
41.58
60.51
58.38
19.46
22.87
25.77
21.08
10.62
15.06
7.55
15.28
16.52
23.55
49.77
46.63
56.1
44.09
54.23
8.13
40.08
