earth_year, earth_date,mars_date,solar_day,max_ground_temp,min_ground_temp,max_air_temp,min_air_temp,mean_pressure,sunrise,sunset,UV_Radiation,weather
"2022","01-26 UTC","Mars, Month 6 - LS 163deg",3368,-3,-71,10,-84,707,5:25,17:20,moderate,Sunny
"2022","01-25 UTC","Mars, Month 6 - LS 163deg",3367,-3,-72,10,-87,707,5:25,17:20,moderate,Sunny
"2022","01-24 UTC","Mars, Month 6 - LS 162deg",3366,-4,-70,8,-81,708,5:25,17:21,moderate,Sunny
"2022","01-23 UTC","Mars, Month 6 - LS 162deg",3365,-6,-70,9,-91,707,5:26,17:21,moderate,Sunny
"2022","01-22 UTC","Mars, Month 6 - LS 161deg",3364,-7,-71,8,-92,708,5:26,17:21,moderate,Sunny
"2022","01-21 UTC","Mars, Month 6 - LS 161deg",3363,-8,-71,8,-80,707,5:26,17:21,moderate,Sunny
"2022","01-20 UTC","Mars, Month 6 - LS 160deg",3362,-4,-72,5,-84,706,5:26,17:21,moderate,Sunny
"2022","01-19 UTC","Mars, Month 6 - LS 160deg",3361,-6,-70,5,-73,705,5:26,17:21,moderate,Sunny
"2022","01-18 UTC","Mars, Month 6 - LS 159deg",3360,-6,-71,3,-89,707,5:27,17:21,moderate,Sunny
"2022","01-17 UTC","Mars, Month 6 - LS 158deg",3359,-9,-71,5,-80,708,5:27,17:21,moderate,Sunny
"2022","01-16 UTC","Mars, Month 6 - LS 158deg",3358,-6,-71,5,-88,706,5:27,17:21,moderate,Sunny
"2022","01-15 UTC","Mars, Month 6 - LS 157deg",3357,-7,-71,4,-88,706,5:27,17:21,moderate,Sunny
"2022","01-14 UTC","Mars, Month 6 - LS 157deg",3356,-6,-69,3,-86,706,5:27,17:21,moderate,Sunny
"2022","01-13 UTC","Mars, Month 6 - LS 156deg",3355,-5,-70,2,-85,706,5:28,17:21,moderate,Sunny
"2022","01-11 UTC","Mars, Month 6 - LS 155deg",3353,-14,-69,0,-77,705,5:28,17:21,moderate,Sunny
"2022","01-10 UTC","Mars, Month 6 - LS 155deg",3352,-16,-70,0,-82,706,5:28,17:22,moderate,Sunny
"2022","01-09 UTC","Mars, Month 6 - LS 154deg",3351,-16,-71,-1,-78,703S,5:29,17:22,moderate,Sunny
"2022","01-08 UTC","Mars, Month 6 - LS 154deg",3350,-20,-72,-7,-84,703,5:29,17:22,low,Sunny
"2022","01-07 UTC","Mars, Month 6 - LS 153deg",3349,-12,-72,-3,-79,702,5:29,17:22,moderate,Sunny
"2022","01-06 UTC","Mars, Month 6 - LS 153deg",3348,-12,-72,-1,-77,703,5:29,17:22,moderate,Sunny
"2022","01-05 UTC","Mars, Month 6 - LS 152deg",3347,-7,-72,3,-82,705,5:29,17:22,moderate,Sunny
"2022","01-04 UTC","Mars, Month 6 - LS 151deg",3346,-12,-72,3,-86,706,5:30,17:22,moderate,Sunny
"2022","01-03 UTC","Mars, Month 6 - LS 151deg",3345,-6,-73,7,-84,703,5:30,17:22,moderate,Sunny
"2021","12-20 UTC","Mars, Month 5 - LS 144deg",3332,-6,-73,7,-80,703,5:33,17:23,moderate,Sunny
"2021","12-19 UTC","Mars, Month 5 - LS 144deg",3331,-5,-73,3,-78,705,5:33,17:23,moderate,Sunny
"2021","12-18 UTC","Mars, Month 5 - LS 143deg",3330,-15,-74,1,-80,707,5:33,17:24,moderate,Sunny
"2021","12-17 UTC","Mars, Month 5 - LS 143deg",3329,-13,-76,5,-87,708,5:34,17:24,high,Sunny
"2021","12-16 UTC","Mars, Month 5 - LS 142deg",3328,-15,-76,7,-84,707,5:34,17:24,high,Sunny
"2021","12-15 UTC","Mars, Month 5 - LS 142deg",3327,-7,-75,6,-81,708,5:34,17:24,high,Sunny
"2021","12-14 UTC","Mars, Month 5 - LS 141deg",3326,-11,-70,10,-85,708,5:34,17:24,high,Sunny
"2021","12-13 UTC","Mars, Month 5 - LS 141deg",3325,-20,-98,10,-87,709,5:34,17:24,high,Sunny
"2021","12-12 UTC","Mars, Month 5 - LS 140deg",3324,-21,-73,7,-80,711,5:35,17:24,high,Sunny
"2021","12-11 UTC","Mars, Month 5 - LS 140deg",3323,-23,-74,6,-85,713,5:35,17:24,high,Sunny
"2021","12-10 UTC","Mars, Month 5 - LS 139deg",3322,-12,-76,8,-84,713,5:35,17:24,moderate,Sunny
"2021","12-09 UTC","Mars, Month 5 - LS 139deg",3321,-7,-77,7,-84,713,5:35,17:24,moderate,Sunny
"2021","12-08 UTC","Mars, Month 5 - LS 138deg",3320,-3,-75,7,-79,713,5:36,17:25,moderate,Sunny
"2021","12-07 UTC","Mars, Month 5 - LS 137deg",3319,-3,-77,8,-93,714,5:36,17:25,high,Sunny
"2021","12-06 UTC","Mars, Month 5 - LS 137deg",3318,-10,-75,1,-87,716,5:36,17:25,moderate,Sunny
"2021","12-05 UTC","Mars, Month 5 - LS 136deg",3317,-17,-74,1,-91,718,5:36,17:25,moderate,Sunny
"2021","12-04 UTC","Mars, Month 5 - LS 136deg",3316,-18,-74,2,-82,717,5:36,17:25,moderate,Sunny
"2021","12-03 UTC","Mars, Month 5 - LS 135deg",3315,-15,-75,2,-83,717,5:37,17:25,moderate,Sunny
"2021","12-02 UTC","Mars, Month 5 - LS 135deg",3314,-11,-75,2,-88,718,5:37,17:25,moderate,Sunny
"2021","12-01 UTC","Mars, Month 5 - LS 134deg",3313,-13,-73,4,-94,719,5:37,17:25,moderate,Sunny
"2021","11-30 UTC","Mars, Month 5 - LS 134deg",3312,-14,-76,8,-89,719,5:37,17:25,high,Sunny
"2021","11-29 UTC","Mars, Month 5 - LS 133deg",3311,-10,-76,6,-78,720,5:38,17:25,moderate,Sunny
"2021","11-28 UTC","Mars, Month 5 - LS 133deg",3310,-11,-76,6,-98,720,5:38,17:26,moderate,Sunny
"2021","11-27 UTC","Mars, Month 5 - LS 132deg",3309,-9,-75,5,-83,721,5:38,17:26,moderate,Sunny
"2021","11-26 UTC","Mars, Month 5 - LS 132deg",3308,-9,-76,5,-84,722,5:38,17:26,moderate,Sunny
"2021","11-25 UTC","Mars, Month 5 - LS 131deg",3307,-7,-66,5,-79,709,5:38,17:26,moderate,Sunny
"2021","11-22 UTC","Mars, Month 5 - LS 130deg",3305,-12,-76,5,-82,724,5:39,17:26,moderate,Sunny
"2021","11-21 UTC","Mars, Month 5 - LS 130deg",3304,-13,-77,4,-87,725,5:39,17:26,moderate,Sunny
"2021","11-20 UTC","Mars, Month 5 - LS 129deg",3303,-11,-77,5,-96,725,5:39,17:26,moderate,Sunny
"2021","11-19 UTC","Mars, Month 5 - LS 129deg",3302,-11,-76,3,-82,726,5:39,17:26,moderate,Sunny
"2021","11-18 UTC","Mars, Month 5 - LS 129deg",3301,-12,-76,5,-84,726,5:40,17:27,moderate,Sunny
"2021","11-17 UTC","Mars, Month 5 - LS 128deg",3300,-11,-76,4,-93,727,5:40,17:27,moderate,Sunny
"2021","11-16 UTC","Mars, Month 5 - LS 128deg",3299,-13,-77,4,-80,729,5:40,17:27,moderate,Sunny
"2021","11-15 UTC","Mars, Month 5 - LS 127deg",3298,-14,-74,4,-86,730,5:40,17:27,moderate,Sunny
"2021","11-14 UTC","Mars, Month 5 - LS 127deg",3297,-11,-78,3,-89,730,5:40,17:27,moderate,Sunny
"2021","11-13 UTC","Mars, Month 5 - LS 126deg",3296,-13,-76,3,-79,729,5:41,17:27,moderate,Sunny
"2021","11-12 UTC","Mars, Month 5 - LS 126deg",3295,-10,-76,2,-84,732,5:41,17:27,moderate,Sunny
"2021","11-11 UTC","Mars, Month 5 - LS 125deg",3294,-12,-76,3,-84,732,5:41,17:27,moderate,Sunny
"2021","11-10 UTC","Mars, Month 5 - LS 125deg",3293,-12,-76,2,-82,734,5:41,17:27,moderate,Sunny
"2021","11-09 UTC","Mars, Month 5 - LS 124deg",3292,-14,-76,3,-80,734,5:41,17:27,moderate,Sunny
"2021","11-08 UTC","Mars, Month 5 - LS 124deg",3291,-12,-77,3,-89,735,5:42,17:28,moderate,Sunny
"2021","11-07 UTC","Mars, Month 5 - LS 123deg",3290,-11,-77,2,-80,736,5:42,17:28,moderate,Sunny
"2021","11-06 UTC","Mars, Month 5 - LS 123deg",3289,-11,-78,3,-86,737,5:42,17:28,moderate,Sunny
"2021","11-05 UTC","Mars, Month 5 - LS 122deg",3288,-11,-77,1,-91,738,5:42,17:28,moderate,Sunny
"2021","11-04 UTC","Mars, Month 5 - LS 122deg",3287,-16,-77,2,-90,739,5:42,17:28,moderate,Sunny
"2021","11-03 UTC","Mars, Month 5 - LS 121deg",3286,-16,-78,4,-87,740,5:43,17:28,moderate,Sunny
"2021","11-02 UTC","Mars, Month 5 - LS 121deg",3285,-12,-76,2,-86,741,5:43,17:28,moderate,Sunny
"2021","11-01 UTC","Mars, Month 5 - LS 120deg",3284,-14,-78,3,-87,742,5:43,17:28,moderate,Sunny
"2021","10-31 UTC","Mars, Month 5 - LS 120deg",3283,-11,-78,3,-98,744,5:43,17:28,moderate,Sunny
"2021","10-30 UTC","Mars, Month 4 - LS 119deg",3282,-17,-77,4,-93,745,5:43,17:28,moderate,Sunny
"2021","10-29 UTC","Mars, Month 4 - LS 119deg",3281,-15,-77,2,-95,747,5:43,17:28,moderate,Sunny
"2021","10-28 UTC","Mars, Month 4 - LS 118deg",3280,-14,-77,-1,-85,747,5:44,17:29,moderate,Sunny
"2021","10-27 UTC","Mars, Month 4 - LS 118deg",3279,-15,-78,-1,-84,748,5:44,17:29,moderate,Sunny
"2021","10-26 UTC","Mars, Month 4 - LS 117deg",3278,-15,-79,-5,-96,749,5:44,17:29,moderate,Sunny
"2021","10-25 UTC","Mars, Month 4 - LS 117deg",3277,-20,-80,-6,-84,750,5:44,17:29,moderate,Sunny
"2021","10-24 UTC","Mars, Month 4 - LS 116deg",3276,-19,-77,-6,-83,752,5:44,17:29,moderate,Sunny
"2021","10-23 UTC","Mars, Month 4 - LS 116deg",3275,-15,-78,-6,-96,753,5:44,17:29,moderate,Sunny
"2021","10-22 UTC","Mars, Month 4 - LS 115deg",3274,-16,-77,-8,-97,755,5:45,17:29,moderate,Sunny
"2021","10-20 UTC","Mars, Month 4 - LS 114deg",3272,-30,-77,-13,-95,755,5:45,17:29,moderate,Sunny
"2021","10-19 UTC","Mars, Month 4 - LS 114deg",3271,-27,-78,-13,-87,756,5:45,17:29,moderate,Sunny
"2021","10-17 UTC","Mars, Month 4 - LS 114deg",3270,-28,-77,-14,-84,758,5:45,17:30,moderate,Sunny
"2021","10-16 UTC","Mars, Month 4 - LS 113deg",3269,-30,-77,-13,-81,759,5:46,17:30,moderate,Sunny
"2021","10-15 UTC","Mars, Month 4 - LS 113deg",3268,-29,-78,-12,-89,760,5:46,17:30,moderate,Sunny
"2021","10-14 UTC","Mars, Month 4 - LS 112deg",3267,-26,-79,-13,-82,761,5:46,17:30,moderate,Sunny
"2021","10-13 UTC","Mars, Month 4 - LS 112deg",3266,-29,-77,-14,-86,762,5:46,17:30,moderate,Sunny
"2021","10-12 UTC","Mars, Month 4 - LS 111deg",3265,-28,-78,-14,-86,763,5:46,17:30,moderate,Sunny
"2021","10-11 UTC","Mars, Month 4 - LS 111deg",3264,-33,-69,-13,-80,751,5:46,17:30,moderate,Sunny
"2021","10-10 UTC","Mars, Month 4 - LS 110deg",3263,-31,-78,-13,-85,771,5:47,17:30,moderate,Sunny
"2021","10-09 UTC","Mars, Month 4 - LS 110deg",3262,-32,-77,-14,-92,767,5:47,17:30,moderate,Sunny
"2021","10-08 UTC","Mars, Month 4 - LS 109deg",3261,-30,-69,-15,-82,760,5:47,17:31,moderate,Sunny
"2021","10-07 UTC","Mars, Month 4 - LS 109deg",3260,-67,-78,-60,-91,787,5:47,17:31,low,Sunny
"2021","10-06 UTC","Mars, Month 4 - LS 108deg",3259,-33,-77,-15,-91,776,5:47,17:31,moderate,Sunny
"2021","10-05 UTC","Mars, Month 4 - LS 108deg",3258,-37,-79,-34,-89,776,5:47,17:31,low,Sunny
"2021","09-30 UTC","Mars, Month 4 - LS 106deg",3253,-30,-80,-16,-87,778,5:48,17:31,moderate,Sunny
"2021","09-29 UTC","Mars, Month 4 - LS 105deg",3252,-34,-78,-14,-88,778,5:48,17:31,moderate,Sunny
"2021","09-28 UTC","Mars, Month 4 - LS 105deg",3251,-28,-79,-16,-95,781,5:48,17:32,moderate,Sunny
"2021","09-27 UTC","Mars, Month 4 - LS 104deg",3250,-33,-79,-14,-85,781,5:49,17:32,moderate,Sunny
"2021","09-26 UTC","Mars, Month 4 - LS 104deg",3249,-32,-79,-14,-82,782,5:49,17:32,moderate,Sunny
"2021","09-25 UTC","Mars, Month 4 - LS 103deg",3248,-32,-80,-16,-85,783,5:49,17:32,moderate,Sunny
"2021","09-24 UTC","Mars, Month 4 - LS 103deg",3247,-23,-81,-16,-89,785,5:49,17:32,moderate,Sunny
"2021","09-23 UTC","Mars, Month 4 - LS 102deg",3246,-24,-80,-15,-91,787,5:49,17:32,moderate,Sunny
"2021","09-22 UTC","Mars, Month 4 - LS 102deg",3245,-20,-80,-17,-83,788,5:49,17:32,moderate,Sunny
"2021","09-21 UTC","Mars, Month 4 - LS 101deg",3244,-24,-79,-15,-84,788,5:49,17:32,moderate,Sunny
"2021","09-20 UTC","Mars, Month 4 - LS 101deg",3243,-22,-79,-16,-85,790,5:50,17:32,moderate,Sunny
"2021","09-19 UTC","Mars, Month 4 - LS 100deg",3242,-23,-80,-17,-81,791,5:50,17:33,moderate,Sunny
"2021","09-18 UTC","Mars, Month 4 - LS 100deg",3241,-23,-80,-18,-82,792,5:50,17:33,moderate,Sunny
"2021","09-17 UTC","Mars, Month 4 - LS 100deg",3240,-26,-79,-18,-83,794,5:50,17:33,moderate,Sunny
"2021","09-16 UTC","Mars, Month 4 - LS 99deg",3239,-24,-78,-16,-82,795,5:50,17:33,moderate,Sunny
"2021","09-15 UTC","Mars, Month 4 - LS 99deg",3238,-22,-79,-16,-87,796,5:50,17:33,moderate,Sunny
"2021","09-14 UTC","Mars, Month 4 - LS 98deg",3237,-24,-80,-15,-86,798,5:51,17:33,moderate,Sunny
"2021","09-13 UTC","Mars, Month 4 - LS 98deg",3236,-26,-81,-17,-88,799,5:51,17:33,moderate,Sunny
"2021","09-12 UTC","Mars, Month 4 - LS 97deg",3235,-23,-79,-17,-93,800,5:51,17:33,moderate,Sunny
"2021","09-10 UTC","Mars, Month 4 - LS 97deg",3234,-20,-80,-14,-86,801,5:51,17:34,moderate,Sunny
"2021","09-09 UTC","Mars, Month 4 - LS 96deg",3233,-26,-81,-18,-87,804,5:51,17:34,moderate,Sunny
"2021","09-08 UTC","Mars, Month 4 - LS 96deg",3232,-24,-79,-15,-90,804,5:51,17:34,moderate,Sunny
"2021","09-07 UTC","Mars, Month 4 - LS 95deg",3231,-21,-79,-16,-82,805,5:51,17:34,moderate,Sunny
"2021","09-06 UTC","Mars, Month 4 - LS 95deg",3230,-23,-79,-18,-88,806,5:52,17:34,moderate,Sunny
"2021","09-05 UTC","Mars, Month 4 - LS 95deg",3229,-22,-80,-17,-88,807,5:52,17:34,moderate,Sunny
"2021","09-04 UTC","Mars, Month 4 - LS 94deg",3228,-27,-79,-21,-77,809,5:52,17:34,moderate,Sunny
"2021","09-03 UTC","Mars, Month 4 - LS 94deg",3227,-28,-79,,,808,5:52,17:34,moderate,Sunny
"2021","09-02 UTC","Mars, Month 4 - LS 93deg",3226,-23,-81,-15,-85,812,5:52,17:35,moderate,Sunny
"2021","09-01 UTC","Mars, Month 4 - LS 93deg",3225,-23,-81,-15,-90,812,5:52,17:35,moderate,Sunny
"2021","08-31 UTC","Mars, Month 4 - LS 92deg",3224,-22,-79,-19,-90,813,5:52,17:35,moderate,Sunny
"2021","08-30 UTC","Mars, Month 4 - LS 92deg",3223,-26,-81,-19,-91,815,5:53,17:35,moderate,Sunny
"2021","08-29 UTC","Mars, Month 4 - LS 91deg",3222,-20,-79,-12,-92,817,5:53,17:35,moderate,Sunny
"2021","08-28 UTC","Mars, Month 4 - LS 91deg",3221,-31,-80,-10,-92,817,5:53,17:35,moderate,Sunny
"2021","08-27 UTC","Mars, Month 4 - LS 90deg",3220,-29,-79,-10,-85,819,5:53,17:35,moderate,Sunny
"2021","08-26 UTC","Mars, Month 4 - LS 90deg",3219,-31,-79,-12,-91,821,5:53,17:36,low,Sunny
"2021","08-25 UTC","Mars, Month 4 - LS 90deg",3218,-33,-80,-14,-89,821,5:53,17:36,low,Sunny
"2021","08-24 UTC","Mars, Month 3 - LS 89deg",3217,-29,-79,-1,-90,822,5:53,17:36,moderate,Sunny
"2021","08-23 UTC","Mars, Month 3 - LS 89deg",3216,-24,-78,-3,-82,824,5:54,17:36,moderate,Sunny
"2021","08-22 UTC","Mars, Month 3 - LS 88deg",3215,-25,-80,-9,-83,826,5:54,17:36,moderate,Sunny
"2021","08-21 UTC","Mars, Month 3 - LS 88deg",3214,-23,-79,-8,-85,826,5:54,17:36,moderate,Sunny
"2021","08-20 UTC","Mars, Month 3 - LS 87deg",3213,-22,-79,-9,-90,828,5:54,17:36,moderate,Sunny
"2021","08-19 UTC","Mars, Month 3 - LS 87deg",3212,-21,-80,-7,-86,829,5:54,17:37,moderate,Sunny
"2021","08-18 UTC","Mars, Month 3 - LS 86deg",3211,-27,-80,-9,-83,830,5:54,17:37,moderate,Sunny
"2021","08-17 UTC","Mars, Month 3 - LS 86deg",3210,-25,-78,-12,-88,832,5:55,17:37,moderate,Sunny
"2021","08-16 UTC","Mars, Month 3 - LS 85deg",3209,-30,-78,-11,-93,835,5:55,17:37,moderate,Sunny
"2021","08-15 UTC","Mars, Month 3 - LS 85deg",3208,-32,-78,-9,-83,834,5:55,17:37,moderate,Sunny
"2021","08-14 UTC","Mars, Month 3 - LS 85deg",3207,-30,-76,-8,-85,835,5:55,17:37,moderate,Sunny
"2021","08-13 UTC","Mars, Month 3 - LS 84deg",3206,-30,-77,-8,-80,836,5:55,17:38,moderate,Sunny
"2021","08-12 UTC","Mars, Month 3 - LS 84deg",3205,-25,-77,-7,-82,837,5:55,17:38,moderate,Sunny
"2021","08-11 UTC","Mars, Month 3 - LS 83deg",3204,-26,-78,-8,-91,838,5:55,17:38,moderate,Sunny
"2021","08-10 UTC","Mars, Month 3 - LS 83deg",3203,-27,-80,-6,-82,840,5:56,17:38,moderate,Sunny
"2021","08-09 UTC","Mars, Month 3 - LS 82deg",3202,-29,-79,-10,-81,841,5:56,17:38,moderate,Sunny
"2021","08-08 UTC","Mars, Month 3 - LS 82deg",3201,-29,-77,-14,-88,842,5:56,17:39,moderate,Sunny
"2021","08-07 UTC","Mars, Month 3 - LS 81deg",3200,-26,-79,-12,-90,843,5:56,17:39,moderate,Sunny
"2021","08-06 UTC","Mars, Month 3 - LS 81deg",3199,-25,-78,-13,-83,845,5:56,17:39,moderate,Sunny
"2021","08-05 UTC","Mars, Month 3 - LS 80deg",3198,-27,-78,-15,-86,845,5:56,17:39,moderate,Sunny
"2021","08-03 UTC","Mars, Month 3 - LS 80deg",3197,-29,-79,-7,-87,846,5:57,17:39,moderate,Sunny
"2021","08-02 UTC","Mars, Month 3 - LS 80deg",3196,-24,-78,-6,-88,847,5:57,17:39,moderate,Sunny
"2021","08-01 UTC","Mars, Month 3 - LS 79deg",3195,-27,-78,-7,-86,848,5:57,17:40,moderate,Sunny
"2021","07-31 UTC","Mars, Month 3 - LS 79deg",3194,-25,-78,-4,-83,848,5:57,17:40,moderate,Sunny
"2021","07-30 UTC","Mars, Month 3 - LS 78deg",3193,-29,-79,-6,-93,850,5:57,17:40,moderate,Sunny
"2021","07-29 UTC","Mars, Month 3 - LS 78deg",3192,-24,-79,-9,-92,851,5:57,17:40,moderate,Sunny
"2021","07-28 UTC","Mars, Month 3 - LS 77deg",3191,-23,-80,-12,-89,853,5:58,17:40,moderate,Sunny
"2021","07-27 UTC","Mars, Month 3 - LS 77deg",3190,-24,-78,-7,-91,853,5:58,17:41,moderate,Sunny
"2021","07-26 UTC","Mars, Month 3 - LS 76deg",3189,-22,-78,-9,-95,854,5:58,17:41,moderate,Sunny
"2021","07-25 UTC","Mars, Month 3 - LS 76deg",3188,-20,-79,-9,-95,855,5:58,17:41,moderate,Sunny
"2021","07-24 UTC","Mars, Month 3 - LS 76deg",3187,-26,-79,-10,-85,856,5:58,17:41,moderate,Sunny
"2021","07-23 UTC","Mars, Month 3 - LS 75deg",3186,-27,-79,-10,-85,857,5:58,17:41,moderate,Sunny
"2021","07-22 UTC","Mars, Month 3 - LS 75deg",3185,-29,-79,-5,-86,859,5:59,17:42,moderate,Sunny
"2021","07-20 UTC","Mars, Month 3 - LS 74deg",3183,-22,-79,-5,-96,859,5:59,17:42,moderate,Sunny
"2021","07-19 UTC","Mars, Month 3 - LS 73deg",3182,-24,-80,-8,-82,859,5:59,17:42,moderate,Sunny
"2021","07-18 UTC","Mars, Month 3 - LS 73deg",3181,-25,-80,-7,-90,860,5:59,17:43,moderate,Sunny
"2021","07-17 UTC","Mars, Month 3 - LS 72deg",3180,-24,-78,-8,-87,860,6:00,17:43,moderate,Sunny
"2021","07-16 UTC","Mars, Month 3 - LS 72deg",3179,-22,-79,-7,-90,862,6:00,17:43,moderate,Sunny
"2021","07-15 UTC","Mars, Month 3 - LS 72deg",3178,-23,-80,-6,-87,862,6:00,17:43,moderate,Sunny
"2021","07-14 UTC","Mars, Month 3 - LS 71deg",3177,-21,-79,-6,-92,861,6:00,17:44,moderate,Sunny
"2021","07-13 UTC","Mars, Month 3 - LS 71deg",3176,-23,-80,-8,-90,862,6:00,17:44,moderate,Sunny
"2021","07-12 UTC","Mars, Month 3 - LS 70deg",3175,-24,-79,-6,-83,863,6:00,17:44,moderate,Sunny
"2021","07-11 UTC","Mars, Month 3 - LS 70deg",3174,-26,-78,-6,-84,863,6:01,17:44,moderate,Sunny
"2021","07-10 UTC","Mars, Month 3 - LS 69deg",3173,-23,-79,-7,-83,864,6:01,17:44,moderate,Sunny
"2021","07-09 UTC","Mars, Month 3 - LS 69deg",3172,-23,-78,-7,-94,864,6:01,17:45,moderate,Sunny
"2021","07-08 UTC","Mars, Month 3 - LS 68deg",3171,-19,-79,-6,-93,865,6:01,17:45,moderate,Sunny
"2021","07-07 UTC","Mars, Month 3 - LS 68deg",3170,-21,-79,-8,-84,866,6:01,17:45,moderate,Sunny
"2021","07-06 UTC","Mars, Month 3 - LS 67deg",3169,-23,-79,-7,-84,865,6:02,17:46,moderate,Sunny
"2021","07-05 UTC","Mars, Month 3 - LS 67deg",3168,-23,-78,-7,-84,864,6:02,17:46,moderate,Sunny
"2021","07-04 UTC","Mars, Month 3 - LS 67deg",3167,-24,-79,-5,-88,867,6:02,17:46,moderate,Sunny
"2021","07-03 UTC","Mars, Month 3 - LS 66deg",3166,-23,-79,-7,-86,867,6:02,17:46,moderate,Sunny
"2021","07-02 UTC","Mars, Month 3 - LS 66deg",3165,-23,-80,-6,-94,867,6:02,17:47,moderate,Sunny
"2021","07-01 UTC","Mars, Month 3 - LS 65deg",3164,-25,-79,-7,-93,867,6:03,17:47,moderate,Sunny
"2021","06-30 UTC","Mars, Month 3 - LS 65deg",3163,-25,-78,-6,-79,868,6:03,17:47,moderate,Sunny
"2021","06-29 UTC","Mars, Month 3 - LS 64deg",3162,-28,-78,-4,-84,868,6:03,17:47,moderate,Sunny
"2021","06-27 UTC","Mars, Month 3 - LS 64deg",3161,-23,-78,-6,-84,870,6:03,17:48,moderate,Sunny
"2021","06-26 UTC","Mars, Month 3 - LS 63deg",3160,-28,-78,-6,-86,869,6:04,17:48,moderate,Sunny
"2021","06-25 UTC","Mars, Month 3 - LS 63deg",3159,-26,-78,-6,-92,869,6:04,17:48,moderate,Sunny
"2021","06-24 UTC","Mars, Month 3 - LS 63deg",3158,-26,-78,-8,-79,870,6:04,17:49,moderate,Sunny
"2021","06-23 UTC","Mars, Month 3 - LS 62deg",3157,-25,-78,-16,-80,869,6:04,17:49,moderate,Sunny
"2021","06-22 UTC","Mars, Month 3 - LS 62deg",3156,-26,-79,-13,-91,870,6:04,17:49,moderate,Sunny
"2021","06-21 UTC","Mars, Month 3 - LS 61deg",3155,-29,-78,-13,-81,872,6:05,17:49,moderate,Sunny
"2021","06-20 UTC","Mars, Month 3 - LS 61deg",3154,-21,-78,-9,-83,872,6:05,17:50,moderate,Sunny
"2021","06-19 UTC","Mars, Month 3 - LS 60deg",3153,-24,-77,-9,-91,873,6:05,17:50,moderate,Sunny
"2021","06-18 UTC","Mars, Month 3 - LS 60deg",3152,-22,-80,-11,-94,872,6:05,17:50,moderate,Sunny
"2021","06-17 UTC","Mars, Month 2 - LS 59deg",3151,-21,-79,-8,-82,873,6:06,17:51,moderate,Sunny
"2021","06-16 UTC","Mars, Month 2 - LS 59deg",3150,-26,-78,-12,-81,873,6:06,17:51,moderate,Sunny
"2021","06-15 UTC","Mars, Month 2 - LS 58deg",3149,-26,-78,-10,-84,873,6:06,17:51,moderate,Sunny
"2021","06-14 UTC","Mars, Month 2 - LS 58deg",3148,-31,-77,-11,-85,873,6:06,17:52,moderate,Sunny
"2021","06-13 UTC","Mars, Month 2 - LS 58deg",3147,-23,-80,-8,-85,872,6:06,17:52,moderate,Sunny
"2021","06-12 UTC","Mars, Month 2 - LS 57deg",3146,-22,-79,-12,-85,872,6:07,17:52,moderate,Sunny
"2021","06-11 UTC","Mars, Month 2 - LS 57deg",3145,-24,-79,-12,-83,873,6:07,17:52,moderate,Sunny
"2021","06-10 UTC","Mars, Month 2 - LS 56deg",3144,-19,-79,-14,-84,873,6:07,17:53,moderate,Sunny
"2021","06-09 UTC","Mars, Month 2 - LS 56deg",3143,-21,-79,-7,-87,874,6:07,17:53,moderate,Sunny
"2021","06-08 UTC","Mars, Month 2 - LS 55deg",3142,-21,-79,-9,-87,874,6:08,17:53,moderate,Sunny
"2021","06-07 UTC","Mars, Month 2 - LS 55deg",3141,-28,-79,-9,-88,874,6:08,17:54,moderate,Sunny
"2021","06-06 UTC","Mars, Month 2 - LS 54deg",3140,-23,-80,-3,-82,873,6:08,17:54,moderate,Sunny
"2021","06-05 UTC","Mars, Month 2 - LS 54deg",3139,-22,-80,-16,-82,873,6:08,17:54,moderate,Sunny
"2021","06-04 UTC","Mars, Month 2 - LS 54deg",3138,-26,-79,-8,-84,874,6:09,17:55,moderate,Sunny
"2021","06-03 UTC","Mars, Month 2 - LS 53deg",3137,-28,-78,-14,-83,873,6:09,17:55,moderate,Sunny
"2021","06-02 UTC","Mars, Month 2 - LS 53deg",3136,-28,-77,-14,-84,873,6:09,17:55,moderate,Sunny
"2021","06-01 UTC","Mars, Month 2 - LS 52deg",3135,-23,-78,-18,-83,872,6:09,17:56,moderate,Sunny
"2021","05-31 UTC","Mars, Month 2 - LS 52deg",3134,-22,-78,-16,-85,872,6:10,17:56,moderate,Sunny
"2021","05-30 UTC","Mars, Month 2 - LS 51deg",3133,-22,-78,-19,-78,872,6:10,17:56,moderate,Sunny
"2021","05-29 UTC","Mars, Month 2 - LS 51deg",3132,-23,-77,-17,-84,871,6:10,17:57,moderate,Sunny
"2021","05-28 UTC","Mars, Month 2 - LS 50deg",3131,-23,-76,-18,-87,872,6:10,17:57,moderate,Sunny
"2021","05-27 UTC","Mars, Month 2 - LS 50deg",3130,-22,-77,-19,-90,872,6:11,17:58,moderate,Sunny
"2021","05-19 UTC","Mars, Month 2 - LS 47deg",3123,-21,-71,-14,-80,863,6:13,18:00,moderate,Sunny
"2021","05-18 UTC","Mars, Month 2 - LS 46deg",3122,-24,-76,-15,-83,868,6:13,18:00,moderate,Sunny
"2021","05-17 UTC","Mars, Month 2 - LS 46deg",3121,-20,-77,-16,-84,867,6:13,18:01,moderate,Sunny
