earth_year, earth_date,mars_date,solar_day,max_ground_temp,min_ground_temp,max_air_temp,min_air_temp,mean_pressure,sunrise,sunset,UV_Radiation,weather
"2016","12-30 UTC","Mars, Month 10 - LS 289deg",1564,-7,-70,13,-74,877,6:24,18:41,very_high,Sunny
"2016","12-29 UTC","Mars, Month 10 - LS 288deg",1563,-6,-75,14,-77,879,6:23,18:40,very_high,Sunny
"2016","12-28 UTC","Mars, Month 10 - LS 288deg",1562,-5,-73,14,-74,877,6:23,18:40,very_high,Sunny
"2016","12-27 UTC","Mars, Month 10 - LS 287deg",1561,-8,-77,13,-77,877,6:22,18:39,very_high,Sunny
"2016","12-25 UTC","Mars, Month 10 - LS 286deg",1560,-10,-76,13,-76,877,6:22,18:38,very_high,Sunny
"2016","12-24 UTC","Mars, Month 10 - LS 286deg",1559,-7,-76,14,-76,879,6:21,18:38,very_high,Sunny
"2016","12-23 UTC","Mars, Month 10 - LS 285deg",1558,-6,-72,13,-75,880,6:20,18:37,very_high,Sunny
"2016","12-22 UTC","Mars, Month 10 - LS 284deg",1557,-6,-70,13,-74,883,6:20,18:37,very_high,Sunny
"2016","12-21 UTC","Mars, Month 10 - LS 284deg",1556,-5,-72,13,-74,883,6:19,18:36,very_high,Sunny
"2016","12-20 UTC","Mars, Month 10 - LS 283deg",1555,-6,-71,13,-76,883,6:18,18:36,very_high,Sunny
"2016","12-19 UTC","Mars, Month 10 - LS 283deg",1554,-7,-70,12,-75,882,6:18,18:35,very_high,Sunny
"2016","12-18 UTC","Mars, Month 10 - LS 282deg",1553,-9,-77,13,-80,884,6:17,18:34,very_high,Sunny
"2016","12-17 UTC","Mars, Month 10 - LS 281deg",1552,-6,-74,14,-77,886,6:16,18:34,high,Sunny
"2016","12-16 UTC","Mars, Month 10 - LS 281deg",1551,0,-71,14,-78,886,6:16,18:33,high,Sunny
"2016","12-15 UTC","Mars, Month 10 - LS 280deg",1550,-1,-71,13,-77,888,6:15,18:33,high,Sunny
"2016","12-14 UTC","Mars, Month 10 - LS 279deg",1549,-2,-76,14,-76,887,6:14,18:32,high,Sunny
"2016","12-13 UTC","Mars, Month 10 - LS 279deg",1548,-8,-76,13,-77,887,6:14,18:31,moderate,Sunny
"2016","12-12 UTC","Mars, Month 10 - LS 278deg",1547,-8,-75,14,-77,887,6:13,18:31,high,Sunny
"2016","12-11 UTC","Mars, Month 10 - LS 277deg",1546,-7,-73,13,-76,889,6:12,18:30,high,Sunny
"2016","12-10 UTC","Mars, Month 10 - LS 277deg",1545,3,-73,13,-76,891,6:12,18:29,high,Sunny
"2016","12-09 UTC","Mars, Month 10 - LS 276deg",1544,1,-71,12,-76,894,6:11,18:29,high,Sunny
"2016","12-08 UTC","Mars, Month 10 - LS 276deg",1543,-7,-74,12,-78,896,6:10,18:28,high,Sunny
"2016","12-07 UTC","Mars, Month 10 - LS 275deg",1542,-9,-73,12,-79,895,6:10,18:27,high,Sunny
"2016","12-06 UTC","Mars, Month 10 - LS 274deg",1541,-8,-76,13,-78,895,6:09,18:27,high,Sunny
"2016","12-05 UTC","Mars, Month 10 - LS 274deg",1540,-3,-72,13,-76,896,6:08,18:26,high,Sunny
"2016","12-04 UTC","Mars, Month 10 - LS 273deg",1539,-1,-74,13,-78,896,6:08,18:25,high,Sunny
"2016","12-03 UTC","Mars, Month 10 - LS 272deg",1538,-3,-73,13,-77,898,6:07,18:25,high,Sunny
"2016","12-02 UTC","Mars, Month 10 - LS 272deg",1537,-7,-74,12,-78,900,6:06,18:24,high,Sunny
"2016","12-01 UTC","Mars, Month 10 - LS 271deg",1536,-4,-71,12,-78,901,6:06,18:23,high,Sunny
"2016","11-30 UTC","Mars, Month 10 - LS 270deg",1535,-1,-73,12,-77,900,6:05,18:23,high,Sunny
"2016","11-29 UTC","Mars, Month 10 - LS 270deg",1534,-2,-73,13,-76,898,6:04,18:22,high,Sunny
"2016","11-28 UTC","Mars, Month 9 - LS 269deg",1533,-4,-72,13,-77,896,6:03,18:21,high,Sunny
"2016","11-27 UTC","Mars, Month 9 - LS 268deg",1532,-3,-72,13,-76,900,6:03,18:21,moderate,Sunny
"2016","11-26 UTC","Mars, Month 9 - LS 268deg",1531,-10,-76,14,-78,900,6:02,18:20,high,Sunny
"2016","11-25 UTC","Mars, Month 9 - LS 267deg",1530,-4,-71,12,-78,899,6:01,18:19,high,Sunny
"2016","11-24 UTC","Mars, Month 9 - LS 267deg",1529,3,-73,11,-77,900,6:01,18:18,high,Sunny
"2016","11-23 UTC","Mars, Month 9 - LS 266deg",1528,-4,-72,12,-75,898,6:00,18:18,high,Sunny
"2016","11-22 UTC","Mars, Month 9 - LS 265deg",1527,-6,-71,12,-75,900,5:59,18:17,high,Sunny
"2016","11-21 UTC","Mars, Month 9 - LS 265deg",1526,-2,-72,13,-74,900,5:58,18:16,very_high,Sunny
"2016","11-20 UTC","Mars, Month 9 - LS 264deg",1525,-2,-74,14,-75,902,5:58,18:16,high,Sunny
"2016","11-18 UTC","Mars, Month 9 - LS 263deg",1524,-4,-76,14,-75,904,5:57,18:15,high,Sunny
"2016","11-17 UTC","Mars, Month 9 - LS 263deg",1523,-10,-77,14,-76,905,5:56,18:14,high,Sunny
"2016","11-16 UTC","Mars, Month 9 - LS 262deg",1522,-2,-71,14,-74,905,5:56,18:13,high,Sunny
"2016","11-15 UTC","Mars, Month 9 - LS 261deg",1521,-1,-71,17,-75,905,5:55,18:13,high,Sunny
"2016","11-14 UTC","Mars, Month 9 - LS 261deg",1520,-2,-73,16,-76,905,5:54,18:12,high,Sunny
"2016","11-13 UTC","Mars, Month 9 - LS 260deg",1519,5,-72,16,-76,906,5:54,18:11,high,Sunny
"2016","11-12 UTC","Mars, Month 9 - LS 259deg",1518,-8,-78,12,-75,909,5:53,18:10,moderate,Sunny
"2016","11-11 UTC","Mars, Month 9 - LS 259deg",1517,2,-76,11,-75,911,5:52,18:10,moderate,Sunny
"2016","11-10 UTC","Mars, Month 9 - LS 258deg",1516,4,-71,20,-75,909,5:52,18:09,high,Sunny
"2016","11-09 UTC","Mars, Month 9 - LS 257deg",1515,3,-76,19,-75,906,5:51,18:08,high,Sunny
"2016","11-08 UTC","Mars, Month 9 - LS 257deg",1514,0,-73,14,-75,906,5:50,18:08,high,Sunny
"2016","11-07 UTC","Mars, Month 9 - LS 256deg",1513,-1,-74,14,-77,907,5:50,18:07,high,Sunny
"2016","11-06 UTC","Mars, Month 9 - LS 255deg",1512,0,-78,16,-75,906,5:49,18:06,high,Sunny
"2016","11-05 UTC","Mars, Month 9 - LS 255deg",1511,0,-77,14,-75,908,5:48,18:05,high,Sunny
"2016","11-04 UTC","Mars, Month 9 - LS 254deg",1510,2,-70,16,-74,908,5:48,18:05,high,Sunny
"2016","11-03 UTC","Mars, Month 9 - LS 254deg",1509,3,-70,16,-73,910,5:47,18:04,very_high,Sunny
"2016","11-02 UTC","Mars, Month 9 - LS 253deg",1508,-2,-70,16,-70,907,5:46,18:03,very_high,Sunny
"2016","11-01 UTC","Mars, Month 9 - LS 252deg",1507,-3,-70,14,-74,907,5:46,18:03,very_high,Sunny
"2016","10-31 UTC","Mars, Month 9 - LS 252deg",1506,-1,-71,15,-73,907,5:45,18:02,high,Sunny
"2016","10-30 UTC","Mars, Month 9 - LS 251deg",1505,2,-69,12,-73,906,5:44,18:01,high,Sunny
"2016","10-29 UTC","Mars, Month 9 - LS 250deg",1504,-1,-69,12,-72,910,5:44,18:00,moderate,Sunny
"2016","10-28 UTC","Mars, Month 9 - LS 250deg",1503,3,-70,12,-72,909,5:43,18:00,high,Sunny
"2016","10-27 UTC","Mars, Month 9 - LS 249deg",1502,0,-69,10,-73,907,5:42,17:59,high,Sunny
"2016","10-26 UTC","Mars, Month 9 - LS 248deg",1501,3,-69,15,-72,903,5:42,17:58,high,Sunny
"2016","10-25 UTC","Mars, Month 9 - LS 248deg",1500,-4,-70,10,-71,903,5:41,17:58,very_high,Sunny
"2016","10-24 UTC","Mars, Month 9 - LS 247deg",1499,-2,-69,11,-75,903,5:41,17:57,very_high,Sunny
"2016","10-23 UTC","Mars, Month 9 - LS 246deg",1498,-9,-68,13,-72,907,5:40,17:56,high,Sunny
"2016","10-22 UTC","Mars, Month 9 - LS 246deg",1497,-5,-68,13,-74,909,5:39,17:56,high,Sunny
"2016","10-21 UTC","Mars, Month 9 - LS 245deg",1496,-8,-72,14,-74,906,5:39,17:55,high,Sunny
"2016","10-20 UTC","Mars, Month 9 - LS 244deg",1495,-7,-71,14,-75,903,5:38,17:54,high,Sunny
"2016","10-19 UTC","Mars, Month 9 - LS 244deg",1494,-8,-70,13,-74,904,5:38,17:54,high,Sunny
"2016","10-18 UTC","Mars, Month 9 - LS 243deg",1493,-11,-70,12,-75,905,5:37,17:53,high,Sunny
"2016","10-17 UTC","Mars, Month 9 - LS 242deg",1492,-10,-68,14,-73,910,5:37,17:52,high,Sunny
"2016","10-16 UTC","Mars, Month 9 - LS 242deg",1491,-8,-69,14,-73,906,5:36,17:52,high,Sunny
"2016","10-15 UTC","Mars, Month 9 - LS 241deg",1490,-10,-66,13,-74,904,5:36,17:51,high,Sunny
"2016","10-14 UTC","Mars, Month 9 - LS 240deg",1489,-8,-68,12,-72,903,5:35,17:50,high,Sunny
"2016","10-12 UTC","Mars, Month 9 - LS 240deg",1488,-6,-69,9,-72,902,5:35,17:50,very_high,Sunny
"2016","10-11 UTC","Mars, Month 8 - LS 239deg",1487,-5,-68,14,-73,901,5:34,17:49,high,Sunny
"2016","10-10 UTC","Mars, Month 8 - LS 239deg",1486,-1,-71,12,-71,901,5:33,17:48,high,Sunny
"2016","10-09 UTC","Mars, Month 8 - LS 238deg",1485,3,-71,18,-72,899,5:33,17:48,high,Sunny
"2016","10-08 UTC","Mars, Month 8 - LS 237deg",1484,4,-68,13,-71,895,5:32,17:47,high,Sunny
"2016","10-07 UTC","Mars, Month 8 - LS 237deg",1483,1,-68,13,-72,892,5:32,17:47,high,Sunny
"2016","10-06 UTC","Mars, Month 8 - LS 236deg",1482,2,-68,14,-72,893,5:32,17:46,high,Sunny
"2016","10-05 UTC","Mars, Month 8 - LS 235deg",1481,1,-70,11,-72,893,5:31,17:45,high,Sunny
"2016","10-04 UTC","Mars, Month 8 - LS 235deg",1480,1,-68,10,-70,893,5:31,17:45,high,Sunny
"2016","10-03 UTC","Mars, Month 8 - LS 234deg",1479,3,-66,9,-70,890,5:30,17:44,moderate,Sunny
"2016","10-02 UTC","Mars, Month 8 - LS 233deg",1478,1,-68,12,-69,887,5:30,17:44,moderate,Sunny
"2016","10-01 UTC","Mars, Month 8 - LS 233deg",1477,0,-72,13,-72,888,5:29,17:43,high,Sunny
"2016","09-30 UTC","Mars, Month 8 - LS 232deg",1476,2,-69,14,-73,888,5:29,17:43,high,Sunny
"2016","09-29 UTC","Mars, Month 8 - LS 231deg",1475,2,-72,13,-71,890,5:28,17:42,moderate,Sunny
"2016","09-28 UTC","Mars, Month 8 - LS 231deg",1474,2,-68,13,-69,889,5:28,17:41,moderate,Sunny
"2016","09-27 UTC","Mars, Month 8 - LS 230deg",1473,4,-67,15,-71,881,5:28,17:41,moderate,Sunny
"2016","09-26 UTC","Mars, Month 8 - LS 229deg",1472,5,-68,17,-73,879,5:27,17:40,moderate,Sunny
"2016","09-25 UTC","Mars, Month 8 - LS 229deg",1471,4,-71,12,-73,880,5:27,17:40,moderate,Sunny
"2016","09-24 UTC","Mars, Month 8 - LS 228deg",1470,1,-70,12,-72,879,5:26,17:39,moderate,Sunny
"2016","09-23 UTC","Mars, Month 8 - LS 228deg",1469,1,-72,13,-71,881,5:26,17:39,high,Sunny
"2016","09-22 UTC","Mars, Month 8 - LS 227deg",1468,5,-70,14,-69,879,5:26,17:38,high,Sunny
"2016","09-21 UTC","Mars, Month 8 - LS 226deg",1467,-4,-69,13,-69,877,5:25,17:38,high,Sunny
"2016","09-20 UTC","Mars, Month 8 - LS 226deg",1466,-6,-67,12,-69,873,5:25,17:37,high,Sunny
"2016","09-19 UTC","Mars, Month 8 - LS 225deg",1465,-3,-68,13,-70,870,5:25,17:37,high,Sunny
"2016","09-18 UTC","Mars, Month 8 - LS 224deg",1464,-6,-71,12,-69,871,5:24,17:36,high,Sunny
"2016","09-17 UTC","Mars, Month 8 - LS 224deg",1463,-1,-68,12,-69,871,5:24,17:36,high,Sunny
"2016","09-16 UTC","Mars, Month 8 - LS 223deg",1462,-5,-68,14,-70,871,5:24,17:35,high,Sunny
"2016","09-15 UTC","Mars, Month 8 - LS 222deg",1461,-7,-69,13,-69,870,5:23,17:35,high,Sunny
"2016","09-14 UTC","Mars, Month 8 - LS 222deg",1460,-4,-70,13,-70,865,5:23,17:34,high,Sunny
"2016","09-13 UTC","Mars, Month 8 - LS 221deg",1459,-2,-71,14,-70,861,5:23,17:34,high,Sunny
"2016","09-12 UTC","Mars, Month 8 - LS 220deg",1458,-1,-69,13,-69,859,5:23,17:34,high,Sunny
"2016","09-11 UTC","Mars, Month 8 - LS 220deg",1457,-5,-69,13,-70,860,5:22,17:33,high,Sunny
"2016","09-10 UTC","Mars, Month 8 - LS 219deg",1456,-1,-69,13,-72,859,5:22,17:33,high,Sunny
"2016","09-09 UTC","Mars, Month 8 - LS 219deg",1455,-4,-70,16,-73,858,5:22,17:32,high,Sunny
"2016","09-08 UTC","Mars, Month 8 - LS 218deg",1454,3,-69,12,-71,854,5:21,17:32,high,Sunny
"2016","09-07 UTC","Mars, Month 8 - LS 217deg",1453,5,-73,12,-73,850,5:21,17:32,very_high,Sunny
"2016","09-06 UTC","Mars, Month 8 - LS 217deg",1452,5,-74,13,-71,845,5:21,17:31,high,Sunny
"2016","09-04 UTC","Mars, Month 8 - LS 216deg",1451,5,-71,13,-71,842,5:21,17:31,high,Sunny
"2016","09-03 UTC","Mars, Month 8 - LS 215deg",1450,5,-69,14,-73,842,5:21,17:30,high,Sunny
"2016","09-02 UTC","Mars, Month 8 - LS 215deg",1449,5,-71,13,-72,841,5:20,17:30,high,Sunny
"2016","09-01 UTC","Mars, Month 8 - LS 214deg",1448,5,-69,19,-74,841,5:20,17:30,high,Sunny
"2016","08-31 UTC","Mars, Month 8 - LS 214deg",1447,4,-74,15,-75,841,5:20,17:29,high,Sunny
"2016","08-30 UTC","Mars, Month 8 - LS 213deg",1446,6,-70,15,-72,841,5:20,17:29,high,Sunny
"2016","08-29 UTC","Mars, Month 8 - LS 212deg",1445,1,-69,14,-72,836,5:20,17:29,high,Sunny
"2016","08-28 UTC","Mars, Month 8 - LS 212deg",1444,8,-69,14,-72,833,5:19,17:28,high,Sunny
"2016","08-27 UTC","Mars, Month 8 - LS 211deg",1443,7,-69,14,-72,831,5:19,17:28,high,Sunny
"2016","08-26 UTC","Mars, Month 8 - LS 210deg",1442,0,-68,14,-73,829,5:19,17:28,high,Sunny
"2016","08-25 UTC","Mars, Month 8 - LS 210deg",1441,10,-74,14,-74,828,5:19,17:27,high,Sunny
"2016","08-24 UTC","Mars, Month 7 - LS 209deg",1440,4,-70,14,-73,828,5:19,17:27,high,Sunny
"2016","08-23 UTC","Mars, Month 7 - LS 208deg",1439,5,-71,15,-75,828,5:19,17:27,high,Sunny
"2016","08-22 UTC","Mars, Month 7 - LS 208deg",1438,11,-68,14,-71,823,5:19,17:26,high,Sunny
"2016","08-21 UTC","Mars, Month 7 - LS 207deg",1437,7,-71,10,-72,821,5:19,17:26,high,Sunny
"2016","08-20 UTC","Mars, Month 7 - LS 207deg",1436,4,-72,10,-71,825,5:18,17:26,high,Sunny
"2016","08-19 UTC","Mars, Month 7 - LS 206deg",1435,4,-71,17,-75,823,5:18,17:26,high,Sunny
"2016","08-18 UTC","Mars, Month 7 - LS 205deg",1434,0,-70,15,-75,818,5:18,17:25,high,Sunny
"2016","08-17 UTC","Mars, Month 7 - LS 205deg",1433,6,-70,14,-73,818,5:18,17:25,high,Sunny
"2016","08-16 UTC","Mars, Month 7 - LS 204deg",1432,7,-71,16,-71,813,5:18,17:25,high,Sunny
"2016","08-15 UTC","Mars, Month 7 - LS 204deg",1431,7,-69,9,-68,811,5:18,17:25,high,Sunny
"2016","08-14 UTC","Mars, Month 7 - LS 203deg",1430,5,-69,9,-70,810,5:18,17:24,high,Sunny
"2016","08-13 UTC","Mars, Month 7 - LS 202deg",1429,4,-70,9,-71,810,5:18,17:24,very_high,Sunny
"2016","08-12 UTC","Mars, Month 7 - LS 202deg",1428,4,-72,24,-69,808,5:18,17:24,very_high,Sunny
"2016","08-11 UTC","Mars, Month 7 - LS 201deg",1427,8,-72,14,-69,807,5:18,17:24,very_high,Sunny
"2016","08-10 UTC","Mars, Month 7 - LS 200deg",1426,-6,-71,10,-69,803,5:18,17:24,high,Sunny
"2016","08-09 UTC","Mars, Month 7 - LS 200deg",1425,-8,-72,10,-68,804,5:18,17:23,high,Sunny
"2016","08-08 UTC","Mars, Month 7 - LS 199deg",1424,-8,-72,10,-70,803,5:18,17:23,high,Sunny
"2016","08-07 UTC","Mars, Month 7 - LS 199deg",1423,-9,-71,9,-71,800,5:18,17:23,high,Sunny
"2016","08-06 UTC","Mars, Month 7 - LS 198deg",1422,-9,-72,11,-69,798,5:18,17:23,high,Sunny
"2016","08-05 UTC","Mars, Month 7 - LS 197deg",1421,-9,-72,8,-69,797,5:18,17:23,high,Sunny
"2016","08-04 UTC","Mars, Month 7 - LS 197deg",1420,-8,-71,9,-68,793,5:18,17:22,high,Sunny
"2016","08-03 UTC","Mars, Month 7 - LS 196deg",1419,-7,-73,9,-69,793,5:18,17:22,high,Sunny
"2016","08-02 UTC","Mars, Month 7 - LS 196deg",1418,-9,-73,10,-71,793,5:18,17:22,high,Sunny
"2016","08-01 UTC","Mars, Month 7 - LS 195deg",1417,-8,-70,9,-71,791,5:18,17:22,high,Sunny
"2016","07-31 UTC","Mars, Month 7 - LS 194deg",1416,5,-72,11,-71,791,5:18,17:22,high,Sunny
"2016","07-29 UTC","Mars, Month 7 - LS 194deg",1415,8,-72,10,-71,787,5:18,17:22,high,Sunny
"2016","07-28 UTC","Mars, Month 7 - LS 193deg",1414,7,-73,12,-72,785,5:18,17:22,high,Sunny
"2016","07-27 UTC","Mars, Month 7 - LS 193deg",1413,5,-72,10,-72,784,5:18,17:21,high,Sunny
"2016","07-26 UTC","Mars, Month 7 - LS 192deg",1412,4,-78,11,-73,784,5:18,17:21,high,Sunny
"2016","07-25 UTC","Mars, Month 7 - LS 191deg",1411,6,-72,8,-73,782,5:18,17:21,high,Sunny
"2016","07-24 UTC","Mars, Month 7 - LS 191deg",1410,7,-72,14,-76,782,5:18,17:21,high,Sunny
"2016","07-23 UTC","Mars, Month 7 - LS 190deg",1409,-9,-74,13,-76,781,5:18,17:21,high,Sunny
"2016","07-22 UTC","Mars, Month 7 - LS 190deg",1408,-10,-75,14,-76,779,5:18,17:21,high,Sunny
"2016","07-21 UTC","Mars, Month 7 - LS 189deg",1407,-9,-74,13,-75,779,5:18,17:21,high,Sunny
"2016","07-20 UTC","Mars, Month 7 - LS 188deg",1406,-9,-76,14,-77,775,5:18,17:21,high,Sunny
"2016","07-19 UTC","Mars, Month 7 - LS 188deg",1405,-2,-75,12,-78,775,5:18,17:21,very_high,Sunny
"2016","07-18 UTC","Mars, Month 7 - LS 187deg",1404,-10,-75,11,-78,774,5:18,17:21,high,Sunny
"2016","07-17 UTC","Mars, Month 7 - LS 187deg",1403,-9,-75,11,-76,771,5:18,17:20,very_high,Sunny
"2016","07-16 UTC","Mars, Month 7 - LS 186deg",1402,-11,-75,11,-76,771,5:18,17:20,high,Sunny
"2016","07-15 UTC","Mars, Month 7 - LS 185deg",1401,-4,-73,14,-74,770,5:19,17:20,high,Sunny
"2016","07-14 UTC","Mars, Month 7 - LS 185deg",1400,3,-73,14,-73,770,5:19,17:20,high,Sunny
"2016","07-13 UTC","Mars, Month 7 - LS 184deg",1399,1,-73,11,-74,770,5:19,17:20,high,Sunny
"2016","07-12 UTC","Mars, Month 7 - LS 184deg",1398,3,-66,19,-62,751,5:19,17:20,high,Sunny
"2016","07-02 UTC","Mars, Month 6 - LS 178deg",1388,4,-73,18,-81,756,5:20,17:20,high,Sunny
"2016","07-01 UTC","Mars, Month 6 - LS 177deg",1387,2,-74,17,-79,755,5:20,17:20,high,Sunny
"2016","06-30 UTC","Mars, Month 6 - LS 177deg",1386,-1,-74,10,-77,755,5:20,17:20,high,Sunny
"2016","06-29 UTC","Mars, Month 6 - LS 176deg",1385,-3,-75,10,-74,755,5:21,17:20,high,Sunny
"2016","06-28 UTC","Mars, Month 6 - LS 176deg",1384,2,-74,7,-74,753,5:21,17:20,high,Sunny
"2016","06-27 UTC","Mars, Month 6 - LS 175deg",1383,3,-73,10,-76,752,5:21,17:20,high,Sunny
"2016","06-26 UTC","Mars, Month 6 - LS 174deg",1382,-4,-76,11,-77,752,5:21,17:20,high,Sunny
"2016","06-25 UTC","Mars, Month 6 - LS 174deg",1381,-8,-73,10,-78,751,5:21,17:20,high,Sunny
"2016","06-24 UTC","Mars, Month 6 - LS 173deg",1380,-7,-74,10,-77,751,5:21,17:20,high,Sunny
"2016","06-23 UTC","Mars, Month 6 - LS 173deg",1379,-7,-77,9,-77,751,5:22,17:20,high,Sunny
"2016","06-21 UTC","Mars, Month 6 - LS 172deg",1378,1,-76,6,-78,751,5:22,17:20,high,Sunny
"2016","06-20 UTC","Mars, Month 6 - LS 172deg",1377,1,-76,6,-77,749,5:22,17:20,high,Sunny
"2016","06-19 UTC","Mars, Month 6 - LS 171deg",1376,0,-75,6,-74,749,5:22,17:20,high,Sunny
"2016","06-18 UTC","Mars, Month 6 - LS 170deg",1375,-2,-73,5,-75,749,5:22,17:20,high,Sunny
"2016","06-17 UTC","Mars, Month 6 - LS 170deg",1374,-5,-75,5,-74,748,5:23,17:20,high,Sunny
"2016","06-16 UTC","Mars, Month 6 - LS 169deg",1373,-3,-74,0,-70,746,5:23,17:20,high,Sunny
"2016","06-15 UTC","Mars, Month 6 - LS 169deg",1372,-4,-74,1,-69,745,5:23,17:20,high,Sunny
"2016","06-14 UTC","Mars, Month 6 - LS 168deg",1371,-2,-75,3,-74,746,5:23,17:20,high,Sunny
"2016","06-13 UTC","Mars, Month 6 - LS 168deg",1370,-1,-74,4,-76,744,5:23,17:20,high,Sunny
"2016","06-12 UTC","Mars, Month 6 - LS 167deg",1369,1,-73,3,-76,742,5:23,17:20,high,Sunny
"2016","06-11 UTC","Mars, Month 6 - LS 167deg",1368,-16,-74,4,-75,743,5:24,17:20,high,Sunny
"2016","06-10 UTC","Mars, Month 6 - LS 166deg",1367,-14,-74,2,-76,743,5:24,17:20,high,Sunny
"2016","06-09 UTC","Mars, Month 6 - LS 165deg",1366,-15,-75,4,-75,740,5:24,17:20,high,Sunny
"2016","06-08 UTC","Mars, Month 6 - LS 165deg",1365,-15,-74,3,-75,739,5:24,17:20,high,Sunny
"2016","06-07 UTC","Mars, Month 6 - LS 164deg",1364,-16,-74,2,-76,740,5:24,17:20,high,Sunny
"2016","06-06 UTC","Mars, Month 6 - LS 164deg",1363,-14,-75,3,-77,740,5:25,17:20,high,Sunny
"2016","06-05 UTC","Mars, Month 6 - LS 163deg",1362,-17,-74,2,-77,739,5:25,17:20,high,Sunny
"2016","06-04 UTC","Mars, Month 6 - LS 163deg",1361,-16,-75,1,-77,739,5:25,17:20,high,Sunny
"2016","06-03 UTC","Mars, Month 6 - LS 162deg",1360,-16,-76,2,-76,739,5:25,17:21,high,Sunny
"2016","06-02 UTC","Mars, Month 6 - LS 162deg",1359,-13,-76,2,-76,739,5:26,17:21,high,Sunny
"2016","06-01 UTC","Mars, Month 6 - LS 161deg",1358,-16,-74,2,-78,738,5:26,17:21,high,Sunny
"2016","05-31 UTC","Mars, Month 6 - LS 160deg",1357,-16,-72,3,-79,738,5:26,17:21,high,Sunny
"2016","05-30 UTC","Mars, Month 6 - LS 160deg",1356,-5,-74,3,-77,739,5:26,17:21,high,Sunny
"2016","05-29 UTC","Mars, Month 6 - LS 159deg",1355,-11,-75,4,-78,740,5:26,17:21,high,Sunny
"2016","05-28 UTC","Mars, Month 6 - LS 159deg",1354,-5,-75,3,-78,739,5:27,17:21,high,Sunny
"2016","05-27 UTC","Mars, Month 6 - LS 158deg",1353,-6,-76,12,-75,737,5:27,17:21,high,Sunny
"2016","05-26 UTC","Mars, Month 6 - LS 158deg",1352,-6,-73,4,-78,736,5:27,17:21,high,Sunny
"2016","05-25 UTC","Mars, Month 6 - LS 157deg",1351,-12,-72,4,-79,739,5:27,17:21,moderate,Sunny
"2016","05-24 UTC","Mars, Month 6 - LS 157deg",1350,-9,-73,4,-79,738,5:27,17:21,moderate,Sunny
"2016","05-23 UTC","Mars, Month 6 - LS 156deg",1349,-9,-73,10,-84,737,5:28,17:21,high,Sunny
"2016","05-22 UTC","Mars, Month 6 - LS 156deg",1348,-15,-76,11,-85,735,5:28,17:21,high,Sunny
"2016","05-21 UTC","Mars, Month 6 - LS 155deg",1347,-16,-75,9,-85,736,5:28,17:21,high,Sunny
"2016","05-20 UTC","Mars, Month 6 - LS 155deg",1346,-16,-75,9,-73,737,5:28,17:22,high,Sunny
"2016","05-19 UTC","Mars, Month 6 - LS 154deg",1345,-19,-75,-1,-74,735,5:29,17:22,high,Sunny
"2016","05-18 UTC","Mars, Month 6 - LS 153deg",1344,-14,-75,-3,-72,734,5:29,17:22,high,Sunny
"2016","05-17 UTC","Mars, Month 6 - LS 153deg",1343,-8,-74,-6,-71,735,5:29,17:22,high,Sunny
"2016","05-15 UTC","Mars, Month 6 - LS 152deg",1342,-7,-80,-4,-77,735,5:29,17:22,high,Sunny
"2016","05-14 UTC","Mars, Month 6 - LS 152deg",1341,-9,-76,1,-77,735,5:30,17:22,high,Sunny
"2016","05-13 UTC","Mars, Month 6 - LS 151deg",1340,-15,-76,3,-77,734,5:30,17:22,high,Sunny
"2016","05-12 UTC","Mars, Month 6 - LS 151deg",1339,-18,-77,2,-78,733,5:30,17:22,high,Sunny
"2016","05-11 UTC","Mars, Month 6 - LS 150deg",1338,-18,-75,0,-78,734,5:30,17:22,high,Sunny
"2016","05-10 UTC","Mars, Month 6 - LS 150deg",1337,-13,-76,1,-79,734,5:30,17:22,high,Sunny
"2016","05-09 UTC","Mars, Month 5 - LS 149deg",1336,-12,-75,1,-76,732,5:31,17:22,high,Sunny
"2016","05-08 UTC","Mars, Month 5 - LS 149deg",1335,-10,-77,1,-77,732,5:31,17:23,high,Sunny
"2016","05-07 UTC","Mars, Month 5 - LS 148deg",1334,-12,-77,0,-78,732,5:31,17:23,high,Sunny
"2016","05-06 UTC","Mars, Month 5 - LS 148deg",1333,-18,-76,0,-80,733,5:31,17:23,high,Sunny
"2016","05-05 UTC","Mars, Month 5 - LS 147deg",1332,-11,-78,0,-79,734,5:32,17:23,high,Sunny
"2016","05-04 UTC","Mars, Month 5 - LS 147deg",1331,-19,-76,0,-78,734,5:32,17:23,high,Sunny
"2016","05-03 UTC","Mars, Month 5 - LS 146deg",1330,-14,-78,-1,-79,734,5:32,17:23,high,Sunny
"2016","05-02 UTC","Mars, Month 5 - LS 146deg",1329,-15,-74,-2,-72,735,5:32,17:23,high,Sunny
"2016","05-01 UTC","Mars, Month 5 - LS 145deg",1328,-12,-77,-7,-73,735,5:32,17:23,high,Sunny
"2016","04-30 UTC","Mars, Month 5 - LS 145deg",1327,-11,-76,-6,-75,736,5:33,17:23,high,Sunny
"2016","04-29 UTC","Mars, Month 5 - LS 144deg",1326,-15,-77,-7,-74,738,5:33,17:23,high,Sunny
"2016","04-28 UTC","Mars, Month 5 - LS 144deg",1325,-14,-78,-6,-74,738,5:33,17:23,high,Sunny
